"protein_1_locus","protein_1_name","protein_2_locus","protein_2_name"
"BSU_24720","ComGB","BSU_24690","ComGE"
"BSU_23470","SpoIIAA","BSU_00640","SpoIIE"
"BSU_25570","ComEC","BSU_24730","ComGA"
"BSU_12820","SpoIISB","BSU_12830","SpoIISA"
"BSU_36310","SsbB","BSU_35470","ComFA"
"BSU_24220","Spo0A","BSU_11520","MecA"
"BSU_19000","YobL","BSU_18990","YobK"
"BSU_16940","RecA","BSU_22310","RecU"
"BSU_06610","PcrA","BSU_35170","UvrB"
"BSU_36510","NrgA","BSU_36520","NrgB"
"BSU_25470","DnaK","BSU_25460","DnaJ"
"BSU_39290","YxxD","BSU_39300","YxiD"
"BSU_21920","UgtP","BSU_29610","EzrA"
"BSU_01030","RplA","BSU_04580","CshA"
"BSU_36070","CotG","BSU_36060","CotH"
"BSU_13690","MotA","BSU_22910","MotI"
"BSU_04160","MtlR","BSU_03982","MtlF"
"BSU_40970","ParA","BSU_40960","ParB"
"BSU_16430","CheA","BSU_16440","CheW"
"BSU_17380","NrdE","BSU_20030","YosR"
"BSU_16430","CheA","BSU_31260","McpB"
"BSU_33040","CitG","BSU_18000","CitB"
"BSU_40100","AhpF","BSU_40090","AhpC"
"BSU_15720","DefA","BSU_01210","RplV"
"BSU_16330","CheY","BSU_16430","CheA"
"BSU_04490","YdbJ","BSU_04500","YdbK"
"BSU_14320","YknU","BSU_14330","YknV"
"BSU_34330","EpsE","BSU_16220","FliG"
"BSU_36550","SpoIIQ","BSU_28380","GerM"
"BSU_15150","FtsL","BSU_40400","WalK"
"BSU_01310","RplF","BSU_16050","RbgA"
"BSU_01130","TufA","BSU_00660","YabT"
"BSU_24670","ComGG","BSU_24690","ComGE"
"BSU_05010","RapI","BSU_05020","PhrI"
"BSU_01730","SigW","BSU_01740","RsiW"
"BSU_15520","PyrAB","BSU_15510","PyrAA"
"BSU_31450","KinB","BSU_25690","Sda"
"BSU_35000","HprK","BSU_34740","Crh"
"BSU_11530","CoiA","BSU_35470","ComFA"
"BSU_27500","TrmU","BSU_27510","YrvO"
"BSU_06570","YerB","BSU_06610","PcrA"
"BSU_25570","ComEC","BSU_25590","ComEA"
"BSU_31450","KinB","BSU_22540","QcrC"
"BSU_24600","SinI","BSU_24220","Spo0A"
"BSU_40400","WalK","BSU_40380","WalI"
"BSU_15760","PrpC","BSU_01130","TufA"
"BSU_27170","FatR","BSU_36260","TkmA"
"BSU_28030","MreB","BSU_22320","PonA"
"BSU_25200","SigA","BSU_31680","ComA"
"BSU_25870","YqcF","BSU_25860","YqcG"
"BSU_24730","ComGA","BSU_35470","ComFA"
"BSU_14230","AhpT","BSU_14220","AhpA"
"BSU_24730","ComGA","BSU_28050","Maf"
"BSU_14890","CtaC","BSU_38980","ScoB"
"BSU_15310","SpoIIGA","BSU_36970","SpoIIR"
"BSU_38300","ThiM","BSU_38300","ThiM"
"BSU_01380","Map","BSU_01180","RplW"
"BSU_31680","ComA","BSU_06830","RapH"
"BSU_38700","SigY","BSU_38690","YxlC"
"BSU_29120","Mdh","BSU_18000","CitB"
"BSU_01030","RplA","BSU_28190","YsxC"
"BSU_16440","CheW","BSU_31260","McpB"
"BSU_16350","FliP","BSU_16360","FliQ"
"BSU_23030","YpbB","BSU_40900","SsbA"
"BSU_35320","FliT","BSU_16250","FliJ"
"BSU_17710","TatAC","BSU_05990","TatCY"
"BSU_11680","ThiS","BSU_11690","ThiG"
"BSU_16470","SigD","BSU_35430","FlgM"
"BSU_24640","TapA","BSU_24620","TasA"
"BSU_11520","MecA","BSU_00860","ClpC"
"BSU_00690","FtsH","BSU_15810","SpoVM"
"BSU_30390","BceS","BSU_30400","BceR"
"BSU_10770","WprA","BSU_05990","TatCY"
"BSU_01470","YbaF","BSU_32030","YuiG"
"BSU_14480","Abh","BSU_14480","Abh"
"BSU_35500","DegS","BSU_31720","DegQ"
"BSU_40900","SsbA","BSU_24300","XseA"
"BSU_36250","PtkA","BSU_36260","TkmA"
"BSU_04670","RsbR","BSU_04740","RsbX"
"BSU_01360","SecY","BSU_15950","FtsY"
"BSU_01470","YbaF","BSU_30990","ThiT"
"BSU_17050","MutL","BSU_17040","MutS"
"BSU_35160","UvrA","BSU_00550","Mfd"
"BSU_35490","DegU","BSU_40300","RapG"
"BSU_16450","CheC","BSU_31260","McpB"
"BSU_34740","Crh","BSU_29740","CcpA"
"BSU_18239","YngHB","BSU_22440","BirA"
"BSU_22030","DynA","BSU_17960","YneK"
"BSU_17890","Tkt","BSU_33920","Tpi"
"BSU_24220","Spo0A","BSU_25200","SigA"
"BSU_35650","TagU","BSU_28030","MreB"
"BSU_00370","AbrB","BSU_00370","AbrB"
"BSU_00370","AbrB","BSU_00660","YabT"
"BSU_01440","RplQ","BSU_01380","Map"
"BSU_17300","EbrA","BSU_17290","EbrB"
"BSU_11500","Spx","BSU_11550","SpxH"
"BSU_15920","AcpA","BSU_30190","BioI"
"BSU_31010","FloT","BSU_31020","YuaF"
"BSU_16350","FliP","BSU_16370","FliR"
"BSU_01310","RplF","BSU_28190","YsxC"
"BSU_35740","TagD","BSU_35740","TagD"
"BSU_27930","Spo0B","BSU_17020","RicA"
"BSU_16910","RodZ","BSU_00640","SpoIIE"
"BSU_00860","ClpC","BSU_22970","YpbH"
"BSU_36410","Mbl","BSU_28030","MreB"
"BSU_04730","SigB","BSU_04720","RsbW"
"BSU_15420","DivIVA","BSU_15420","DivIVA"
"BSU_14470","MreBH","BSU_36410","Mbl"
"BSU_34380","SlrR","BSU_38229","SlrA"
"BSU_31010","FloT","BSU_35250","FtsX"
"BSU_16940","RecA","BSU_00660","YabT"
"BSU_28440","SdhA","BSU_31010","FloT"
"BSU_25470","DnaK","BSU_25480","GrpE"
"BSU_33221","YvrHb","BSU_33210","YvrG"
"BSU_28500","TrxA","BSU_25780","ArsC"
"BSU_29590","NifZ","BSU_29580","ThiI"
"BSU_39810","CsbC","BSU_02630","TatAD"
"BSU_00230","BofA","BSU_24230","SpoIVB"
"BSU_13900","PtsH","BSU_35910","RbsR"
"BSU_02760","NatB","BSU_02750","NatA"
"BSU_05980","TatAY","BSU_10770","WprA"
"BSU_01470","YbaF","BSU_10010","TrpP"
"BSU_15420","DivIVA","BSU_27660","ComN"
"BSU_27530","RarA","BSU_40900","SsbA"
"BSU_13840","StoA","BSU_15170","SpoVD"
"BSU_04910","ConB","BSU_04940","ConE"
"BSU_01360","SecY","BSU_31010","FloT"
"BSU_24700","ComGD","BSU_24720","ComGB"
"BSU_29190","PfkA","BSU_33910","Pgm"
"BSU_17370","NrdI","BSU_17390","NrdF"
"BSU_16360","FliQ","BSU_16340","FliO"
"BSU_17370","NrdI","BSU_32110","YumC"
"BSU_30190","BioI","BSU_14170","YkuP"
"BSU_17320","YmaF","BSU_25560","HolA"
"BSU_37250","NarI","BSU_37270","NarH"
"BSU_24220","Spo0A","BSU_13640","Spo0E"
"BSU_14860","PycA","BSU_22440","BirA"
"BSU_35380","FliW","BSU_35360","Hag"
"BSU_01910","SkfA","BSU_01920","SkfB"
"BSU_33270","YvrO","BSU_33260","YvrN"
"BSU_33029","YirB","BSU_11550","SpxH"
"BSU_35240","CtpB","BSU_27980","SpoIVFA"
"BSU_01170","RplD","BSU_23880","MifM"
"BSU_16430","CheA","BSU_16450","CheC"
"BSU_36310","SsbB","BSU_16110","DprA"
"BSU_29120","Mdh","BSU_16090","SucC"
"BSU_04620","AcpS","BSU_15920","AcpA"
"BSU_04160","MtlR","BSU_13900","PtsH"
"BSU_03290","NasE","BSU_03300","NasD"
"BSU_24730","ComGA","BSU_28030","MreB"
"BSU_24670","ComGG","BSU_24700","ComGD"
"BSU_38980","ScoB","BSU_38990","ScoA"
"BSU_01100","RpsL","BSU_01120","FusA"
"BSU_27750","BofC","BSU_24230","SpoIVB"
"BSU_15420","DivIVA","BSU_35300","SecA"
"BSU_15290","FtsZ","BSU_40400","WalK"
"BSU_17710","TatAC","BSU_02630","TatAD"
"BSU_34700","PsdA","BSU_34690","PsdB"
"BSU_28030","MreB","BSU_01130","TufA"
"BSU_37270","NarH","BSU_37280","NarG"
"BSU_09080","YhcH","BSU_09090","YhcI"
"BSU_23880","MifM","BSU_01210","RplV"
"BSU_40390","WalH","BSU_40400","WalK"
"BSU_09050","YhcE","BSU_09070","YhcG"
"BSU_17710","TatAC","BSU_02640","TatCD"
"BSU_10420","ComK","BSU_11520","MecA"
"BSU_00690","FtsH","BSU_13640","Spo0E"
"BSU_40400","WalK","BSU_15160","PbpB"
"BSU_16220","FliG","BSU_16210","FliF"
"BSU_35700","TagH","BSU_35710","TagG"
"BSU_14480","Abh","BSU_00370","AbrB"
"BSU_40900","SsbA","BSU_37970","Ung"
"BSU_13660","KinD","BSU_31010","FloT"
"BSU_35319","SmiA","BSU_28200","LonA"
"BSU_14730","YlaC","BSU_14740","YlaD"
"BSU_11530","CoiA","BSU_36310","SsbB"
"BSU_29120","Mdh","BSU_33040","CitG"
"BSU_04700","RsbU","BSU_04710","RsbV"
"BSU_15770","PrkC","BSU_00370","AbrB"
"BSU_35470","ComFA","BSU_16940","RecA"
"BSU_18460","GltC","BSU_22960","GudB"
"BSU_17380","NrdE","BSU_17390","NrdF"
"BSU_03981","MtlA","BSU_03982","MtlF"
"BSU_22030","DynA","BSU_36320","YwpG"
"BSU_18920","PhrK","BSU_18910","RapK"
"BSU_37390","AlbC","BSU_37400","AlbD"
"BSU_28190","YsxC","BSU_01050","RplL"
"BSU_24630","SipW","BSU_24640","TapA"
"BSU_10370","YhfU","BSU_01470","YbaF"
"BSU_23140","ResB","BSU_23130","ResC"
"BSU_11520","MecA","BSU_03500","ComS"
"BSU_05010","RapI","BSU_04820","ImmR"
"BSU_28050","Maf","BSU_15420","DivIVA"
"BSU_12290","Ndh","BSU_29120","Mdh"
"BSU_33230","SigO","BSU_01070","RpoB"
"BSU_00690","FtsH","BSU_00640","SpoIIE"
"BSU_05920","TsaB","BSU_05910","TsaE"
"BSU_00690","FtsH","BSU_08760","Spo0M"
"BSU_34790","TrxB","BSU_14230","AhpT"
"BSU_17710","TatAC","BSU_10380","HemAT"
"BSU_25250","CcpN","BSU_01430","RpoA"
"BSU_29090","PolA","BSU_23710","PolY2"
"BSU_15770","PrkC","BSU_34760","GlmR"
"BSU_35470","ComFA","BSU_16110","DprA"
"BSU_34110","RsbP","BSU_04710","RsbV"
"BSU_16170","CodY","BSU_29740","CcpA"
"BSU_28050","Maf","BSU_14850","FtsW"
"BSU_18210","YngE","BSU_18240","YngH"
"BSU_40390","WalH","BSU_40380","WalI"
"BSU_22030","DynA","BSU_16960","Rny"
"BSU_25380","FloA","BSU_29100","PhoR"
"BSU_39810","CsbC","BSU_02640","TatCD"
"BSU_27170","FatR","BSU_36250","PtkA"
"BSU_06460","PurS","BSU_06460","PurS"
"BSU_33230","SigO","BSU_33222","RsoA"
"BSU_25380","FloA","BSU_00690","FtsH"
"BSU_05940","TsaD","BSU_05910","TsaE"
"BSU_16910","RodZ","BSU_36410","Mbl"
"BSU_16280","FlgD","BSU_16290","FlgE"
"BSU_05980","TatAY","BSU_02630","TatAD"
"BSU_24700","ComGD","BSU_24690","ComGE"
"BSU_31450","KinB","BSU_14890","CtaC"
"BSU_22320","PonA","BSU_29610","EzrA"
"BSU_17380","NrdE","BSU_28500","TrxA"
"BSU_18450","GltA","BSU_18440","GltB"
"BSU_18450","GltA","BSU_29130","Icd"
"BSU_01950","SkfE","BSU_01960","SkfF"
"BSU_40310","PhrG","BSU_40300","RapG"
"BSU_10300","AprE","BSU_32150","PaiA"
"BSU_40180","EpeX","BSU_40160","EpeP"
"BSU_15770","PrkC","BSU_22180","GpsB"
"BSU_40970","ParA","BSU_00010","DnaA"
"BSU_31700","ComX","BSU_31710","ComQ"
"BSU_09900","YhaP","BSU_09890","YhaQ"
"BSU_28190","YsxC","BSU_01160","RplC"
"BSU_39940","YxaL","BSU_06610","PcrA"
"BSU_40440","DnaC","BSU_26260","YqaM"
"BSU_24730","ComGA","BSU_24720","ComGB"
"BSU_38730","CydD","BSU_38740","CydC"
"BSU_35340","FliD","BSU_35360","Hag"
"BSU_03320","NasB","BSU_03310","NasC"
"BSU_23880","MifM","BSU_41040","YidC1"
"BSU_15870","RecG","BSU_40900","SsbA"
"BSU_01010","NusG","BSU_01080","RpoC"
"BSU_16100","SucD","BSU_16090","SucC"
"BSU_25140","CshB","BSU_39110","DeaD"
"BSU_36750","SpoIID","BSU_25530","SpoIIP"
"BSU_14890","CtaC","BSU_14910","CtaE"
"BSU_33770","SdpC","BSU_19040","CsaA"
"BSU_misc_RNA_35","RnpB","BSU_41050","RnpA"
"BSU_02030","PrkD","BSU_00370","AbrB"
"BSU_27980","SpoIVFA","BSU_24230","SpoIVB"
"BSU_16370","FliR","BSU_16360","FliQ"
"BSU_23050","RibU","BSU_01470","YbaF"
"BSU_41050","RnpA","BSU_04580","CshA"
"BSU_17030","CotE","BSU_17700","CotC"
"BSU_40170","EpeE","BSU_40180","EpeX"
"BSU_16370","FliR","BSU_16340","FliO"
"BSU_06812","YeeF","BSU_06811","YezG"
"BSU_36280","YwqA","BSU_06610","PcrA"
"BSU_21580","YokI","BSU_21570","YokJ"
"BSU_35300","SecA","BSU_19040","CsaA"
"BSU_08210","YfiB","BSU_08220","YfiC"
"BSU_02620","PhoD","BSU_02630","TatAD"
"BSU_29230","DnaE","BSU_17050","MutL"
"BSU_17030","CotE","BSU_36060","CotH"
"BSU_23530","SpoIIM","BSU_25530","SpoIIP"
"BSU_01120","FusA","BSU_01050","RplL"
"BSU_29230","DnaE","BSU_17040","MutS"
"BSU_27930","Spo0B","BSU_37130","Spo0F"
"BSU_24350","AccB","BSU_22440","BirA"
"BSU_17030","CotE","BSU_11760","CotX"
"BSU_33120","LiaH","BSU_33130","LiaI"
"BSU_33222","RsoA","BSU_01080","RpoC"
"BSU_17030","CotE","BSU_11750","CotY"
"BSU_33790","SdpR","BSU_33780","SdpI"
"BSU_37130","Spo0F","BSU_13640","Spo0E"
"BSU_01750","CdaA","BSU_01770","GlmM"
"BSU_04580","CshA","BSU_04580","CshA"
"BSU_35000","HprK","BSU_35000","HprK"
"BSU_23040","Fer","BSU_30190","BioI"
"BSU_03730","YclH","BSU_03740","YclI"
"BSU_01430","RpoA","BSU_29740","CcpA"
"BSU_17030","CotE","BSU_11740","CotZ"
"BSU_13900","PtsH","BSU_29740","CcpA"
"BSU_01430","RpoA","BSU_16170","CodY"
"BSU_13990","KinA","BSU_25690","Sda"
"BSU_09100","CspB","BSU_04580","CshA"
"BSU_37130","Spo0F","BSU_36690","RapB"
"BSU_15280","FtsA","BSU_15890","PlsX"
"BSU_15290","FtsZ","BSU_28610","ZapA"
"BSU_13900","PtsH","BSU_07010","RhgR"
"BSU_01430","RpoA","BSU_31680","ComA"
"BSU_29610","EzrA","BSU_22180","GpsB"
"BSU_15860","SdaAA","BSU_15850","SdaAB"
"BSU_00010","DnaA","BSU_26310","YqaH"
"BSU_04810","ImmA","BSU_04820","ImmR"
"BSU_37130","Spo0F","BSU_17020","RicA"
"BSU_15290","FtsZ","BSU_15280","FtsA"
"BSU_36050","CotB","BSU_36070","CotG"
"BSU_10040","EcsA","BSU_10050","EcsB"
"BSU_15240","DivIB","BSU_40400","WalK"
"BSU_36050","CotB","BSU_36060","CotH"
"BSU_15290","FtsZ","BSU_15290","FtsZ"
"BSU_16160","ClpY","BSU_16150","ClpQ"
"BSU_14510","KtrC","BSU_13500","KtrD"
"BSU_09710","BmrC","BSU_09720","BmrD"
"BSU_04580","CshA","BSU_39110","DeaD"
"BSU_16380","FlhB","BSU_16390","FlhA"
"BSU_09100","CspB","BSU_25140","CshB"
"BSU_00020","DnaN","BSU_17040","MutS"
"BSU_39230","WapA","BSU_39220","WapI"
"BSU_03370","YckA","BSU_03380","YckB"
"BSU_40900","SsbA","BSU_10650","SbcC"
"BSU_04580","CshA","BSU_01160","RplC"
"BSU_34870","HisF","BSU_34890","HisH"
"BSU_35840","TagT","BSU_28030","MreB"
"BSU_25570","ComEC","BSU_35470","ComFA"
"BSU_09850","KhtU","BSU_09860","KhtT"
"BSU_36130","YwrA","BSU_36120","YwrB"
"BSU_02820","RapJ","BSU_03780","PhrC"
"BSU_35300","SecA","BSU_15980","Ffh"
"BSU_06890","CotJA","BSU_06910","CotJC"
"BSU_15470","PyrR","BSU_15470","PyrR"
"BSU_04680","RsbS","BSU_04740","RsbX"
"BSU_28070","ComC","BSU_24700","ComGD"
"BSU_28070","ComC","BSU_24690","ComGE"
"BSU_04720","RsbW","BSU_04710","RsbV"
"BSU_18090","ParE","BSU_18100","ParC"
"BSU_24710","ComGC","BSU_28070","ComC"
"BSU_15330","SigG","BSU_23460","SpoIIAB"
"BSU_23090","RsiX","BSU_23100","SigX"
"BSU_18460","GltC","BSU_18460","GltC"
"BSU_02690","AnsZ","BSU_02690","AnsZ"
"BSU_00880","DisA","BSU_00880","DisA"
"BSU_01740","RsiW","BSU_16560","RasP"
"BSU_22770","MtrB","BSU_22770","MtrB"
"BSU_34200","SigL","BSU_24100","BkdR"
"BSU_34200","SigL","BSU_21780","YplP"
"BSU_13150","OhrR","BSU_13150","OhrR"
"BSU_40380","WalI","BSU_40380","WalI"
"BSU_03760","YclK","BSU_03750","YclJ"
"BSU_02560","YcbM","BSU_02550","YcbL"
"BSU_13900","PtsH","BSU_09290","GlpK"
"BSU_33080","LiaR","BSU_33090","LiaS"
"BSU_28930","LytS","BSU_28920","LytT"
"BSU_06950","RhgK","BSU_06960","RhgL"
"BSU_08290","LnrJ","BSU_08300","LnrK"
"BSU_35500","DegS","BSU_35490","DegU"
"BSU_27050","LevF","BSU_27040","LevG"
"BSU_02450","GlnL","BSU_02440","GlnK"
"BSU_09320","YhcY","BSU_09330","YhcZ"
"BSU_33020","CssS","BSU_33010","CssR"
"BSU_13660","KinD","BSU_37130","Spo0F"
"BSU_28640","PheS","BSU_28630","PheT"
"BSU_04700","RsbU","BSU_04680","RsbS"
"BSU_04700","RsbU","BSU_04690","RsbT"
"BSU_34200","SigL","BSU_08100","AcoR"
"BSU_04460","DctR","BSU_04450","DctS"
"BSU_41050","RnpA","BSU_41060","RpmH"
"BSU_07590","CitT","BSU_07580","CitS"
"BSU_34720","PsdR","BSU_34710","PsdS"
"BSU_13910","PtsI","BSU_13900","PtsH"
"BSU_22630","TrpA","BSU_22640","TrpB"
"BSU_13530","KinE","BSU_37130","Spo0F"
"BSU_25830","RapE","BSU_37130","Spo0F"
"BSU_31690","ComP","BSU_31680","ComA"
"BSU_37130","Spo0F","BSU_13990","KinA"
"BSU_31690","ComP","BSU_31700","ComX"
"BSU_37130","Spo0F","BSU_14490","KinC"
"BSU_24610","SinR","BSU_09990","ScoC"
"BSU_34060","YvfU","BSU_34070","YvfT"
"BSU_22690","AroH","BSU_22690","AroH"
"BSU_21820","ThyB","BSU_21810","DfrA"
"BSU_27080","LevR","BSU_13900","PtsH"
"BSU_34200","SigL","BSU_27080","LevR"
"BSU_23120","ResD","BSU_23110","ResE"
"BSU_02000","YbdJ","BSU_02010","YbdK"
"BSU_02730","NatK","BSU_02740","NatR"
"BSU_31450","KinB","BSU_37130","Spo0F"
"BSU_00060","GyrB","BSU_00070","GyrA"
"BSU_27930","Spo0B","BSU_24220","Spo0A"
"BSU_13900","PtsH","BSU_38070","SacT"
"BSU_31530","MalR","BSU_31520","MalK"
"BSU_13900","PtsH","BSU_13880","GlcT"
"BSU_13250","YkoG","BSU_13260","YkoH"
"BSU_34200","SigL","BSU_40350","RocR"
"BSU_19190","DesK","BSU_19200","DesR"
"BSU_05410","YdfH","BSU_05420","YdfI"
"BSU_36550","SpoIIQ","BSU_00640","SpoIIE"
"BSU_25260","GlyS","BSU_25270","GlyQ"
"BSU_00510","Prs","BSU_00470","PurR"
"BSU_misc_RNA_55","SsrA","BSU_33600","SmpB"
"BSU_19040","CsaA","BSU_19040","CsaA"
"BSU_27740","RuvA","BSU_27730","RuvB"
"BSU_40410","WalR","BSU_40400","WalK"
"BSU_13900","PtsH","BSU_38600","LicR"
"BSU_15290","FtsZ","BSU_00640","SpoIIE"
"BSU_13690","MotA","BSU_13680","MotB"
"BSU_11230","CarA","BSU_11240","CarB"
"BSU_13900","PtsH","BSU_38420","SacY"
"BSU_22230","PtsA","BSU_13900","PtsH"
"BSU_23616","MciZ","BSU_15290","FtsZ"
"BSU_01290","RpsN","BSU_01100","RpsL"
"BSU_01290","RpsN","BSU_01330","RpsE"
"BSU_01290","RpsN","BSU_15990","RpsP"
"BSU_01290","RpsN","BSU_25410","RpsU"
"BSU_01290","RpsN","BSU_01200","RpsS"
"BSU_01290","RpsN","BSU_01250","RpsQ"
"BSU_01290","RpsN","BSU_25550","RpsT"
"BSU_01290","RpsN","BSU_01150","RpsJ"
"BSU_01290","RpsN","BSU_29660","RpsD"
"BSU_01290","RpsN","BSU_01110","RpsG"
"BSU_01290","RpsN","BSU_01420","RpsK"
"BSU_01290","RpsN","BSU_40910","RpsF"
"BSU_01290","RpsN","BSU_01300","RpsH"
"BSU_01290","RpsN","BSU_40890","RpsR"
"BSU_01290","RpsN","BSU_01410","RpsM"
"BSU_01290","RpsN","BSU_01500","RpsI"
"BSU_01290","RpsN","BSU_01220","RpsC"
"BSU_01290","RpsN","BSU_16680","RpsO"
"BSU_01290","RpsN","BSU_16490","RpsB"
"BSU_01100","RpsL","BSU_01330","RpsE"
"BSU_01100","RpsL","BSU_15990","RpsP"
"BSU_01100","RpsL","BSU_25410","RpsU"
"BSU_01100","RpsL","BSU_01200","RpsS"
"BSU_01100","RpsL","BSU_01250","RpsQ"
"BSU_01100","RpsL","BSU_25550","RpsT"
"BSU_01100","RpsL","BSU_01150","RpsJ"
"BSU_01100","RpsL","BSU_29660","RpsD"
"BSU_01100","RpsL","BSU_01110","RpsG"
"BSU_01100","RpsL","BSU_01420","RpsK"
"BSU_01100","RpsL","BSU_40910","RpsF"
"BSU_01100","RpsL","BSU_01300","RpsH"
"BSU_01100","RpsL","BSU_40890","RpsR"
"BSU_01100","RpsL","BSU_01410","RpsM"
"BSU_01100","RpsL","BSU_01500","RpsI"
"BSU_01100","RpsL","BSU_01220","RpsC"
"BSU_01100","RpsL","BSU_16680","RpsO"
"BSU_01100","RpsL","BSU_16490","RpsB"
"BSU_01330","RpsE","BSU_15990","RpsP"
"BSU_01330","RpsE","BSU_25410","RpsU"
"BSU_01330","RpsE","BSU_01200","RpsS"
"BSU_01330","RpsE","BSU_01250","RpsQ"
"BSU_01330","RpsE","BSU_25550","RpsT"
"BSU_01330","RpsE","BSU_01150","RpsJ"
"BSU_01330","RpsE","BSU_29660","RpsD"
"BSU_01330","RpsE","BSU_01110","RpsG"
"BSU_01330","RpsE","BSU_01420","RpsK"
"BSU_01330","RpsE","BSU_40910","RpsF"
"BSU_01330","RpsE","BSU_01300","RpsH"
"BSU_01330","RpsE","BSU_40890","RpsR"
"BSU_01330","RpsE","BSU_01410","RpsM"
"BSU_01330","RpsE","BSU_01500","RpsI"
"BSU_01330","RpsE","BSU_01220","RpsC"
"BSU_01330","RpsE","BSU_16680","RpsO"
"BSU_01330","RpsE","BSU_16490","RpsB"
"BSU_25760","SigK","BSU_25760","SigK"
"BSU_11400","AppC","BSU_11381","AppA/1"
"BSU_15990","RpsP","BSU_25410","RpsU"
"BSU_15990","RpsP","BSU_01200","RpsS"
"BSU_15990","RpsP","BSU_01250","RpsQ"
"BSU_15990","RpsP","BSU_25550","RpsT"
"BSU_15990","RpsP","BSU_01150","RpsJ"
"BSU_15990","RpsP","BSU_29660","RpsD"
"BSU_15990","RpsP","BSU_01110","RpsG"
"BSU_15990","RpsP","BSU_01420","RpsK"
"BSU_15990","RpsP","BSU_40910","RpsF"
"BSU_15990","RpsP","BSU_01300","RpsH"
"BSU_15990","RpsP","BSU_40890","RpsR"
"BSU_15990","RpsP","BSU_01410","RpsM"
"BSU_15990","RpsP","BSU_01500","RpsI"
"BSU_15990","RpsP","BSU_01220","RpsC"
"BSU_15990","RpsP","BSU_16680","RpsO"
"BSU_15990","RpsP","BSU_16490","RpsB"
"BSU_28220","ClpX","BSU_00850","McsB"
"BSU_02530","RtpA","BSU_02530","RtpA"
"BSU_26390","SigKC","BSU_01080","RpoC"
"BSU_15150","FtsL","BSU_15240","DivIB"
"BSU_15150","FtsL","BSU_15160","PbpB"
"BSU_22800","SpoIVA","BSU_00230","BofA"
"BSU_07630","Nos","BSU_07630","Nos"
"BSU_15240","DivIB","BSU_15160","PbpB"
"BSU_15240","DivIB","BSU_00620","DivIC"
"BSU_15160","PbpB","BSU_00620","DivIC"
"BSU_00010","DnaA","BSU_00010","DnaA"
"BSU_15940","Smc","BSU_40960","ParB"
"BSU_14240","Rok","BSU_00010","DnaA"
"BSU_34500","YvdR","BSU_34490","YvdS"
"BSU_33570","YvaE","BSU_33560","YvaD"
"BSU_13900","PtsH","BSU_13890","PtsG"
"BSU_13900","PtsH","BSU_12010","ManP"
"BSU_13900","PtsH","BSU_05820","GmuA"
"BSU_13900","PtsH","BSU_02350","GamP"
"BSU_13900","PtsH","BSU_39270","BglP"
"BSU_13900","PtsH","BSU_38570","LicA"
"BSU_13900","PtsH","BSU_27070","LevD"
"BSU_13900","PtsH","BSU_14400","FruA"
"BSU_14530","RnjA","BSU_33940","GapA"
"BSU_13100","YkkD","BSU_13090","YkkC"
"BSU_04280","YdaK","BSU_04300","YdaM"
"BSU_04280","YdaK","BSU_04310","YdaN"
"BSU_04300","YdaM","BSU_04310","YdaN"
"BSU_13900","PtsH","BSU_35000","HprK"
"BSU_16960","Rny","BSU_33940","GapA"
"BSU_15920","AcpA","BSU_15880","FapR"
"BSU_28030","MreB","BSU_14190","YkuR"
"BSU_13900","PtsH","BSU_12000","ManR"
"BSU_34150","GanP","BSU_38810","MsmX"
"BSU_34140","GanQ","BSU_38810","MsmX"
"BSU_14900","CtaD","BSU_14890","CtaC"
"BSU_14920","CtaF","BSU_14890","CtaC"
"BSU_14910","CtaE","BSU_14900","CtaD"
"BSU_14920","CtaF","BSU_14900","CtaD"
"BSU_14920","CtaF","BSU_14910","CtaE"
"BSU_38170","QoxA","BSU_38160","QoxB"
"BSU_38150","QoxC","BSU_38170","QoxA"
"BSU_38140","QoxD","BSU_38170","QoxA"
"BSU_38150","QoxC","BSU_38160","QoxB"
"BSU_38140","QoxD","BSU_38160","QoxB"
"BSU_38140","QoxD","BSU_38150","QoxC"
"BSU_35310","Hpf","BSU_35310","Hpf"
"BSU_16490","RpsB","BSU_35310","Hpf"
"BSU_35310","Hpf","BSU_40890","RpsR"
"BSU_19820","SprB","BSU_21660","SprA"
"BSU_01080","RpoC","BSU_00540","Fin"
"BSU_35450","ComFC","BSU_35470","ComFA"
"BSU_16110","DprA","BSU_35450","ComFC"
"BSU_31080","BslA","BSU_31080","BslA"
"BSU_13560","MtnK","BSU_13560","MtnK"
"BSU_28310","IlvB","BSU_28310","IlvB"
"BSU_01770","GlmM","BSU_01770","GlmM"
"BSU_22700","AroB","BSU_22700","AroB"
"BSU_01150","RpsJ","BSU_01220","RpsC"
"BSU_22880","RpsA","BSU_01220","RpsC"
"BSU_16490","RpsB","BSU_01220","RpsC"
"BSU_01150","RpsJ","BSU_40890","RpsR"
"BSU_25410","RpsU","BSU_40890","RpsR"
"BSU_01150","RpsJ","BSU_16490","RpsB"
"BSU_25410","RpsU","BSU_29660","RpsD"
"BSU_15350","YlmB","BSU_15350","YlmB"
"BSU_22880","RpsA","BSU_16490","RpsB"
"BSU_40910","RpsF","BSU_01150","RpsJ"
"BSU_09100","CspB","BSU_16490","RpsB"
"BSU_01330","RpsE","BSU_22880","RpsA"
"BSU_29450","ArgG","BSU_29450","ArgG"
