regulator_locus	regulator_name	mode	gene_locus	gene_name	link	source
BSU_25200	sigA	sigma factor	BSU_39420	dra	224308.BSU25200/224308.BSU39420	subtiwiki
BSU_25200	sigA	sigma factor	BSU_39400	pdp	224308.BSU25200/224308.BSU39400	subtiwiki
BSU_15330	sigG	sigma factor	BSU_31380	yuzA	224308.BSU15330/224308.BSU31380	subtiwiki
BSU_04730	sigB	sigma factor	BSU_31380	yuzA	224308.BSU04730/224308.BSU31380	subtiwiki
BSU_23120	resD	transcriptional activation	BSU_misc_RNA_67	roxS	224308.BSU23120/224308.BSUmiscRNA67	subtiwiki
BSU_05970	rex	repression	BSU_misc_RNA_67	roxS	224308.BSU05970/224308.BSUmiscRNA67	subtiwiki
BSU_23120	resD	repression	BSU_09280	glpF	224308.BSU23120/224308.BSU09280	subtiwiki
BSU_23120	resD	repression	BSU_09290	glpK	224308.BSU23120/224308.BSU09290	subtiwiki
BSU_23120	resD	repression	BSU_12290	ndh	224308.BSU23120/224308.BSU12290	subtiwiki
BSU_23120	resD	repression	BSU_12280	yjlC	224308.BSU23120/224308.BSU12280	subtiwiki
BSU_23120	resD	repression	BSU_38130	ywcE	224308.BSU23120/224308.BSU38130	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34140	ganQ	224308.BSU25200/224308.BSU34140	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34150	ganP	224308.BSU25200/224308.BSU34150	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34120	ganB	224308.BSU25200/224308.BSU34120	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34160	ganS	224308.BSU25200/224308.BSU34160	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34130	ganA	224308.BSU25200/224308.BSU34130	subtiwiki
BSU_misc_RNA_16	YkkC riboswitch	RNA switch	BSU_13100	ykkD	224308.BSUmiscRNA16/224308.BSU13100	subtiwiki
BSU_misc_RNA_16	YkkC riboswitch	RNA switch	BSU_13090	ykkC	224308.BSUmiscRNA16/224308.BSU13090	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04260	topB	224308.BSU25200/224308.BSU04260	subtiwiki
BSU_25200	sigA	sigma factor	BSU_04250	lrpC	224308.BSU25200/224308.BSU04250	subtiwiki
BSU_23520	fur	repression	BSU_33310	fhuB	224308.BSU23520/224308.BSU33310	subtiwiki
BSU_23520	fur	repression	BSU_33290	fhuC	224308.BSU23520/224308.BSU33290	subtiwiki
BSU_23520	fur	repression	BSU_33300	fhuG	224308.BSU23520/224308.BSU33300	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22660	trpC	224308.BSU22770/224308.BSU22660	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22630	trpA	224308.BSU22770/224308.BSU22630	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22680	trpE	224308.BSU22770/224308.BSU22680	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22670	trpD	224308.BSU22770/224308.BSU22670	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22620	hisC	224308.BSU22770/224308.BSU22620	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22640	trpB	224308.BSU22770/224308.BSU22640	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22650	trpF	224308.BSU22770/224308.BSU22650	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22600	aroE	224308.BSU22770/224308.BSU22600	subtiwiki
BSU_22770	mtrB	transcription termination	BSU_22610	tyrA	224308.BSU22770/224308.BSU22610	subtiwiki
BSU_25200	sigA	sigma factor	BSU_21670	ypqP	224308.BSU25200/224308.BSU21670	subtiwiki
BSU_25200	sigA	sigma factor	BSU_21660	sprA	224308.BSU25200/224308.BSU21660	subtiwiki
BSU_16170	codY	repression	BSU_09460	bcaP	224308.BSU16170/224308.BSU09460	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34800	cwlO	224308.BSU25200/224308.BSU34800	subtiwiki
BSU_40410	walR	activation	BSU_34800	cwlO	224308.BSU40410/224308.BSU34800	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00500	gcaD	224308.BSU25200/224308.BSU00500	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00510	prs	224308.BSU25200/224308.BSU00510	subtiwiki
BSU_25200	sigA	sigma factor	BSU_00520	ctc	224308.BSU25200/224308.BSU00520	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00520	ctc	224308.BSU04730/224308.BSU00520	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00540	fin	224308.BSU04730/224308.BSU00540	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00530	pth	224308.BSU04730/224308.BSU00530	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00520	ctc	224308.BSU04730/224308.BSU00520	subtiwiki
BSU_13310	tnrA	repression	BSU_18120	alsT	224308.BSU13310/224308.BSU18120	subtiwiki
NA	T-box	RNA switch	BSU_27390	yrrK	224308.NA/224308.BSU27390	subtiwiki
NA	T-box	RNA switch	BSU_27410	alaS	224308.NA/224308.BSU27410	subtiwiki
NA	T-box	RNA switch	BSU_27380	yrzB	224308.NA/224308.BSU27380	subtiwiki
NA	T-box	RNA switch	BSU_27400	reoM	224308.NA/224308.BSU27400	subtiwiki
BSU_05330	aseR	repression	BSU_05344	ydzS/2	224308.BSU05330/224308.BSU05344	subtiwiki
BSU_05330	aseR	repression	BSU_05343	ydzS/1	224308.BSU05330/224308.BSU05343	subtiwiki
BSU_05330	aseR	repression	BSU_05340	aseA	224308.BSU05330/224308.BSU05340	subtiwiki
BSU_05330	aseR	repression	BSU_05330	aseR	224308.BSU05330/224308.BSU05330	subtiwiki
BSU_19540	yodB	repression	BSU_19230	azoR1	224308.BSU19540/224308.BSU19230	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34820	bmrA	224308.BSU25200/224308.BSU34820	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34810	yvcD	224308.BSU25200/224308.BSU34810	subtiwiki
BSU_35490	degU	activation	BSU_15300	bpr	224308.BSU35490/224308.BSU15300	subtiwiki
BSU_misc_RNA_92	as-bsrH	antisense RNA	BSU_26055	bsrH	224308.BSUmiscRNA92/224308.BSU26055	subtiwiki
BSU_misc_RNA_92	as-bsrH	antisense RNA	BSU_misc_RNA_81	ratA	224308.BSUmiscRNA92/224308.BSUmiscRNA81	subtiwiki
BSU_04730	sigB	sigma factor	BSU_39810	csbC	224308.BSU04730/224308.BSU39810	subtiwiki
BSU_00370	abrB	repression	BSU_26890	csn	224308.BSU00370/224308.BSU26890	subtiwiki
BSU_16470	sigD	sigma factor	BSU_19410	cwlS	224308.BSU16470/224308.BSU19410	subtiwiki
BSU_00980	sigH	sigma factor	BSU_19410	cwlS	224308.BSU00980/224308.BSU19410	subtiwiki
BSU_29740	ccpA	repression	BSU_19410	cwlS	224308.BSU29740/224308.BSU19410	subtiwiki
BSU_14480	abh	repression	BSU_19410	cwlS	224308.BSU14480/224308.BSU19410	subtiwiki
BSU_00370	abrB	repression	BSU_19410	cwlS	224308.BSU00370/224308.BSU19410	subtiwiki
NA	stringent response	negative regulation	BSU_24240	recN	224308.NA/224308.BSU24240	subtiwiki
NA	stringent response	negative regulation	BSU_24250	ahrC	224308.NA/224308.BSU24250	subtiwiki
NA	stringent response	negative regulation	BSU_24260	tlyA	224308.NA/224308.BSU24260	subtiwiki
NA	stringent response	negative regulation	BSU_24270	dxs	224308.NA/224308.BSU24270	subtiwiki
BSU_25200	sigA	sigma factor	BSU_40190	fbp	224308.BSU25200/224308.BSU40190	subtiwiki
BSU_23520	fur	repression	BSU_22036	fbpC	224308.BSU23520/224308.BSU22036	subtiwiki
NA	stringent response	negative regulation	BSU_16520	frr	224308.NA/224308.BSU16520	subtiwiki
NA	stringent response	negative regulation	BSU_16510	pyrH	224308.NA/224308.BSU16510	subtiwiki
NA	stringent response	negative regulation	BSU_16500	tsf	224308.NA/224308.BSU16500	subtiwiki
NA	stringent response	negative regulation	BSU_16490	rpsB	224308.NA/224308.BSU16490	subtiwiki
BSU_23520	fur	repression	BSU_misc_RNA_69	fsrA	224308.BSU23520/224308.BSUmiscRNA69	subtiwiki
NA	stringent response	negative regulation	BSU_01100	rpsL	224308.NA/224308.BSU01100	subtiwiki
NA	stringent response	negative regulation	BSU_01090	rplGB	224308.NA/224308.BSU01090	subtiwiki
NA	stringent response	negative regulation	BSU_01120	fusA	224308.NA/224308.BSU01120	subtiwiki
NA	stringent response	negative regulation	BSU_01110	rpsG	224308.NA/224308.BSU01110	subtiwiki
NA	stringent response	negative regulation	BSU_01130	tufA	224308.NA/224308.BSU01130	subtiwiki
NA	T-box	RNA switch	BSU_15430	ileS	224308.NA/224308.BSU15430	subtiwiki
BSU_39770	iolR	repression	BSU_06230	iolT	224308.BSU39770/224308.BSU06230	subtiwiki
BSU_04730	sigB	sigma factor	BSU_33530	iolW	224308.BSU04730/224308.BSU33530	subtiwiki
BSU_25200	sigA	sigma factor	BSU_34180	lutR	224308.BSU25200/224308.BSU34180	subtiwiki
BSU_13310	tnrA	activation	BSU_03330	nasA	224308.BSU13310/224308.BSU03330	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30070	opuD	224308.BSU25200/224308.BSU30070	subtiwiki
BSU_25200	sigA	sigma factor	BSU_30060	ytfP	224308.BSU25200/224308.BSU30060	subtiwiki
BSU_04730	sigB	sigma factor	BSU_30070	opuD	224308.BSU04730/224308.BSU30070	subtiwiki
BSU_04730	sigB	sigma factor	BSU_30060	ytfP	224308.BSU04730/224308.BSU30060	subtiwiki
BSU_00370	abrB	repression	BSU_13980	pbpH	224308.BSU00370/224308.BSU13980	subtiwiki
NA	a-box	RNA switch	BSU_05800	pbuE	224308.NA/224308.BSU05800	subtiwiki
BSU_00370	abrB	repression	BSU_34390	pnbA	224308.BSU00370/224308.BSU34390	subtiwiki
NA	stringent response	negative regulation	BSU_16690	pnpA	224308.NA/224308.BSU16690	subtiwiki
NA	stringent response	negative regulation	BSU_16040	rplS	224308.NA/224308.BSU16040	subtiwiki
NA	stringent response	negative regulation	BSU_15820	rpmB	224308.NA/224308.BSU15820	subtiwiki
BSU_25100	zur	repression	new_2477758_2477958_c	rpmGC	224308.BSU25100/224308.new24777582477958c	subtiwiki
NA	stringent response	negative regulation	BSU_16490	rpsB	224308.NA/224308.BSU16490	subtiwiki
BSU_25100	zur	repression	BSU_08880	rpsNB	224308.BSU25100/224308.BSU08880	subtiwiki
BSU_01540	salA	repression	BSU_01540	salA	224308.BSU01540/224308.BSU01540	subtiwiki
BSU_04730	sigB	sigma factor	BSU_25020	sodA	224308.BSU04730/224308.BSU25020	subtiwiki
BSU_28410	gerE	repression	BSU_26390	sigKC	224308.BSU28410/224308.BSU26390	subtiwiki
BSU_36420	spoIIID	activation	BSU_26390	sigKC	224308.BSU36420/224308.BSU26390	subtiwiki
BSU_15320	sigE	sigma factor	BSU_26390	sigKC	224308.BSU15320/224308.BSU26390	subtiwiki
BSU_25760	sigK	sigma factor	BSU_26390	sigKC	224308.BSU25760/224308.BSU26390	subtiwiki
BSU_15330	sigG	sigma factor	BSU_33340	sspJ	224308.BSU15330/224308.BSU33340	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00540	fin	224308.BSU23450/224308.BSU00540	subtiwiki
BSU_15330	sigG	sigma factor	BSU_00540	fin	224308.BSU15330/224308.BSU00540	subtiwiki
BSU_25760	sigK	sigma factor	BSU_misc_RNA_79	surC	224308.BSU25760/224308.BSUmiscRNA79	subtiwiki
BSU_28410	gerE	transcription repression	BSU_misc_RNA_79	surC	224308.BSU28410/224308.BSUmiscRNA79	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_30990	thiT	224308.BSUmiscRNA11/224308.BSU30990	subtiwiki
BSU_11500	spx	activation	BSU_34790	trxB	224308.BSU11500/224308.BSU34790	subtiwiki
BSU_00370	abrB	repression	BSU_01510	ybaJ	224308.BSU00370/224308.BSU01510	subtiwiki
BSU_04730	sigB	sigma factor	BSU_02590	ycbP	224308.BSU04730/224308.BSU02590	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04039	yczO	224308.BSU04730/224308.BSU04039	subtiwiki
BSU_04730	sigB	sigma factor	BSU_04180	ydaC	224308.BSU04730/224308.BSU04180	subtiwiki
BSU_00370	abrB	repression	BSU_04990	yddJ	224308.BSU00370/224308.BSU04990	subtiwiki
BSU_05420	ydfI	activation	BSU_05430	ydfJ	224308.BSU05420/224308.BSU05430	subtiwiki
BSU_25200	sigA	sigma factor	BSU_05470	mneP	224308.BSU25200/224308.BSU05470	subtiwiki
BSU_24520	mntR	transcription activation	BSU_05470	mneP	224308.BSU24520/224308.BSU05470	subtiwiki
BSU_25200	sigA	sigma factor	BSU_06320	mneS	224308.BSU25200/224308.BSU06320	subtiwiki
BSU_24520	mntR	transcription activation	BSU_06320	mneS	224308.BSU24520/224308.BSU06320	subtiwiki
BSU_00370	abrB	repression	BSU_06640	yerI	224308.BSU00370/224308.BSU06640	subtiwiki
BSU_23520	fur	repression	BSU_08480	yfhC	224308.BSU23520/224308.BSU08480	subtiwiki
BSU_04730	sigB	sigma factor	BSU_07750	yflA	224308.BSU04730/224308.BSU07750	subtiwiki
BSU_14480	abh	repression	BSU_07750	yflA	224308.BSU14480/224308.BSU07750	subtiwiki
BSU_00370	abrB	repression	BSU_07750	yflA	224308.BSU00370/224308.BSU07750	subtiwiki
BSU_04730	sigB	sigma factor	BSU_09390	ygxB	224308.BSU04730/224308.BSU09390	subtiwiki
BSU_15320	sigE	sigma factor	BSU_09940	yhaL	224308.BSU15320/224308.BSU09940	subtiwiki
BSU_23520	fur	repression	BSU_10330	yhfQ	224308.BSU23520/224308.BSU10330	subtiwiki
BSU_35080	pchR	activation	BSU_10730	yisI	224308.BSU35080/224308.BSU10730	subtiwiki
BSU_04730	sigB	sigma factor	BSU_10810	yisP	224308.BSU04730/224308.BSU10810	subtiwiki
BSU_23450	sigF	sigma factor	BSU_11410	yjbA	224308.BSU23450/224308.BSU11410	subtiwiki
BSU_00370	abrB	repression	BSU_11910	yjcM	224308.BSU00370/224308.BSU11910	subtiwiki
BSU_16470	sigD	sigma factor	BSU_11910	yjcM	224308.BSU16470/224308.BSU11910	subtiwiki
BSU_00370	abrB	repression	BSU_12040	yjdG	224308.BSU00370/224308.BSU12040	subtiwiki
BSU_40410	walR	repression	BSU_12100	pdaC	224308.BSU40410/224308.BSU12100	subtiwiki
BSU_04730	sigB	sigma factor	BSU_11839	yjzE	224308.BSU04730/224308.BSU11839	subtiwiki
BSU_04730	sigB	sigma factor	BSU_14210	ykuT	224308.BSU04730/224308.BSU14210	subtiwiki
BSU_15320	sigE	sigma factor	BSU_13710	ykvI	224308.BSU15320/224308.BSU13710	subtiwiki
BSU_04730	sigB	sigma factor	BSU_14660	ykzI	224308.BSU04730/224308.BSU14660	subtiwiki
BSU_28410	gerE	activation	BSU_13789	ykzQ	224308.BSU28410/224308.BSU13789	subtiwiki
BSU_25760	sigK	sigma factor	BSU_13789	ykzQ	224308.BSU25760/224308.BSU13789	subtiwiki
BSU_14480	abh	repression	BSU_14750	ylaE	224308.BSU14480/224308.BSU14750	subtiwiki
BSU_00370	abrB	repression	BSU_14750	ylaE	224308.BSU00370/224308.BSU14750	subtiwiki
BSU_00370	abrB	repression	BSU_14940	ylbA	224308.BSU00370/224308.BSU14940	subtiwiki
BSU_16170	codY	repression	BSU_15340	ylmA	224308.BSU16170/224308.BSU15340	subtiwiki
BSU_misc_RNA_11	Thi-box	RNA switch	BSU_15350	ylmB	224308.BSUmiscRNA11/224308.BSU15350	subtiwiki
BSU_36420	spoIIID	repression	BSU_15360	ylmC	224308.BSU36420/224308.BSU15360	subtiwiki
BSU_15320	sigE	sigma factor	BSU_15360	ylmC	224308.BSU15320/224308.BSU15360	subtiwiki
BSU_00370	abrB	repression	BSU_17690	yncM	224308.BSU00370/224308.BSU17690	subtiwiki
BSU_04730	sigB	sigma factor	BSU_19150	yocB	224308.BSU04730/224308.BSU19150	subtiwiki
BSU_00370	abrB	repression	BSU_19170	yocD	224308.BSU00370/224308.BSU19170	subtiwiki
BSU_19540	yodB	repression	BSU_19540	yodB	224308.BSU19540/224308.BSU19540	subtiwiki
BSU_19540	yodB	repression	BSU_19550	nox	224308.BSU19540/224308.BSU19550	subtiwiki
BSU_00370	abrB	repression	BSU_21340	yomJ	224308.BSU00370/224308.BSU21340	subtiwiki
NA	SR6	antisense RNA	BSU_21000	yonT	224308.NA/224308.BSU21000	subtiwiki
BSU_29740	ccpA	repression	BSU_20850	aimP	224308.BSU29740/224308.BSU20850	subtiwiki
BSU_00370	abrB	repression	BSU_20580	yoqM	224308.BSU00370/224308.BSU20580	subtiwiki
BSU_00370	abrB	repression	BSU_20420	yorD	224308.BSU00370/224308.BSU20420	subtiwiki
BSU_16470	sigD	sigma factor	BSU_19749	yoyG	224308.BSU16470/224308.BSU19749	subtiwiki
BSU_23450	sigF	sigma factor	BSU_22900	ypfB	224308.BSU23450/224308.BSU22900	subtiwiki
BSU_29740	ccpA	repression	BSU_22570	ypiF	224308.BSU29740/224308.BSU22570	subtiwiki
BSU_00370	abrB	repression	BSU_26230	yqaP	224308.BSU00370/224308.BSU26230	subtiwiki
BSU_16470	sigD	sigma factor	BSU_26210	yqaR	224308.BSU16470/224308.BSU26210	subtiwiki
BSU_16470	sigD	sigma factor	BSU_26200	yqaS	224308.BSU16470/224308.BSU26200	subtiwiki
BSU_15330	sigG	sigma factor	BSU_25080	yqfX	224308.BSU15330/224308.BSU25080	subtiwiki
BSU_13310	tnrA	activation	BSU_27810	yrbD	224308.BSU13310/224308.BSU27810	subtiwiki
BSU_00370	abrB	repression	BSU_26820	yrpD	224308.BSU00370/224308.BSU26820	subtiwiki
BSU_00370	abrB	repression	BSU_27190	yrzI	224308.BSU00370/224308.BSU27190	subtiwiki
BSU_04730	sigB	sigma factor	BSU_30640	ytkC	224308.BSU04730/224308.BSU30640	subtiwiki
BSU_11500	spx	activation	BSU_30340	ytvA	224308.BSU11500/224308.BSU30340	subtiwiki
BSU_22440	birA	repression	BSU_32030	yuiG	224308.BSU22440/224308.BSU32030	subtiwiki
BSU_16170	codY	repression	BSU_32550	frlP	224308.BSU16170/224308.BSU32550	subtiwiki
BSU_16470	sigD	sigma factor	BSU_33690	yvaQ	224308.BSU16470/224308.BSU33690	subtiwiki
BSU_04730	sigB	sigma factor	BSU_33850	yvbG	224308.BSU04730/224308.BSU33850	subtiwiki
NA	T-box	RNA switch	BSU_34010	yvbW	224308.NA/224308.BSU34010	subtiwiki
BSU_24610	sinR	repression	BSU_33400	yvgN	224308.BSU24610/224308.BSU33400	subtiwiki
BSU_04730	sigB	sigma factor	BSU_33400	yvgN	224308.BSU04730/224308.BSU33400	subtiwiki
BSU_00370	abrB	repression	BSU_33140	yvqJ	224308.BSU00370/224308.BSU33140	subtiwiki
NA	L-box	RNA switch	BSU_33330	yvsH	224308.NA/224308.BSU33330	subtiwiki
BSU_04730	sigB	sigma factor	BSU_35699	yvzE	224308.BSU04730/224308.BSU35699	subtiwiki
BSU_24610	sinR	repression	BSU_38360	rlmQ	224308.BSU24610/224308.BSU38360	subtiwiki
BSU_05970	rex	repression	BSU_38060	ywcJ	224308.BSU05970/224308.BSU38060	subtiwiki
BSU_04730	sigB	sigma factor	BSU_35830	ywtG	224308.BSU04730/224308.BSU35830	subtiwiki
BSU_03750	yclJ	activation	BSU_40490	yycA	224308.BSU03750/224308.BSU40490	subtiwiki
BSU_15320	sigE	sigma factor	BSU_23616	mciZ	224308.BSU15320/224308.BSU23616	subtiwiki
BSU_15320	sigE	sigma factor	BSU_23620	yqkF	224308.BSU15320/224308.BSU23620	subtiwiki
BSU_23450	sigF	sigma factor	BSU_15680	gmk	224308.BSU23450/224308.BSU15680	subtiwiki
BSU_23450	sigF	sigma factor	BSU_15670	remA	224308.BSU23450/224308.BSU15670	subtiwiki
BSU_23450	sigF	sigma factor	BSU_15690	yloH	224308.BSU23450/224308.BSU15690	subtiwiki
BSU_23450	sigF	sigma factor	BSU_15660	yloC	224308.BSU23450/224308.BSU15660	subtiwiki
NA	stringent response	negative regulation	BSU_01030	rplA	224308.NA/224308.BSU01030	subtiwiki
NA	stringent response	negative regulation	BSU_01040	rplJ	224308.NA/224308.BSU01040	subtiwiki
NA	stringent response	negative regulation	BSU_misc_RNA_3	BSU_misc_RNA_3	224308.NA/224308.BSUmiscRNA3	subtiwiki
NA	stringent response	negative regulation	BSU_01050	rplL	224308.NA/224308.BSU01050	subtiwiki
NA	stringent response	negative regulation	BSU_01020	rplK	224308.NA/224308.BSU01020	subtiwiki
NA	stringent response	negative regulation	BSU_01490	rplM	224308.NA/224308.BSU01490	subtiwiki
NA	stringent response	negative regulation	BSU_01500	rpsI	224308.NA/224308.BSU01500	subtiwiki
BSU_04730	sigB	sigma factor	new_3036310_3036529_c	SR7P	224308.BSU04730/224308.new30363103036529c	subtiwiki
BSU_04730	sigB	sigma factor	new_3035475_3036308_c	S1134	224308.BSU04730/224308.new30354753036308c	subtiwiki
BSU_09520	sigM	sigma factor	BSU_27650	secDF	224308.BSU09520/224308.BSU27650	subtiwiki
BSU_09520	sigM	sigma factor	BSU_27660	comN	224308.BSU09520/224308.BSU27660	subtiwiki
BSU_16470	sigD	sigma factor	new_3631609_3631729_c	S1350	224308.BSU16470/224308.new36316093631729c	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35310	hpf	224308.BSU16470/224308.BSU35310	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35330	fliS	224308.BSU16470/224308.BSU35330	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35350	yvyC	224308.BSU16470/224308.BSU35350	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35320	fliT	224308.BSU16470/224308.BSU35320	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35319	smiA	224308.BSU16470/224308.BSU35319	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35340	fliD	224308.BSU16470/224308.BSU35340	subtiwiki
BSU_35490	degU	activation	BSU_35239	swrAA/2	224308.BSU35490/224308.BSU35239	subtiwiki
BSU_35490	degU	activation	BSU_35230	swrA	224308.BSU35490/224308.BSU35230	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35239	swrAA/2	224308.BSU16470/224308.BSU35239	subtiwiki
BSU_16470	sigD	sigma factor	BSU_35230	swrA	224308.BSU16470/224308.BSU35230	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35239	swrAA/2	224308.BSU25200/224308.BSU35239	subtiwiki
BSU_25200	sigA	sigma factor	BSU_35230	swrA	224308.BSU25200/224308.BSU35230	subtiwiki
NA	stringent response	negative regulation	BSU_01480	truA	224308.NA/224308.BSU01480	subtiwiki
NA	stringent response	negative regulation	BSU_01490	rplM	224308.NA/224308.BSU01490	subtiwiki
NA	stringent response	negative regulation	BSU_01500	rpsI	224308.NA/224308.BSU01500	subtiwiki
BSU_04820	immR	repression	BSU_04880	ydcS	224308.BSU04820/224308.BSU04880	subtiwiki
BSU_04820	immR	repression	BSU_04839	ydzL	224308.BSU04820/224308.BSU04839	subtiwiki
BSU_04820	immR	repression	BSU_04980	yddI	224308.BSU04820/224308.BSU04980	subtiwiki
BSU_04820	immR	repression	BSU_04990	yddJ	224308.BSU04820/224308.BSU04990	subtiwiki
BSU_04820	immR	repression	BSU_04960	conG	224308.BSU04820/224308.BSU04960	subtiwiki
BSU_04820	immR	repression	BSU_04840	devI	224308.BSU04820/224308.BSU04840	subtiwiki
BSU_04820	immR	repression	BSU_04860	ydcQ	224308.BSU04820/224308.BSU04860	subtiwiki
BSU_04820	immR	repression	BSU_04900	yddA	224308.BSU04820/224308.BSU04900	subtiwiki
BSU_04820	immR	repression	new_535832_536095	S172	224308.BSU04820/224308.new535832536095	subtiwiki
BSU_04820	immR	repression	BSU_04970	cwlT	224308.BSU04820/224308.BSU04970	subtiwiki
BSU_04820	immR	repression	BSU_04870	nicK	224308.BSU04820/224308.BSU04870	subtiwiki
BSU_04820	immR	repression	BSU_04890	ydcT	224308.BSU04820/224308.BSU04890	subtiwiki
BSU_04820	immR	repression	BSU_04910	conB	224308.BSU04820/224308.BSU04910	subtiwiki
BSU_04820	immR	repression	BSU_04950	yddF	224308.BSU04820/224308.BSU04950	subtiwiki
BSU_04820	immR	repression	BSU_04850	ydcP	224308.BSU04820/224308.BSU04850	subtiwiki
BSU_04820	immR	repression	BSU_04940	conE	224308.BSU04820/224308.BSU04940	subtiwiki
BSU_04820	immR	repression	BSU_04830	xis	224308.BSU04820/224308.BSU04830	subtiwiki
BSU_04820	immR	repression	BSU_04930	conD	224308.BSU04820/224308.BSU04930	subtiwiki
BSU_04820	immR	repression	BSU_04920	conC	224308.BSU04820/224308.BSU04920	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00160	yaaH	224308.BSU04730/224308.BSU00160	subtiwiki
BSU_04730	sigB	sigma factor	BSU_00170	yaaI	224308.BSU04730/224308.BSU00170	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00670	tilS	224308.BSU23450/224308.BSU00670	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00690	ftsH	224308.BSU23450/224308.BSU00690	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00640	spoIIE	224308.BSU23450/224308.BSU00640	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00680	hprT	224308.BSU23450/224308.BSU00680	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00650	yabS	224308.BSU23450/224308.BSU00650	subtiwiki
BSU_23450	sigF	sigma factor	BSU_00660	yabT	224308.BSU23450/224308.BSU00660	subtiwiki
BSU_09520	sigM	sigma factor	BSU_03250	ycgR	224308.BSU09520/224308.BSU03250	subtiwiki
BSU_09520	sigM	sigma factor	BSU_03240	ycgQ	224308.BSU09520/224308.BSU03240	subtiwiki
BSU_27120	sigV	sigma factor	BSU_03250	ycgR	224308.BSU27120/224308.BSU03250	subtiwiki
BSU_27120	sigV	sigma factor	BSU_03240	ycgQ	224308.BSU27120/224308.BSU03240	subtiwiki
BSU_04730	sigB	sigma factor	BSU_05150	aerA	224308.BSU04730/224308.BSU05150	subtiwiki
BSU_04730	sigB	sigma factor	BSU_05140	ydzE	224308.BSU04730/224308.BSU05140	subtiwiki
BSU_23520	fur	repression	BSU_05899	ydhU/2	224308.BSU23520/224308.BSU05899	subtiwiki
BSU_23520	fur	repression	BSU_05890	ydhU/1	224308.BSU23520/224308.BSU05890	subtiwiki
BSU_29740	ccpA	repression	BSU_06950	rhgK	224308.BSU29740/224308.BSU06950	subtiwiki
BSU_29740	ccpA	repression	BSU_06940	yesL	224308.BSU29740/224308.BSU06940	subtiwiki
BSU_29740	ccpA	repression	BSU_06960	rhgL	224308.BSU29740/224308.BSU06960	subtiwiki
BSU_23450	sigF	sigma factor	BSU_07130	lplD	224308.BSU23450/224308.BSU07130	subtiwiki
BSU_23450	sigF	sigma factor	BSU_07140	yetF	224308.BSU23450/224308.BSU07140	subtiwiki
BSU_23520	fur	repression	BSU_08460	yfhA	224308.BSU23520/224308.BSU08460	subtiwiki
BSU_23520	fur	repression	BSU_08450	yfiZ	224308.BSU23520/224308.BSU08450	subtiwiki
BSU_00370	abrB	repression	BSU_07735	yflB	224308.BSU00370/224308.BSU07735	subtiwiki
BSU_00370	abrB	repression	BSU_07750	yflA	224308.BSU00370/224308.BSU07750	subtiwiki
BSU_00370	abrB	repression	BSU_07720	yflD	224308.BSU00370/224308.BSU07720	subtiwiki
BSU_04730	sigB	sigma factor	BSU_07735	yflB	224308.BSU04730/224308.BSU07735	subtiwiki
BSU_04730	sigB	sigma factor	BSU_07750	yflA	224308.BSU04730/224308.BSU07750	subtiwiki
