From	To
Q0P458	zgc:153391
F1Q7S0	zgc:109895
A5PLK0	im:7150627
E7F7E1	uts2r
F1Q6W4	cdk5r1
Q32PN8	zgc:123214
Q6NWC1	VDAC1
Q66I64	aqp8a
F1Q6I6	hbx
Q7T1B0	hbbe2
A3KP86	hbz
Q5BLC7	shisa9a
Q6IQJ1	zgc:86742
Q6P109	zgc:77310
Q6YMR2	chunp6910
B0S641	fc46a11
Q6DH63	zgc:92631
Q6NV34	decr2
Q1LXJ9	im:6905469
Q66I08	slc51a
Q66IB1	zgc:101879
A1L1W4	rdh10a
Q6PFJ1	ngdn
Q6NUT4	zgc:85979
Q6NVI6	unm_tf212
A3KP14	zgc:136352
Q9YI00	zg05
Q7T383	rala
Q1LWH1	im:6906552
Q5RH27	fi76b06
A0A8M1P9B7	atp5c1
Q5RH29	DKEY-235I4.1
F1REL9	si:dkey-183c16.5
Q6DRK0	zgc:92923
Q5RGV1	impdh1b
A0A8M1PDZ7	zgc:55308
Q6DBY4	zgc:100960
Q5RGJ6	washc3
Q4VBT2	noc4l
Q5RH88	si:dkey-183c2.2
Q6P937	wu:fb61d08
Q90XC2	nek8
B0UYS2	irak3
Q5TLE6	IFNG_1
Q5TLE4	IL-22
Q9W6A9	opn1sw1
Q5SP50	zcrb1
Q5RGE5	dclre1c
F1Q6Z5	fe36b09
F1Q5N3	avpr1b
Q5RH13	fbxl14
Q5RHY1	mcm10
Q502M5	edc3
A0MTA1	apex1
Q5RHZ5	wu:fe25a04
Q7ZVE3	tigarb
Q08BY0	ndufaf7
A0A8M2BBW7	si:dkey-97m3.4
Q6DGB4	zgc:100841
Q7T3F3	ube2nl
F1RAX4	stra6
F1Q5L5	dynlt1
Q5SPH9	mrps10
Q7T0F4	zgc:110497
Q7ZV77	wu:fe05d10
F1R0A8	syn1
Q6DC20	zgc:101030
A0JPF7	vps37c
Q642J9	zgc:103580
F1RAQ5	zgc:110468
B3DH44	LOC792194
E7F9M5	cacng6b
Q6DGV5	zgc:92757
Q1LXC9	ints3
Q6NZZ8	zgc:55406
Q6TGT3	TCTE1L
E7FE27	b4galnt4b
F1RAH3	si:ch211-147g22.1
F1RAH2	mhc1lia
E7FE12	nfatc3a
E7FE07	si:ch211-113a14.16
Q4FZZ7	hist1h2a2
A8KBJ5	si:ch1073-153i20.2
P58781	ada2a
E7FDM3	rbl2
E7FDL7	sntb2
F1R9N6	si:ch211-113a14.12
B3DJF8	LOC570661
Q9PV90	rplp0
Q6DC53	ctu2
Q2HX26	kir6.2
Q7ZVT1	zgc:55671
Q6DG36	slc30a5
F1QZ06	nsmaf
Q29YB2	plag1
Q6DBR9	kxd1
F1QYZ6	PYCb
Q4QRC6	isca1
F1QYX5	btr01
Q6PHV0	stx3a
Q504J1	caspb
F1QY33	gabarapb
E7F402	cckar
Q3B752	dtymk
O13034	rag2
F1Q4T7	kcnc1b
F1QZF0	acvr1bb
A2BF98	lrrc8ab
Q9I9E9	eif2s1
Q4V8S2	rcv1a
B8JLC8	si:ch73-131e21.5
F1QMZ0	zp2
Q498P3	zgc:114080
A8KB34	aspa
Q7SZP9	aplnra
Q3ZB93	fa03a05
F1QYE9	si:dkey-86l18.8
E7F1R5	cacng1b
Q4H4B6	scrib
A4IG58	zgc:162268
Q08BR9	zgc:152881
Q1RM05	zgc:136623
A0JMK8	bicdl2
Q7SXW6	actr2a
B8JIQ1	si:dkeyp-80c12.7
Q9PTH3	igfbp2a
Q7ZVY0	fb73d10
F1QJL4	im:7139055
F1QJK1	cenpi
B3DHW5	shisa9b
Q561X9	bdh2
E7FBR1	smpd2b
Q7T326	cisd2
E7FBR0	pkp1b
Q66I61	steep1
Q66I61	zgc:103697
F1QKT1	glur2b
Q6DC22	glrb2
A9NJI7	opn3
Q66HU1	zgc:92806
A0A8N7TD29	pdgfc
F1QM39	uacab
E7FA21	smcr8a
Q6PFK1	znf598
Q6NW56	khdrbs1
A0A8M9QPJ3	gabrp
B3DJJ2	LOC567953
Q0P445	zgc:153417
A4JYR5	zgc:113199
Q502J0	lpcat2
A2BI20	si:dkey-40c11.1
Q7ZV05	wu:fa91c09
Q7T366	wu:fc33b02
E7FC32	si:ch211-122i22.4
Q6P7Y3	prpf38b
Q5SPP0	clvs2
Q04475	b2m
B8A4J0	si:ch211-232m8.6
A2RV18	dis3l
F1Q9I7	d254
E7F9R1	atp1b4
Q4TTN8	apln
E7F8T6	nampta
Q803P1	eif3jb
Q502I1	rprma
E7F8E2	jade2
Q5XJM4	zgc:101768
O93409	mylpfa
A1L1M4	ppp4r2b
Q5BJI6	pop5
Q6DGB6	ccdc103
Q6PC14	rpl23
Q5EG55	rybpb
E7F8B1	si:dkey-283b1.7
Q568N3	timmdc1
Q90YJ2	ngb
E7F8A7	entpd5a
P85857	gdf6a
Q5SPK4	si:busm1-132m23.3
Q8UUZ6	wu:fc06h04
F6NXI2	enpp7
Q9YHV3	nog3
B3DJT4	fancd2
Q6EJB7	sox3
F1QPF4	usp11
Q803K8	creb1
B0UYT6	got1
F1QP24	c-myb
F1QP23	eprs
Q8JH71	aldob
Q503H9	gtf2a2
Q7SXR3	maea
Q803J4	zgc:55701
F1Q5D8	vtn
Q98865	Pax9
Q7ZTZ4	fb37g12
A8HAM3	srf
Q1RLP5	zgc:136954
Q7T011	si:ch211-10e8.7
E7FE90	fetub
Q5BKX1	zgc:103557
Q7ZW25	chmp2a
Q4KME1	im:7142760
P09013	hoxb5b
E7F4P8	irs1
Q9PTP1	pcna
Q503X4	mrps17
F1QZB5	gabrp
Q5U3G0	fa94d03
F1QXS6	zgc:55863
F1QN14	zgc:123259
Q90YX4	cdkn1b
Q4L1M6	lmx1b.1
Q29RB1	cog4
F1Q4R5	fi41d10
Q0P457	kti12
Q7T009	gatb
Q6NYP6	pp2ca2
Q4G5V7	rtn5
A9C3S0	im:7143041
A9C3R8	rpe65c
Q6IQ85	yipf6
A0A0R4J8N1	clip3
Q6TH47	stambpa
Q6DI25	zgc:86740
C5J7W8	smg1
Q561S5	zgc:112524
A2BHJ4	cnot6l
Q90XR6	b52b12
Q9PU61	cb855
A7MBZ2	fam46a
A2AVJ3	si:dkey-18e17.2
Q90268	pax2a
F1QKS8	wu:fj65d02
A7E2M3	emc10
B3DKE1	zgc:195240
Q6NUW5	anp32e
Q7T2E1	sec13l1
E7FA12	trappc8
A2BID8	fk52a05
F1Q6Y6	rsf1b.1
Q567Y2	rgr1
B0S6K5	tnw
Q7SXI1	D244
Q9W7M8	tmsb
F1Q9Y3	ppp2r5b
Q4V925	bad
F1Q9X6	mc5br
F1Q8T9	cxcr2
A0A8M9Q3Z2	mmp11a
Q98864	ptch1
A0A8M2BKT2	casp3b
F1Q7H6	nxf1
Q4V8S9	borcs7
A0MS83	znf148
E7FC11	cdh27
Q6V9B5	sdf1b
Q6PH75	CTSB
Q7ZWE6	dtnbp1a
F1QAI2	kcnk2a
F1QAH4	si:dkey-101k6.5
E7FB07	armc4
Q5BJI7	smyd2a
F1QAE1	prox1
Q6DHT3	wu:fd47d06
B0V1K7	sb:eu630
B8A518	tuba1l
Q1LVI4	cntd2
F1R892	zgc:123218
F1R886	Bf-1
Q6DGE6	c-rel
Q7SZQ2	id2
A8E7C6	c-ret
E9QFN0	si:dkeyp-50d11.2
Q6NYV9	leo1
Q6PBY0	gnb5b
Q9DFZ0	bambi
Q6DG30	si:dkey-177p2.11
Q6DH23	vps26bl
Q5RIK7	si:dkey-177p2.13
Q803N1	tfdp1l
A1L1M2	cyp26b1l
Q7ZWC4	pelo
Q6PBT1	zgc:73262
Q6AXJ3	dexi
E7F3C3	mmp20b
O42354	mdm2
E7F3A5	si:ch211-212k18.7
Q503C7	im:7150327
Q5EB19	fj63f04
Q6DH16	otub1l
Q1XHL7	grk7b
P24257	wnt1
E7F266	frb35
P83571	ruvbl2
Q9I9E1	foxh1
F1R6J2	prex1
Q6DEM2	fb34h10
E7F254	cpda
Q90X46	gpr161
F1R509	zgc:158782
Q6DGM2	sdhda
F1R4X0	fj61b08
Q6TNP8	vps26a
E7F0X6	smc1a
B0S6M0	fe47h06
Q1ECW2	npas4a
F1R3E6	foxo4
Q8AXV5	heyl
F1R3D9	phka2
P51049	mtnr1bb
Q6DC64	mettl16
Q2MLR9	cdh10
F1R8N1	NOR1
F1R8M8	si:dkey-16i5.10
Q803M3	tex10
B8JLP8	fc05d01
E7F4U1	arhgef2
Q5XJN7	wu:fc12a05
Q08CF1	zgc:153164
Q567C7	zgc:112155
A8WIQ2	gzmb
P62247	rps8
Q6IQN6	zgc:73293
Q8AWY9	hoxb7a
Q1LWC3	si:ch211-134n17.1
A9JTA8	rangap1
F1R4V8	im:7137244
Q6ZM50	si:dkey-16k6.1
Q7ZW36	wu:fi06g01
Q7ZW41	polr2g
F1QQZ1	sf3b1
Q6DGE4	hm:zeh0659
Q803B0	cb863
Q29RF0	DPT
A3KGZ5	si:dkey-21k4.4
A3KGZ4	si:dkey-21k4.3
F1QW13	sGnRH
B0V1I9	si:ch211-244m8.1
A0A8M1P3L7	add3b
Q804T6	dixdc1a
Q6DHJ2	rab3a
F6NRK2	noxo1b
F1QS86	fa56g11
Q5TZG5	ezr
Q6DHK7	zgc:92252
Q7ZUK7	waca
Q9DF41	wu:fc30a03
B0UYJ1	lhfpl5
Q4KM14	trnau1apl
Q8JFV8	vat1
F1QXE3	zgc:112400
Q6AXK9	zgc:100815
Q4V8W1	fi35c01
Q66HV4	copb1
Q1LUT0	zgc:101555
E7F6T1	gucy1b2
Q803R2	ccz1
Q6DGJ9	zgc:92886
Q802U9	papss2
E7F6P0	cdyl
Q5GH44	xk
E7F6G4	grpr
A0A8M1P6L4	obr
Q567G5	im:7136059
Q56A55	abcb8
Q9DE44	zgc:101604
E7EYR2	fe36g06
Q7SXN4	cpeb4
Q66I02	zgc:92127
Q90271	raraa
F1QRB8	PAI-1
E7F685	snapc2
Q9YGT5	hoxa9b
Q803U7	exo1
A2RRV7	zgc:158381
Q15KE4	zgc:110302
A0A8M2B557	si:ch211-125o16.4
A2BGT0	usp30
Q6PGZ0	cep63
A2BHB7	gatc
Q7SZZ7	zgc:91931
E7F635	si:dkey-52k1.6
Q7SZZ5	wu:fj61c06
Q6DI35	tfip11
Q6PHD6	zgc:65842
A0A8M9PVG7	htr7a
Q1LY46	letm1
F1QG24	fas
Q6DEJ9	zgc:101018
Q7ZVK4	vps36
Q08CJ4	zgc:153026
B0S6F3	fb77b11
A0JMM5	zgc:154013
A5WWB6	zwilch
Q6PGY3	slc25a1a
E7EZL2	ghsrb
A7YT47	hadha
Q7ZW44	zgc:55292
Q6DHG9	tnfsf10l2
F1QHG6	im:7138535
B8A697	alox5
Q4KMD7	tut1
Q0VFW0	zgc:136591
B5DDE8	LOC100000836
F1QF86	im:7163784
Q0P3Y1	rab33a
E7EXR8	si:dkey-85p17.3
E7EXQ2	LOC101886389
Q7T1D8	wu:fa18f07
B3DJ81	LOC794924
F1QBC9	zgc:100844
Q3S344	hmn
A3KNP6	sfrp1b
Q7ZV13	sfrs2
Q7ZUW7	mdm4
A5WVX0	itpa
Q7T3G4	zgc:63876
Q6DGT8	si:dkey-110p14.2
Q6PC30	cops5
Q5TZ07	plpp6
Q6GQN5	ppp1r42
A7MD87	dync2i1
B3DJD1	epas1
A8E5H4	wu:fc23b09
E7FA97	foxj2
A0A8M3B4P0	zgc:158666
A2T929	rxraa
Q6PC29	ywhag1
Q6PBK0	fj49f11
Q6PC41	zgc:73118
A2BEP0	D60
Q6ZM62	zgc:86828
Q6IQL9	actc2
F1QEG6	fa19c10
F1RD06	fc52d10
A0A8M1N6F3	si:dkey-29m11.7
Q7ZVX6	uba3
F1REB9	zgc:100899
Q2PMI4	fst2
A0A8M1NF77	zgc:158671
Q5RGE6	hspa14
Q6PC22	zgc:73139
Q7ZV50	magt1
Q0PKX8	dl3
Q5U3V9	snf8
P61485	rpl36a
P61486	rpl36a
P61487	rpl36a
Q2YDR3	bpnt2
Q6PC54	snap25b
Q7ZU45	odad4
F1RDH8	tnfaip2b
Q6DRM9	im:7158706
Q7T0K5	mage
B0V217	zgc:153663
Q9DGL6	atp1a1
Q7SY21	tada3
Q6NZZ2	arpc4
E7F2W4	epha5
Q7ZW38	sephs1
Q6GMH0	prpf18
Q6DGJ3	timm13
A4FVI7	fj64g01
Q7ZVT3	sass6
A5PMZ3	wu:fe16f08
A5D6S6	polr2l
Q6NWF6	krt8
E7F3I8	im:2639158
A5WV69	acbd5b
F1R662	lgi1b
A0A8M1QHE8	zrsr2
Q6PBH4	dynll2
Q7ZUE4	fb18h07
Q6DRK7	plk1
E7F1P1	flt3
Q08CL8	cnot10
B0V351	si:dkeyp-98c11.2
Q5PQZ7	bves
E7F186	odf2a
B3DJY2	LOC795445
Q6NZ09	adrm1b
E7F166	socs6
F1R6S5	ccl1
F1R8W3	cb290
A0A8M3ATQ7	si:dkey-184p9.9
B8JLM0	si:dkey-208b23.1
A0A8M1NHD0	si:dkey-119f1.1
Q5XJX1	scgn
A2AWE1	hm:zehl0637
Q6DHH9	zgc:92307
F6P6X0	ubap1
Q1XHM0	grk1
Q98862	ihhb
F1QRX4	bin1
Q9W741	nog1
E7FBN7	rasgrf2a
E7FBN6	mcoln1.2
F1QVS6	ect2
Q6TGI4	pit1
Q8QHA3	cldn10
E7FAJ7	si:ch73-128c2.6
F1QWF9	ccdc5
Q4G5W2	rtn4
Q9YHZ5	pim2
Q504A1	zgc:109987
Q503P2	nip7
F1QSR1	ppp2r5ca
Q3ZB92	prkacb
F1QBW3	fc44f07
F1QWZ4	gdf2
Q8AWD4	wu:fb37e03
Q6P0D9	ciao1
Q6NWC6	cpsf6
Q90472	hoxd13a
Q90470	hoxd11a
Q499B2	fa97f07
Q7T3G1	gata2
Q803F0	TGIF
A6NA21	fd20g07
Q0P3V5	rab43
A0A8M1NV26	raf1b
Q503S9	impa2
F1QR19	zgc:111976
E7F4H1	si:rp71-50c18.1
F1QH99	im:6910498
Q7SX76	fgfrl1
E7F2R3	si:ch211-146m13.3
A0A0R4I9D6	sympk
Q0P403	tusc4
O93507	tal1
A0A8M1NZ82	acc
Q0P4E5	si:dkey-91f15.6
A3QK09	fc54h05
E7F4R5	phka1a
F1QJY3	im:7146383
F1Q4S6	wu:fi43b02
B1WB51	zgc:171549
A2CEA7	rasgrf2
A8WIN7	fc95g08
E7F204	b4galnt4a
A0A8M1N9G1	cpt1a
A1L1T3	zgc:158324
A1L1S9	utxl1
A1L244	sacm1lb
A5D6S0	sin3aa
F1QG30	smpd5
A2BGG1	mtmr12
A0A8M1NGN8	si:ch211-157c24.3
A0MQ45	AZR
B3DJ32	sparcl
B0S696	im:7137114
B8A4H5	exosc1
A2CF31	si:dkey-165i4.1
F1Q8W0	cactin
A9JTG5	rbck1
B0S6U7	eral1
A5D6T0	MGC162584
F1Q6X3	LOC108179103
Q08BX4	kat7a
A0A8M3ATS4	hyal2a
F1Q6K0	plpp3
E7F6Y7	polk
Q08BY6	zgc:153964
Q08BK6	CPLX4a
A0A8N7V0N6	zgc:158858
A2BIP6	PAR1
A3KNA6	LOC566102
A0A1D6UPT1	papd5
Q673G8	dact2
F1RE04	ttc15
Q1A5L2	crb2
A9JRH0	lrrn1
A8WHN3	si:ch211-163b2.6
B3DHB2	dusp3
A5PLK2	lhpp
Q0VFV6	vimp
Q06W32	SCN1B
F1R1B9	pecam1
A5PF53	arhgap35
A5PF55	wu:fk84e06
Q08BW5	CISH
Q08BZ1	wdr22
Q06W25	sb:cb973
Q9W7R4	tenm3
B8A4L3	zgc:171657
F1RAW8	fb34c06
B1WB98	zgc:175288
A2RUX0	zgc:158242
B2ZZ14	map1b
Q90Z32	fc10d03
Q8QG63	lmo4
F1RAK7	gcnt3
A0A8M3AWB4	mid1
E7F9M6	pfkla
Q0P448	dpcd
F1R019	si:ch211-67f24.8
F1R013	zdhhc9
F1RB62	kcnq5b
E7FE37	si:dkey-162f21.5
F1RAK1	fj55b02
E7FE05	rps6ka5
A5D6S3	mut
E7FE01	dis3
A0A8M2BDP3	wu:fj52c07
A5WUM0	cb116
F1RC38	fb57f10
A8HAL1	usp16
F1Q9E8	zgc:165595
E7F9C4	prkaa2
B0S5G3	clstn2a
A0S0R1	si:ch211-208m1.2
E7F996	si:dkeyp-71f10.4
F1Q8B5	LOC559107
F6NIA2	aof2
A3KNH4	cb479
A8WFW7	foxp3
A3QJY9	si:dkeyp-84g1.1
B0R0B3	si:dkey-91m11.4
F6NMX7	nox1
F1Q6W0	kctd3
Q1JPS1	pcgf5b
Q1LVK7	wu:fj94a04
B8A4W7	wu:fj20d04
A0JMM0	zgc:153976
E7F6J7	jarid2a
F6NGD6	slc27a2b
A1A5Y4	zgc:158394
A3KNN8	zgc:162286
A1L252	ranbp9
Q1LUN9	si:dkey-190l1.2
F1R372	arhgap5
B8A5X2	si:ch211-232k3.6
F1QBY1	nipblb
A3KNM1	asmt
A4QNV0	ube2j2
A2BIE5	si:ch211-255l12.1
A5PMY0	st14
F1R1P4	cb261
A8E7N5	si:dkey-200h23.3
Q1RLP4	cb453
F1R118	hexd
Q0R4G9	hspa12b
F1R0Z9	im:7149072
F1R0Z8	pfdn4
E7EXY0	dusp3a
E7EXX7	sost
A0A8N7UQX3	si:dkey-202e22.2
Q1RLT1	zgc:136869
A0A8M2BDH7	gabrb3
Q1L8D0	cb507
F6P346	id:ibd1121
A0JMP5	abp1
E7FCE9	si:ch211-276f18.2
A2BIL9	tsen34
B3DJR0	cmya5l
E7FBA3	smg8
A0A8M1NHC5	mp:zf637-2-001473
F1RCR6	trip12
E7FFE0	fi75f03
F1QPU2	slx4
E7FCV8	col6a2
A0A8M6Z3Y2	adcy6a
E7F5W0	gba2
E9QCG7	mp:zf637-1-000918
Q08CK7	igf2bp1
Q2VT45	RFLC2
A1L229	zgc:158609
P57717	esr1
E7FF65	micu3b
A3RK75	foxo1b
E7F5Q0	cachd1
F1Q5K6	abcb10
Q0P4C4	dcakd
A1XQX1	nrxn1a
F1QY34	lrp1ab
Q1L966	atxn1b
E7F4L4	si:dkey-23p11.2
A4QN63	cnot2
E7F2E3	mfi2
Q1LVZ2	marchf2
Q1LU99	ripor2
F1QZ50	ahnak
A2BGK2	si:dkey-13n15.5
Q6TGX7	MBD3
A0A8M9PKI1	klhl2
A3KPA0	jam3b
Q00P20	nyx
Q08BB8	zgc:154006
A7MBP4	ift46
Q08BV5	zgc:154097
A5PMC4	wu:fb16f04
A8WIP9	si:ch211-223c6.1
A2BG45	git2
A0A8M2BKM7	LOC563082
A1YB07	amotl2a
Q1MTD3	rnmt
F1QKS4	wu:fe06b12
A2BIC6	im:7150907
E7FB36	kcnh4b
F1Q4W7	dot1l
F1QLG5	adnpa
F1QLG4	hs2st1b
Q155U0	vps51
E7FDY6	ehbp1l1b
A8WE67	kifbp
A4IFZ0	map3k7ip3l
B8JIG8	klhl5
E7FB00	sytl5
A4VCH0	sacm1la
B0F0D1	cacnb4.1
Q569P6	zgc:110549
F1R881	skic2
Q0P410	bmt2
F1Q554	si:dkey-39e8.3
E7F5P0	fbxo31
A2RRV9	narfl
Q1LYQ9	fb50g03
F1R6L8	zgc:172194
Q1LUT1	edc4
A1A5X2	fbxl7
Q1LVC2	jarid2b
Q4QRF4	si:dkeyp-46h3.6
Q4QRF4	zgc:113984
Q4QRF4	zgc:158629
Q1LWH4	fan1
E7F3A9	ppp2r2cb
E7F388	edaradd
A0A8M9PDW9	b4galt3
E7F246	mtus2a
A2BHL9	nlgn3a
F1R3E5	wu:fe38g11
Q1L8R9	si:dkey-222b8.2
E7F0G2	ndst1a
F1R2T1	wu:fi19g04
A0A0R4I9E0	cep350
B0V2S9	ctnnd2
Q1LYM8	si:dkey-6n6.6
Q1LXI0	si:rp71-14b1.2
D2K289	CPLX3a
Q5TZ38	fzd3
Q803T6	sh3gl2
A5WV02	fa95h11
B0BLV6	si:dkeyp-7c9.1
E7F8E5	ltc4s
B8JLP0	im:7151586
Q1LUC3	kat2b
E7F7Y4	fem1b
A0A8M3AKE8	megf11
E7F7J7	gpnmb
B0EVP6	SOCS5L
F1QV49	tacc1
A0JMM8	zgc:154020
E7F6M4	adpgk2
E7F6F7	abcb7
E7F6D0	si:ch73-22o12.1
A0A8M2B9P0	spata13
E7FFM5	prodha
F1QS51	eea1
A3KGU1	LOC567533
F1QQA2	polr3b
A3KP74	sdhaf2
F1QFD6	ccdc151
F1QFC4	id:ibd5110
Q08BA6	alkbh5
A9C3Q3	si:ch211-127h20.1
A0A8M6YTH1	si:ch211-192n14.2
A3KNM7	zgc:162250
A1L2G3	bap1
A3KPK0	ago3
E7EZ29	gtf3c5
B3DG12	abcg5
Q1LXB1	si:dkey-42i9.5
F1QHF8	g6pca.2
F1QGS9	gusb
E7EY50	si:ch211-38m6.7
F1QF89	pomt1
Q08BB3	dcaf12
F1QF74	mapk8ip2
E0CZJ3	FEEL-1
Q1LXT9	fc21g05
A1IH00	golga2
F1QDN6	fc35d05
Q08CM4	lin54
A0JMQ9	zranb1b
Q08C36	fc37e06
A0JMP2	zgc:154091
F1QCY8	spata2
A3KQS1	si:ch211-210h11.8
F1QC46	nup210
E7F916	rasa3
A4FTT4	Su(H)2
Q08CD5	rxylt1
A3KNA7	srebf2
E7FEH9	pea15
Q0P4A7	snap47
A4IG59	washc1
F1RDP2	si:ch211-145n14.1
Q7ZVR3	zgc:76940
A4QN68	si:ch211-154e15.3
A4QN36	zgc:153297
Q08BM8	cnot7
A5WVS5	si:ch73-159l23.2
Q7ZU93	zgc:56066
X1WER2	uba5
B8JIS9	ampd2b
E7F2W8	antxr1c
A4FUN5	rab43
A0A2R9YJN8	cb960
Q08BB1	gfm1
Q6DG29	wu:fa97c09
Q08BV4	gtf2a1l
E7F3I6	clp1
F1R8G2	zmp:0000000711
F1R8F7	ston1
Q5XIX8	borcs5
E7F1U4	si:dkey-246f6.1
F1R6Y1	cdk12
Q9MIZ0	mt-nd1
Q9MIY9	mt-nd2
Q9MIY8	mt-co1
Q9MIY7	mt-co2
Q9MIY6	mt-atp8
Q9MIY5	mt-atp6
Q9MIY4	mt-co3
Q9MIY3	mt-nd3
Q9MIY2	mt-nd4l
Q9MIY1	mt-nd4
Q9MIY0	mt-nd5
Q9MIX9	mt-nd6
Q9MIX8	mt-cyb
A2VCY4	zgc:158482
Q90421	lhx3
F1Q4N9	adam19b
A5WWE3	fc26a07
F1QZU4	si:ch211-157p22.8
E7FCV2	c5
E7FC95	dnm1
A0A8M1QHY3	rsph4a
A2CE77	si:dkey-93f15.3
Q6PH45	mg:ab03a02
A2CE85	si:dkey-1o2.6
F1QVS5	fi18h02
A3KNP3	parvg
Q307I6	wwtr1
Q7ZV94	mobkl1a
O73878	ephb4b
F1QXB4	ftr84
F1QXB0	LOC558044
A3KP59	riox1
B8JMI2	dvl3
F1QSR7	si:ch211-69i14.7
A1YYP5	IL21
B0V1Q6	si:dkey-251j8.3
F1QQG9	zgc:194235
Q90Z34	cb712
Q08BB6	zgc:154012
F1QVI4	si:busm1-104n07.3
A4GT83	NR3C4
E7FAG6	ambra1a
F1Q4W9	dscamb
A0JML1	im:7428747
A0JMN4	zgc:154049
Q08BL9	klhl24a
A0A8M2BE66	apold1b
E7F8W3	sirt1
B0S5N0	sb:cb790
F1QH85	kcnj4
A3KNL2	si:ch211-89p1.1
A8E7F8	si:ch211-126j24.3
Q7ZVA0	smu1
E7F3U1	tnfsf11
Q1MT60	si:dkey-77f17.8
E7F3T0	shc1
E7F3S4	LOC100334443
F1QFU9	zgc:153024
E7F2S4	spg7
A4QNX5	ube2d4
F1QFU0	tmc1
E9QEL7	fb48f12
A2BGS7	si:dkey-201c13.3
E7F2R5	cdt1
Q9W6E3	fk48e04
A0JMN2	zgc:154046
B0S5A9	CH211-158D24.1
Q90WW1	nanos3
A2BG37	fc83b05
B0UYR0	csf1-2
Q7ZW34	cntn5
F6NZ76	si:ch211-240l14.2
F1QIJ6	eps15
A5D6U9	nrg2a
Q7T322	naa35
Q567V6	eif3k
E7F0C0	stxbp5b
A3KPS3	si:ch211-278n20.1
Q6QA33	hsd17b12b
Q1LVK6	vaspb
Q5U3W6	pte2bl3
Q9YGX5	cpeb1
Q1L8J7	yap1
F1QJX3	zgc:109985
Q6PI20	h3-5
Q6PI20	h3f3a
Q6PI20	h3f3b.1
Q6PI20	h3f3d
A5PMY8	LOC559018
F1QJ79	dock8
B0V1A9	zgc:154105
Q1ECU7	zgc:136916
Q6PCS3	id:ibd5026
A2VCY2	zgc:158405
Q08C62	cdh18
B0S5J7	cb971
Q7ZUL1	slc16a1
Q8UWJ4	dld
Q4V946	fj12b07
Q9YHE8	tcf7l1a
A4QP78	cnot11
A5PLC7	rab8bb
A0A8M1NZ01	prr5
F1R003	zgc:114013
Q1LVD6	si:dkey-72l14.8
Q2PRK7	OR106-10
Q8JHF0	psenen
Q1LUD0	si:dkey-192l17.2
F1RAG3	nid1a
F1RAF7	LOC565819
A0A8M9PQ80	cb511
F1QZW1	mg:cb02g011
Q0P3U4	zgc:153978
A8WFZ3	zgc:172059
A2BIR2	ccl-c5a
F1RA83	crfb16
Q71PD7	h2az2a
B0V2S2	dclre1b
A8WH93	il-2rgc.a
Q6PGV0	LRRFIP2
B0V349	si:dkey-98f17.3
Q4V909	ccdc22
F1QVR8	mettl5
Q6P2T5	fk84a07
Q08BF4	zgc:153853
E7F5W3	si:dkey-108k21.26
Q287T7	slc25a37
Q9I9I2	wnt11r
A3KNF9	rap1gap2a
B3DJD2	LOC565419
F1QR78	zgc:92791
Q6DGP2	syf2
Q0PWB9	pdlim4
F1QR43	glceb
Q90473	hspa8
Q5XJK2	h2afx1
Q7ZUW2	hyou1
F1QSQ0	dsc2l
F1QQH4	rxfp3.3a1
F1QQH0	kcnj15
Q1L8C6	sb:cb752
Q1LUE7	si:ch211-218c6.5
Q29RA0	lgals9l4
F1QWC1	si:zfos-2330d3.5
E7FCK6	nufip2
A0A8M1P943	cry1ba
B3DLK0	col2a1
Q6PGV1	atp6v0d1
B0S7C9	zgc:110348
B0S7W5	si:ch211-216k22.8
Q7ZVB2	aldh9a1a
Q49HM9	grk7a
Q6DI06	timm10
Q7ZUQ2	ppp2r5e1
Q0P446	zgc:153415
Q1JQ22	map4k6
O42222	mstnb
A3KNJ7	wu:fd02c11
Q0P453	zgc:153402
Q7ZVA3	cb831
A8WG14	zgc:172120
A0A0A0MPL4	stx7l
Q29RA2	zgc:136908
Q1L8Y3	LOC564395
A3KMT0	CH73-131E21.2
B7ZD88	im:7159945
Q2YDS1	ddb2
Q90YM0	zOCAM
A5WV68	LOC100005064
A9C3R5	ndufa12l
A5WWI5	fb60d10
F1QFV1	cttnbp2
A0A8M1NCD8	si:ch211-203k16.2
A2BFP6	hsd20b2
Q7SXA9	mus81
E7F2R6	si:ch73-122g19.1
B8A6D0	murr1
E7F2R1	skic3
B7ZD34	wu:fa66b02
B3DH78	cask
Q66HZ0	zgc:92169
Q08BZ0	tnfsf12
Q6IQI9	gtpbpl
A2RRV3	patl1
A3KNX4	zgc:162640
Q5RGG3	hgf1
Q5TYP1	cx34.5
Q7T047	cx32.2
Q9PVD3	pth1ra
E7F0C3	si:dkey-25l11.3
Q6PBV6	nhp2
Q7SZS0	zgc:77372
Q6NSP1	zgc:56704
Q6DH34	wu:fb49g10
Q567N5	wu:fa93h05
A8E7F2	si:ch211-287j19.6
B0UXK1	traf1
F1QEQ8	wu:fb70d10
Q9W6G6	sema3d
F1QE55	si:zc101n13.1
A3KQ92	syt1b
Q7ZV68	vps29
F1Q9F3	im:7147158
F1Q9E9	bcr
B7ZC77	Ctnna2
A1A5H9	rab39b
Q504G6	zgc:109889
A0A2R9YJH5	fi14g08
Q7T3I6	vegfc
