protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_25550	RpsT	BSU_01350	RplO	experimental	string-db
BSU_25550	RpsT	BSU_40500	RplI	experimental	string-db
BSU_25550	RpsT	BSU_01160	RplC	experimental	string-db
BSU_25550	RpsT	BSU_01100	RpsL	experimental	string-db
BSU_25550	RpsT	BSU_01490	RplM	experimental	string-db
BSU_25550	RpsT	BSU_01310	RplF	experimental	string-db
BSU_25550	RpsT	BSU_27960	RplU	experimental	string-db
BSU_25550	RpsT	BSU_01260	RplNA	experimental	string-db
BSU_25550	RpsT	BSU_01220	RpsC	experimental	string-db
BSU_25550	RpsT	BSU_01290	RpsNA	experimental	string-db
BSU_25550	RpsT	BSU_15820	RpmB	experimental	string-db
BSU_25550	RpsT	BSU_01230	RplP	experimental	string-db
BSU_25550	RpsT	BSU_28860	RpmI	experimental	string-db
BSU_25550	RpsT	BSU_01240	RpmC	experimental	string-db
BSU_25550	RpsT	BSU_01110	RpsG	experimental	string-db
BSU_25550	RpsT	BSU_01030	RplA	experimental	string-db
BSU_25550	RpsT	BSU_37070	RpmEA	experimental	string-db
BSU_25550	RpsT	BSU_01250	RpsQ	experimental	string-db
BSU_25550	RpsT	BSU_28850	RplT	experimental	string-db
BSU_25550	RpsT	BSU_01440	RplQ	experimental	string-db
BSU_25550	RpsT	BSU_01410	RpsM	experimental	string-db
BSU_25550	RpsT	BSU_01150	RpsJ	experimental	string-db
BSU_25550	RpsT	BSU_01400	RpmJ	experimental	string-db
BSU_25550	RpsT	BSU_29660	RpsD	experimental	string-db
BSU_25550	RpsT	BSU_01330	RpsE	experimental	string-db
BSU_25550	RpsT	BSU_40890	RpsR	experimental	string-db
BSU_25550	RpsT	BSU_15990	RpsP	experimental	string-db
BSU_25550	RpsT	BSU_15980	Ffh	experimental	string-db
BSU_25550	RpsT	BSU_01270	RplX	experimental	string-db
BSU_25550	RpsT	BSU_27940	RpmA	experimental	string-db
BSU_25550	RpsT	BSU_01280	RplE	experimental	string-db
BSU_25550	RpsT	BSU_16040	RplS	experimental	string-db
BSU_25550	RpsT	BSU_01420	RpsK	experimental	string-db
BSU_25550	RpsT	BSU_05610	VmlR	experimental	string-db
BSU_25550	RpsT	BSU_25410	RpsU	experimental	string-db
BSU_25550	RpsT	BSU_01200	RpsS	experimental	string-db
BSU_25550	RpsT	BSU_15080	RpmF	experimental	string-db
BSU_25550	RpsT	BSU_27600	Rsh	experimental	string-db
BSU_25550	RpsT	BSU_41060	RpmH	experimental	string-db
BSU_25550	RpsT	BSU_01300	RpsH	experimental	string-db
BSU_25550	RpsT	BSU_01210	RplV	experimental	string-db
BSU_25550	RpsT	BSU_01500	RpsI	experimental	string-db
BSU_25550	RpsT	BSU_28580	MutSB	experimental	string-db
BSU_25550	RpsT	BSU_01020	RplK	experimental	string-db
BSU_25550	RpsT	BSU_40910	RpsF	experimental	string-db
BSU_25550	RpsT	BSU_35310	Hpf	experimental	string-db
BSU_25550	RpsT	BSU_16490	RpsB	experimental	string-db
BSU_25550	RpsT	BSU_01170	RplD	experimental	string-db
BSU_25550	RpsT	BSU_01340	RpmD	experimental	string-db
BSU_25550	RpsT	BSU_23880	MifM	experimental	string-db
BSU_25550	RpsT	BSU_24900	RpmGA	experimental	string-db
BSU_25550	RpsT	BSU_01320	RplR	experimental	string-db
BSU_25550	RpsT	BSU_01190	RplB	experimental	string-db
BSU_25550	RpsT	BSU_01040	RplJ	experimental	string-db
BSU_25550	RpsT	BSU_01180	RplW	experimental	string-db
BSU_25550	RpsT	BSU_16680	RpsO	experimental	string-db
BSU_25560	HolA	BSU_00190	DnaX	experimental	string-db
BSU_25560	HolA	BSU_29230	DnaE	database	string-db
BSU_25560	HolA	BSU_17320	YmaF	experimental	string-db
BSU_25560	HolA	BSU_16580	PolC	database	string-db
BSU_25560	HolA	BSU_00020	DnaN	experimental	string-db
BSU_25560	HolA	BSU_00310	HolB	database	string-db
BSU_25560	HolA	BSU_20340	YorL	database	string-db
BSU_25560	HolA	BSU_10780	YisN	experimental	string-db
BSU_25560	HolA	BSU_25510	LepA	experimental	string-db
BSU_25560	HolA	BSU_07580	CitS	experimental	string-db
BSU_25560	HolA	BSU_28990	DnaB	experimental	string-db
BSU_25560	HolA	BSU_40010	YxaD	experimental	string-db
BSU_25570	ComEC	BSU_35450	ComFC	textmined	string-db
BSU_25570	ComEC	BSU_08060	AcoA	experimental	string-db
BSU_25570	ComEC	BSU_25590	ComEA	textmined	string-db
BSU_25570	ComEC	BSU_24730	ComGA	textmined	string-db
BSU_25570	ComEC	BSU_35470	ComFA	textmined	string-db
BSU_25570	ComEC	BSU_37240	YwiE	experimental	string-db
BSU_25590	ComEA	BSU_35450	ComFC	textmined	string-db
BSU_25590	ComEA	BSU_35470	ComFA	textmined	string-db
BSU_25590	ComEA	BSU_25570	ComEC	textmined	string-db
BSU_25630	YqeK	BSU_25670	YqeH	textmined	string-db
BSU_25630	YqeK	BSU_15060	YlbM	textmined	string-db
BSU_25670	YqeH	BSU_15060	YlbM	textmined	string-db
BSU_25670	YqeH	BSU_25630	YqeK	textmined	string-db
BSU_25680	YqeG	BSU_15060	YlbM	textmined	string-db
BSU_25690	Sda	BSU_13990	KinA	experimental	string-db
BSU_25730	YqeC	BSU_23860	GndA	database	string-db
BSU_25730	YqeC	BSU_40080	GntZ	database	string-db
BSU_25770	SpoIVCA	BSU_15290	FtsZ	experimental	string-db
BSU_25770	SpoIVCA	BSU_00660	YabT	experimental	string-db
BSU_25770	SpoIVCA	BSU_07580	CitS	experimental	string-db
BSU_25770	SpoIVCA	BSU_15280	FtsA	experimental	string-db
BSU_25770	SpoIVCA	BSU_27970	SpoIVFB	experimental	string-db
BSU_25770	SpoIVCA	BSU_15160	PbpB	experimental	string-db
BSU_25770	SpoIVCA	BSU_00640	SpoIIE	experimental	string-db
BSU_25780	ArsC	BSU_28500	TrxA	experimental	string-db
BSU_25860	RttG	BSU_25870	RttF	textmined	string-db
BSU_25870	RttF	BSU_25860	RttG	textmined	string-db
BSU_26020	YqbP	BSU_12420	YjoB	experimental	string-db
BSU_26030	YqbO	BSU_00640	SpoIIE	experimental	string-db
BSU_26030	YqbO	BSU_36260	YwqC	experimental	string-db
BSU_26030	YqbO	BSU_33690	YvaQ	experimental	string-db
BSU_26030	YqbO	BSU_15240	DivIB	experimental	string-db
BSU_26030	YqbO	BSU_12900	HtrA	experimental	string-db
BSU_26030	YqbO	BSU_15290	FtsZ	experimental	string-db
BSU_26030	YqbO	BSU_40360	HtrC	experimental	string-db
BSU_26030	YqbO	BSU_12890	YkcC	experimental	string-db
BSU_26030	YqbO	BSU_15150	FtsL	experimental	string-db
BSU_26030	YqbO	BSU_00620	DivIC	experimental	string-db
BSU_26030	YqbO	BSU_15160	PbpB	experimental	string-db
BSU_26030	YqbO	BSU_00660	YabT	experimental	string-db
BSU_26030	YqbO	BSU_19660	YozD	experimental	string-db
BSU_26030	YqbO	BSU_15280	FtsA	experimental	string-db
BSU_26030	YqbO	BSU_07580	CitS	experimental	string-db
BSU_26150	YqbD	BSU_05650	YdgH	experimental	string-db
BSU_26150	YqbD	BSU_00660	YabT	experimental	string-db
BSU_26150	YqbD	BSU_00690	FtsH	experimental	string-db
BSU_26150	YqbD	BSU_15150	FtsL	experimental	string-db
BSU_26150	YqbD	BSU_12790	XhlA	experimental	string-db
BSU_26150	YqbD	BSU_10160	YhgE	experimental	string-db
BSU_26150	YqbD	BSU_15240	DivIB	experimental	string-db
BSU_26150	YqbD	BSU_31860	YueB	experimental	string-db
BSU_26150	YqbD	BSU_00190	DnaX	experimental	string-db
BSU_26150	YqbD	BSU_25330	YqfF	experimental	string-db
BSU_26150	YqbD	BSU_07580	CitS	experimental	string-db
BSU_26150	YqbD	BSU_15280	FtsA	experimental	string-db
BSU_26150	YqbD	BSU_13060	YkjA	experimental	string-db
BSU_26150	YqbD	BSU_13390	YkoT	experimental	string-db
BSU_26150	YqbD	BSU_15160	PbpB	experimental	string-db
BSU_26150	YqbD	BSU_00620	DivIC	experimental	string-db
BSU_26150	YqbD	BSU_12890	YkcC	experimental	string-db
BSU_26150	YqbD	BSU_40360	HtrC	experimental	string-db
BSU_26150	YqbD	BSU_09900	YhaP	experimental	string-db
BSU_26150	YqbD	BSU_06710	SwrC	experimental	string-db
BSU_26150	YqbD	BSU_05240	YdeL	experimental	string-db
BSU_26150	YqbD	BSU_14400	FruA	experimental	string-db
BSU_26150	YqbD	BSU_33690	YvaQ	experimental	string-db
BSU_26150	YqbD	BSU_18320	PpsC	experimental	string-db
BSU_26150	YqbD	BSU_03740	YclI	experimental	string-db
BSU_26150	YqbD	BSU_00640	SpoIIE	experimental	string-db
BSU_26150	YqbD	BSU_33020	CssS	experimental	string-db
BSU_26230	YqaP	BSU_29740	CcpA	experimental	string-db
BSU_26260	YqaM	BSU_40440	DnaC	experimental	string-db
BSU_26260	YqaM	BSU_00010	DnaA	textmined	string-db
BSU_26310	YqaH	BSU_33020	CssS	experimental	string-db
BSU_26310	YqaH	BSU_00010	DnaA	experimental	string-db
BSU_26310	YqaH	BSU_40440	DnaC	textmined	string-db
BSU_26310	YqaH	BSU_11550	YjbH	experimental	string-db
BSU_26560	YrkC	BSU_19400	SodC	experimental	string-db
BSU_26810	YrpC	BSU_28390	RacE	database	string-db
BSU_26810	YrpC	BSU_15230	MurB	textmined	string-db
BSU_26810	YrpC	BSU_15220	MurG	textmined	string-db
BSU_26830	YrpE	BSU_02850	ZnuA	database	string-db
BSU_26830	YrpE	BSU_02860	ZnuC	database	string-db
BSU_26830	YrpE	BSU_02870	ZnuB	database	string-db
BSU_26970	AdhB	BSU_27010	AdhA	database	string-db
BSU_26970	AdhB	BSU_40250	YycR	database	string-db
BSU_27010	AdhA	BSU_26970	AdhB	database	string-db
BSU_27040	LevG	BSU_12010	ManP	database	string-db
BSU_27040	LevG	BSU_27050	LevF	database	string-db
BSU_27040	LevG	BSU_27060	LevE	database	string-db
BSU_27040	LevG	BSU_27070	LevD	database	string-db
BSU_27040	LevG	BSU_14400	FruA	database	string-db
BSU_27050	LevF	BSU_12010	ManP	database	string-db
BSU_27050	LevF	BSU_14400	FruA	database	string-db
BSU_27050	LevF	BSU_27070	LevD	database	string-db
BSU_27050	LevF	BSU_27060	LevE	database	string-db
BSU_27050	LevF	BSU_27040	LevG	database	string-db
BSU_27060	LevE	BSU_27050	LevF	database	string-db
BSU_27060	LevE	BSU_27040	LevG	database	string-db
BSU_27060	LevE	BSU_12010	ManP	database	string-db
BSU_27060	LevE	BSU_14400	FruA	database	string-db
BSU_27060	LevE	BSU_27070	LevD	database	string-db
BSU_27070	LevD	BSU_12010	ManP	database	string-db
BSU_27070	LevD	BSU_14400	FruA	database	string-db
BSU_27070	LevD	BSU_27050	LevF	database	string-db
BSU_27070	LevD	BSU_27040	LevG	database	string-db
BSU_27070	LevD	BSU_27060	LevE	database	string-db
BSU_27080	LevR	BSU_13900	PtsH	textmined	string-db
BSU_27120	SigV	BSU_01070	RpoB	experimental	string-db
BSU_27120	SigV	BSU_27130	RsiV	experimental	string-db
BSU_27130	RsiV	BSU_27120	SigV	experimental	string-db
BSU_27160	CypB	BSU_07250	CypD	database	string-db
BSU_27170	BscR	BSU_36260	YwqC	experimental	string-db
BSU_27220	YrhE	BSU_12160	YjgC	database	string-db
BSU_27250	MccB	BSU_31440	PatB	database	string-db
BSU_27250	MccB	BSU_11880	MetC	database	string-db
BSU_27260	MccA	BSU_11880	MetC	database	string-db
BSU_27260	MccA	BSU_31440	PatB	database	string-db
BSU_27280	YrrT	BSU_06070	BsuMB	database	string-db
BSU_27280	YrrT	BSU_20250	MtbP	database	string-db
BSU_27280	YrrT	BSU_06060	BsuMA	database	string-db
BSU_27300	YrrS	BSU_27310	PbpI	experimental	string-db
BSU_27300	YrrS	BSU_23000	YpbE	experimental	string-db
BSU_27300	YrrS	BSU_22180	GpsB	experimental	string-db
BSU_27310	PbpI	BSU_27300	YrrS	experimental	string-db
BSU_27310	PbpI	BSU_28030	MreB	experimental	string-db
BSU_27310	PbpI	BSU_23000	YpbE	experimental	string-db
BSU_27320	GreA	BSU_29740	CcpA	experimental	string-db
BSU_27330	Udk	BSU_07840	YfkN	database	string-db
BSU_27340	YrrO	BSU_36260	YwqC	experimental	string-db
BSU_27430	GlnQ	BSU_27450	GlnM	database	string-db
BSU_27430	GlnQ	BSU_27460	GlnP	database	string-db
BSU_27430	GlnQ	BSU_27440	GlnH	database	string-db
BSU_27440	GlnH	BSU_27450	GlnM	database	string-db
BSU_27440	GlnH	BSU_27460	GlnP	database	string-db
BSU_27440	GlnH	BSU_27430	GlnQ	database	string-db
BSU_27450	GlnM	BSU_03000	OpuAC	database	string-db
BSU_27450	GlnM	BSU_01460	EcfAB	database	string-db
BSU_27450	GlnM	BSU_02860	ZnuC	database	string-db
BSU_27450	GlnM	BSU_11430	OppA	database	string-db
BSU_27450	GlnM	BSU_34080	YvfS	database	string-db
BSU_27450	GlnM	BSU_38810	MsmX	database	string-db
BSU_27450	GlnM	BSU_34160	CycB	database	string-db
BSU_27450	GlnM	BSU_34600	MdxF	database	string-db
BSU_27450	GlnM	BSU_27440	GlnH	database	string-db
BSU_27450	GlnM	BSU_29350	TcyM	database	string-db
BSU_27450	GlnM	BSU_30750	MntC	database	string-db
BSU_27450	GlnM	BSU_03600	TcyB	database	string-db
BSU_27450	GlnM	BSU_35710	TagG	database	string-db
BSU_27450	GlnM	BSU_29360	TcyL	database	string-db
BSU_27450	GlnM	BSU_33710	OpuBC	database	string-db
BSU_27450	GlnM	BSU_15340	YlmA	database	string-db
BSU_27450	GlnM	BSU_23970	ArtQ	database	string-db
BSU_27450	GlnM	BSU_34610	MdxE	database	string-db
BSU_27450	GlnM	BSU_12960	DppE	database	string-db
BSU_27450	GlnM	BSU_40150	YydI	database	string-db
BSU_27450	GlnM	BSU_02870	ZnuB	database	string-db
BSU_27450	GlnM	BSU_13220	ThiW	database	string-db
BSU_27450	GlnM	BSU_27460	GlnP	database	string-db
BSU_27450	GlnM	BSU_33810	OpuCC	database	string-db
BSU_27450	GlnM	BSU_39490	YxeN	database	string-db
BSU_27450	GlnM	BSU_30760	MntB	database	string-db
BSU_27450	GlnM	BSU_01450	EcfA	database	string-db
BSU_27450	GlnM	BSU_27430	GlnQ	database	string-db
BSU_27450	GlnM	BSU_34150	GanP	database	string-db
BSU_27450	GlnM	BSU_08320	YfiM	database	string-db
BSU_27450	GlnM	BSU_32550	YurJ	database	string-db
BSU_27450	GlnM	BSU_02990	OpuAB	database	string-db
BSU_27450	GlnM	BSU_03370	YckA	database	string-db
BSU_27450	GlnM	BSU_08330	YfiN	database	string-db
BSU_27450	GlnM	BSU_30740	MntD	database	string-db
BSU_27460	GlnP	BSU_40150	YydI	database	string-db
BSU_27460	GlnP	BSU_02870	ZnuB	database	string-db
BSU_27460	GlnP	BSU_13220	ThiW	database	string-db
BSU_27460	GlnP	BSU_39490	YxeN	database	string-db
BSU_27460	GlnP	BSU_33810	OpuCC	database	string-db
BSU_27460	GlnP	BSU_27430	GlnQ	database	string-db
BSU_27460	GlnP	BSU_01450	EcfA	database	string-db
BSU_27460	GlnP	BSU_30760	MntB	database	string-db
BSU_27460	GlnP	BSU_27450	GlnM	database	string-db
BSU_27460	GlnP	BSU_32550	YurJ	database	string-db
BSU_27460	GlnP	BSU_08320	YfiM	database	string-db
BSU_27460	GlnP	BSU_34150	GanP	database	string-db
BSU_27460	GlnP	BSU_30740	MntD	database	string-db
BSU_27460	GlnP	BSU_08330	YfiN	database	string-db
BSU_27460	GlnP	BSU_03370	YckA	database	string-db
BSU_27460	GlnP	BSU_02990	OpuAB	database	string-db
BSU_27460	GlnP	BSU_02860	ZnuC	database	string-db
BSU_27460	GlnP	BSU_03000	OpuAC	database	string-db
BSU_27460	GlnP	BSU_01460	EcfAB	database	string-db
BSU_27460	GlnP	BSU_34160	CycB	database	string-db
BSU_27460	GlnP	BSU_38810	MsmX	database	string-db
BSU_27460	GlnP	BSU_34080	YvfS	database	string-db
BSU_27460	GlnP	BSU_11430	OppA	database	string-db
BSU_27460	GlnP	BSU_34600	MdxF	database	string-db
BSU_27460	GlnP	BSU_30750	MntC	database	string-db
BSU_27460	GlnP	BSU_29350	TcyM	database	string-db
BSU_27460	GlnP	BSU_27440	GlnH	database	string-db
BSU_27460	GlnP	BSU_35710	TagG	database	string-db
BSU_27460	GlnP	BSU_03600	TcyB	database	string-db
BSU_27460	GlnP	BSU_33710	OpuBC	database	string-db
BSU_27460	GlnP	BSU_29360	TcyL	database	string-db
BSU_27460	GlnP	BSU_34610	MdxE	database	string-db
BSU_27460	GlnP	BSU_12960	DppE	database	string-db
BSU_27460	GlnP	BSU_15340	YlmA	database	string-db
BSU_27460	GlnP	BSU_23970	ArtQ	database	string-db
BSU_27490	YrrB	BSU_33630	SecG	textmined	string-db
BSU_27490	YrrB	BSU_33600	SmpB	textmined	string-db
BSU_27510	IscSA	BSU_27880	NifS	database	string-db
BSU_27510	IscSA	BSU_29590	IscSB	database	string-db
BSU_27520	CymR	BSU_00730	CysK	textmined	string-db
BSU_27550	AspS	BSU_29740	CcpA	experimental	string-db
BSU_27560	HisS	BSU_29740	CcpA	experimental	string-db
BSU_27600	Rsh	BSU_15080	RpmF	experimental	string-db
BSU_27600	Rsh	BSU_01300	RpsH	experimental	string-db
BSU_27600	Rsh	BSU_41060	RpmH	experimental	string-db
BSU_27600	Rsh	BSU_40910	RpsF	experimental	string-db
BSU_27600	Rsh	BSU_01500	RpsI	experimental	string-db
BSU_27600	Rsh	BSU_01320	RplR	experimental	string-db
BSU_27600	Rsh	BSU_24900	RpmGA	experimental	string-db
BSU_27600	Rsh	BSU_01170	RplD	experimental	string-db
BSU_27600	Rsh	BSU_01180	RplW	experimental	string-db
BSU_27600	Rsh	BSU_16680	RpsO	experimental	string-db
BSU_27600	Rsh	BSU_40890	RpsR	experimental	string-db
BSU_27600	Rsh	BSU_15990	RpsP	experimental	string-db
BSU_27600	Rsh	BSU_01270	RplX	experimental	string-db
BSU_27600	Rsh	BSU_01280	RplE	experimental	string-db
BSU_27600	Rsh	BSU_16040	RplS	experimental	string-db
BSU_27600	Rsh	BSU_27940	RpmA	experimental	string-db
BSU_27600	Rsh	BSU_28850	RplT	experimental	string-db
BSU_27600	Rsh	BSU_01440	RplQ	experimental	string-db
BSU_27600	Rsh	BSU_37070	RpmEA	experimental	string-db
BSU_27600	Rsh	BSU_01410	RpsM	experimental	string-db
BSU_27600	Rsh	BSU_29660	RpsD	experimental	string-db
BSU_27600	Rsh	BSU_01150	RpsJ	experimental	string-db
BSU_27600	Rsh	BSU_01400	RpmJ	experimental	string-db
BSU_27600	Rsh	BSU_24300	XseA	experimental	string-db
BSU_27600	Rsh	BSU_01160	RplC	experimental	string-db
BSU_27600	Rsh	BSU_01100	RpsL	experimental	string-db
BSU_27600	Rsh	BSU_01350	RplO	experimental	string-db
BSU_27600	Rsh	BSU_01310	RplF	experimental	string-db
BSU_27600	Rsh	BSU_01240	RpmC	experimental	string-db
BSU_27600	Rsh	BSU_28860	RpmI	experimental	string-db
BSU_27600	Rsh	BSU_01230	RplP	experimental	string-db
BSU_27600	Rsh	BSU_01290	RpsNA	experimental	string-db
BSU_27600	Rsh	BSU_01220	RpsC	experimental	string-db
BSU_27600	Rsh	BSU_25210	DnaG	textmined	string-db
BSU_27600	Rsh	BSU_01210	RplV	experimental	string-db
BSU_27600	Rsh	BSU_38480	RelQ	database	string-db
BSU_27600	Rsh	BSU_25550	RpsT	experimental	string-db
BSU_27600	Rsh	BSU_16490	RpsB	experimental	string-db
BSU_27600	Rsh	BSU_01340	RpmD	experimental	string-db
BSU_27600	Rsh	BSU_01190	RplB	experimental	string-db
BSU_27600	Rsh	BSU_11600	RelP	database	string-db
BSU_27600	Rsh	BSU_01420	RpsK	experimental	string-db
BSU_27600	Rsh	BSU_01200	RpsS	experimental	string-db
BSU_27600	Rsh	BSU_01250	RpsQ	experimental	string-db
BSU_27600	Rsh	BSU_01110	RpsG	experimental	string-db
BSU_27600	Rsh	BSU_01330	RpsE	experimental	string-db
BSU_27600	Rsh	BSU_01260	RplNA	experimental	string-db
BSU_27600	Rsh	BSU_01490	RplM	experimental	string-db
BSU_27600	Rsh	BSU_27960	RplU	experimental	string-db
BSU_27600	Rsh	BSU_15820	RpmB	experimental	string-db
BSU_27610	Apt	BSU_22070	Xpt	database	string-db
BSU_27610	Apt	BSU_00680	HprT	database	string-db
BSU_27620	RecJ	BSU_20350	YorK	database	string-db
BSU_27620	RecJ	BSU_19220	RtbI	textmined	string-db
BSU_27620	RecJ	BSU_23020	RecQ	textmined	string-db
BSU_27620	RecJ	BSU_00040	RecF	textmined	string-db
BSU_27650	SecDF	BSU_15980	Ffh	database	string-db
BSU_27650	SecDF	BSU_01360	SecY	database	string-db
BSU_27650	SecDF	BSU_27700	YrbF	database	string-db
BSU_27650	SecDF	BSU_41040	OxaAA	database	string-db
BSU_27650	SecDF	BSU_15950	FtsY	database	string-db
BSU_27650	SecDF	BSU_35300	SecA	database	string-db
BSU_27650	SecDF	BSU_23890	OxaAB	database	string-db
BSU_27650	SecDF	BSU_33630	SecG	database	string-db
BSU_27650	SecDF	BSU_01000	SecE	database	string-db
BSU_27660	ComN	BSU_35220	MinJ	textmined	string-db
BSU_27660	ComN	BSU_15420	DivIVA	experimental	string-db
BSU_27660	ComN	BSU_28050	Maf	textmined	string-db
BSU_27660	ComN	BSU_40970	ParA	textmined	string-db
BSU_27700	YrbF	BSU_33630	SecG	database	string-db
BSU_27700	YrbF	BSU_01000	SecE	database	string-db
BSU_27700	YrbF	BSU_35300	SecA	database	string-db
BSU_27700	YrbF	BSU_27650	SecDF	database	string-db
BSU_27700	YrbF	BSU_41040	OxaAA	database	string-db
BSU_27700	YrbF	BSU_15950	FtsY	database	string-db
BSU_27700	YrbF	BSU_23890	OxaAB	database	string-db
BSU_27700	YrbF	BSU_01360	SecY	database	string-db
BSU_27700	YrbF	BSU_15980	Ffh	database	string-db
BSU_27710	Tgt	BSU_07580	CitS	experimental	string-db
BSU_27730	RuvB	BSU_27740	RuvA	textmined	string-db
BSU_27740	RuvA	BSU_27730	RuvB	textmined	string-db
BSU_27740	RuvA	BSU_11820	YjcD	database	string-db
BSU_27740	RuvA	BSU_10630	AddA	database	string-db
BSU_27740	RuvA	BSU_10620	AddB	database	string-db
BSU_27740	RuvA	BSU_06610	PcrA	database	string-db
BSU_27770	YrbE	BSU_39700	IolG	database	string-db
BSU_27840	SafA	BSU_22800	SpoIVA	textmined	string-db
BSU_27840	SafA	BSU_28110	SpoVID	experimental	string-db
BSU_27840	SafA	BSU_37920	GerQ	textmined	string-db
BSU_27850	NadA	BSU_29740	CcpA	experimental	string-db
BSU_27880	NifS	BSU_27510	IscSA	database	string-db
BSU_27880	NifS	BSU_29590	IscSB	database	string-db
BSU_27910	YszB	BSU_22690	AroH	database	string-db
BSU_27910	YszB	BSU_29750	AroX	database	string-db
BSU_27920	Obg	BSU_29740	CcpA	experimental	string-db
BSU_27920	Obg	BSU_04720	RsbW	textmined	string-db
BSU_27920	Obg	BSU_04740	RsbX	textmined	string-db
BSU_27930	Spo0B	BSU_37130	Spo0F	experimental	string-db
BSU_27940	RpmA	BSU_01110	RpsG	experimental	string-db
BSU_27940	RpmA	BSU_01250	RpsQ	experimental	string-db
BSU_27940	RpmA	BSU_01330	RpsE	experimental	string-db
BSU_27940	RpmA	BSU_16050	RbgA	experimental	string-db
BSU_27940	RpmA	BSU_01490	RplM	experimental	string-db
BSU_27940	RpmA	BSU_27960	RplU	experimental	string-db
BSU_27940	RpmA	BSU_01260	RplNA	experimental	string-db
BSU_27940	RpmA	BSU_40500	RplI	experimental	string-db
BSU_27940	RpmA	BSU_15820	RpmB	experimental	string-db
BSU_27940	RpmA	BSU_28580	MutSB	experimental	string-db
BSU_27940	RpmA	BSU_01020	RplK	experimental	string-db
BSU_27940	RpmA	BSU_25550	RpsT	experimental	string-db
BSU_27940	RpmA	BSU_27600	Rsh	experimental	string-db
BSU_27940	RpmA	BSU_01210	RplV	experimental	string-db
BSU_27940	RpmA	BSU_01190	RplB	experimental	string-db
BSU_27940	RpmA	BSU_16490	RpsB	experimental	string-db
BSU_27940	RpmA	BSU_01340	RpmD	experimental	string-db
BSU_27940	RpmA	BSU_00950	MrnC	experimental	string-db
BSU_27940	RpmA	BSU_01200	RpsS	experimental	string-db
BSU_27940	RpmA	BSU_01420	RpsK	experimental	string-db
BSU_27940	RpmA	BSU_05610	VmlR	experimental	string-db
BSU_27940	RpmA	BSU_01410	RpsM	experimental	string-db
BSU_27940	RpmA	BSU_01030	RplA	experimental	string-db
BSU_27940	RpmA	BSU_37070	RpmEA	experimental	string-db
BSU_27940	RpmA	BSU_28850	RplT	experimental	string-db
BSU_27940	RpmA	BSU_01440	RplQ	experimental	string-db
BSU_27940	RpmA	BSU_00590	HslR	experimental	string-db
BSU_27940	RpmA	BSU_01150	RpsJ	experimental	string-db
BSU_27940	RpmA	BSU_01400	RpmJ	experimental	string-db
BSU_27940	RpmA	BSU_29660	RpsD	experimental	string-db
BSU_27940	RpmA	BSU_01310	RplF	experimental	string-db
BSU_27940	RpmA	BSU_01350	RplO	experimental	string-db
BSU_27940	RpmA	BSU_01160	RplC	experimental	string-db
BSU_27940	RpmA	BSU_01100	RpsL	experimental	string-db
BSU_27940	RpmA	BSU_01220	RpsC	experimental	string-db
BSU_27940	RpmA	BSU_15640	YloA	experimental	string-db
BSU_27940	RpmA	BSU_01290	RpsNA	experimental	string-db
BSU_27940	RpmA	BSU_28860	RpmI	experimental	string-db
BSU_27940	RpmA	BSU_01230	RplP	experimental	string-db
BSU_27940	RpmA	BSU_01240	RpmC	experimental	string-db
BSU_27940	RpmA	BSU_28190	YsxC	experimental	string-db
BSU_27940	RpmA	BSU_01500	RpsI	experimental	string-db
BSU_27940	RpmA	BSU_40910	RpsF	experimental	string-db
BSU_27940	RpmA	BSU_35310	Hpf	experimental	string-db
BSU_27940	RpmA	BSU_15080	RpmF	experimental	string-db
BSU_27940	RpmA	BSU_41060	RpmH	experimental	string-db
BSU_27940	RpmA	BSU_01300	RpsH	experimental	string-db
BSU_27940	RpmA	BSU_01180	RplW	experimental	string-db
BSU_27940	RpmA	BSU_01040	RplJ	experimental	string-db
BSU_27940	RpmA	BSU_16680	RpsO	experimental	string-db
