protein_1_locus	protein_1_name	protein_2_locus	protein_2_name	evidence	source
BSU_37560	ThrZ	BSU_28950	ThrS	database	string-db
BSU_37620	RsfA	BSU_02030	YbdM	experimental	string-db
BSU_37780	RocA	BSU_03210	PutC	database	string-db
BSU_37790	RocG	BSU_18460	GltC	experimental	string-db
BSU_37790	RocG	BSU_22960	GudB	database	string-db
BSU_37790	RocG	BSU_18440	GltB	database	string-db
BSU_37790	RocG	BSU_09570	YhdR	database	string-db
BSU_37790	RocG	BSU_22370	AspB	database	string-db
BSU_37790	RocG	BSU_18450	GltA	database	string-db
BSU_37810	SpsL	BSU_35780	LytD	database	string-db
BSU_37920	GerQ	BSU_27840	SafA	textmined	string-db
BSU_37950	YwdI	BSU_24300	XseA	experimental	string-db
BSU_38040	SacA	BSU_31290	YugT	database	string-db
BSU_38050	SacP	BSU_13890	PtsG	textmined	string-db
BSU_38050	SacP	BSU_38410	SacX	database	string-db
BSU_38050	SacP	BSU_01680	YbbF	database	string-db
BSU_38110	NfrAA	BSU_03860	NfrAB	database	string-db
BSU_38120	RodA	BSU_15220	MurG	textmined	string-db
BSU_38120	RodA	BSU_13980	PbpH	textmined	string-db
BSU_38120	RodA	BSU_28020	MreC	textmined	string-db
BSU_38120	RodA	BSU_28010	MreD	textmined	string-db
BSU_38120	RodA	BSU_15160	PbpB	textmined	string-db
BSU_38120	RodA	BSU_15420	DivIVA	textmined	string-db
BSU_38140	QoxD	BSU_12080	CtaO	database	string-db
BSU_38140	QoxD	BSU_38150	QoxC	experimental	string-db
BSU_38140	QoxD	BSU_38170	QoxA	experimental	string-db
BSU_38140	QoxD	BSU_14890	CtaC	database	string-db
BSU_38140	QoxD	BSU_14920	CtaF	database	string-db
BSU_38140	QoxD	BSU_14910	CtaE	database	string-db
BSU_38140	QoxD	BSU_38160	QoxB	experimental	string-db
BSU_38140	QoxD	BSU_38750	CydB	database	string-db
BSU_38140	QoxD	BSU_14900	CtaD	database	string-db
BSU_38140	QoxD	BSU_30710	YthA	database	string-db
BSU_38140	QoxD	BSU_38760	CydA	database	string-db
BSU_38140	QoxD	BSU_14880	CtaB	database	string-db
BSU_38150	QoxC	BSU_12080	CtaO	database	string-db
BSU_38150	QoxC	BSU_38140	QoxD	experimental	string-db
BSU_38150	QoxC	BSU_38750	CydB	database	string-db
BSU_38150	QoxC	BSU_14910	CtaE	database	string-db
BSU_38150	QoxC	BSU_14890	CtaC	database	string-db
BSU_38150	QoxC	BSU_38760	CydA	database	string-db
BSU_38150	QoxC	BSU_30710	YthA	database	string-db
BSU_38150	QoxC	BSU_14900	CtaD	database	string-db
BSU_38150	QoxC	BSU_14920	CtaF	database	string-db
BSU_38150	QoxC	BSU_38170	QoxA	experimental	string-db
BSU_38150	QoxC	BSU_14880	CtaB	database	string-db
BSU_38150	QoxC	BSU_38160	QoxB	experimental	string-db
BSU_38160	QoxB	BSU_14910	CtaE	database	string-db
BSU_38160	QoxB	BSU_14890	CtaC	database	string-db
BSU_38160	QoxB	BSU_12080	CtaO	database	string-db
BSU_38160	QoxB	BSU_38140	QoxD	experimental	string-db
BSU_38160	QoxB	BSU_14920	CtaF	database	string-db
BSU_38160	QoxB	BSU_38170	QoxA	experimental	string-db
BSU_38160	QoxB	BSU_38150	QoxC	experimental	string-db
BSU_38160	QoxB	BSU_14880	CtaB	database	string-db
BSU_38160	QoxB	BSU_14900	CtaD	database	string-db
BSU_38170	QoxA	BSU_14900	CtaD	database	string-db
BSU_38170	QoxA	BSU_38160	QoxB	experimental	string-db
BSU_38170	QoxA	BSU_14880	CtaB	database	string-db
BSU_38170	QoxA	BSU_38150	QoxC	experimental	string-db
BSU_38170	QoxA	BSU_14920	CtaF	database	string-db
BSU_38170	QoxA	BSU_38140	QoxD	experimental	string-db
BSU_38170	QoxA	BSU_12080	CtaO	database	string-db
BSU_38170	QoxA	BSU_14890	CtaC	database	string-db
BSU_38170	QoxA	BSU_14910	CtaE	database	string-db
BSU_38190	GalT	BSU_35670	GtaB	database	string-db
BSU_38190	GalT	BSU_30850	YtdA	database	string-db
BSU_38190	GalT	BSU_18180	YngB	database	string-db
BSU_38200	GalK	BSU_38580	LicC	textmined	string-db
BSU_38290	ThiE	BSU_28290	IlvC	textmined	string-db
BSU_38290	ThiE	BSU_28760	AraM	textmined	string-db
BSU_38290	ThiE	BSU_28150	HemC	textmined	string-db
BSU_38370	YwbC	BSU_40860	YyaH	database	string-db
BSU_38370	YwbC	BSU_28700	YsfE	database	string-db
BSU_38390	YwbA	BSU_38570	LicA	database	string-db
BSU_38390	YwbA	BSU_38590	LicB	database	string-db
BSU_38390	YwbA	BSU_05830	GmuC	database	string-db
BSU_38390	YwbA	BSU_05810	GmuB	database	string-db
BSU_38390	YwbA	BSU_05820	GmuA	database	string-db
BSU_38390	YwbA	BSU_38580	LicC	database	string-db
BSU_38410	SacX	BSU_01680	YbbF	database	string-db
BSU_38410	SacX	BSU_38050	SacP	database	string-db
BSU_38460	TyrZ	BSU_29670	TyrS	database	string-db
BSU_38480	RelQ	BSU_27600	Rsh	database	string-db
BSU_38480	RelQ	BSU_11600	RelP	database	string-db
BSU_38480	RelQ	BSU_33000	HtrB	experimental	string-db
BSU_38490	MenA	BSU_13390	YkoT	experimental	string-db
BSU_38500	DltA	BSU_38520	DltC	database	string-db
BSU_38500	DltA	BSU_29740	CcpA	experimental	string-db
BSU_38510	DltB	BSU_38530	DltD	database	string-db
BSU_38510	DltB	BSU_38520	DltC	textmined	string-db
BSU_38520	DltC	BSU_38500	DltA	database	string-db
BSU_38520	DltC	BSU_38510	DltB	textmined	string-db
BSU_38530	DltD	BSU_38510	DltB	database	string-db
BSU_38550	IlvK	BSU_02390	IlvE	database	string-db
BSU_38550	IlvK	BSU_24080	Bcd	database	string-db
BSU_38570	LicA	BSU_38580	LicC	database	string-db
BSU_38570	LicA	BSU_38590	LicB	database	string-db
BSU_38570	LicA	BSU_05820	GmuA	database	string-db
BSU_38570	LicA	BSU_05810	GmuB	database	string-db
BSU_38570	LicA	BSU_05830	GmuC	database	string-db
BSU_38570	LicA	BSU_38390	YwbA	database	string-db
BSU_38580	LicC	BSU_38570	LicA	database	string-db
BSU_38580	LicC	BSU_38590	LicB	database	string-db
BSU_38580	LicC	BSU_38390	YwbA	database	string-db
BSU_38580	LicC	BSU_05830	GmuC	database	string-db
BSU_38580	LicC	BSU_05810	GmuB	database	string-db
BSU_38580	LicC	BSU_38200	GalK	textmined	string-db
BSU_38580	LicC	BSU_05820	GmuA	database	string-db
BSU_38590	LicB	BSU_38570	LicA	database	string-db
BSU_38590	LicB	BSU_05810	GmuB	database	string-db
BSU_38590	LicB	BSU_05830	GmuC	database	string-db
BSU_38590	LicB	BSU_38390	YwbA	database	string-db
BSU_38590	LicB	BSU_38580	LicC	database	string-db
BSU_38590	LicB	BSU_05820	GmuA	database	string-db
BSU_38630	KatX	BSU_39050	KatE	database	string-db
BSU_38630	KatX	BSU_08820	KatA	database	string-db
BSU_38690	YxlC	BSU_38700	SigY	experimental	string-db
BSU_38700	SigY	BSU_38690	YxlC	experimental	string-db
BSU_38730	CydD	BSU_38740	CydC	database	string-db
BSU_38740	CydC	BSU_38730	CydD	database	string-db
BSU_38750	CydB	BSU_38150	QoxC	database	string-db
BSU_38750	CydB	BSU_14910	CtaE	database	string-db
BSU_38750	CydB	BSU_30710	YthA	database	string-db
BSU_38750	CydB	BSU_38140	QoxD	database	string-db
BSU_38750	CydB	BSU_30720	YthB	database	string-db
BSU_38750	CydB	BSU_38760	CydA	database	string-db
BSU_38760	CydA	BSU_30710	YthA	database	string-db
BSU_38760	CydA	BSU_38750	CydB	database	string-db
BSU_38760	CydA	BSU_38140	QoxD	database	string-db
BSU_38760	CydA	BSU_14910	CtaE	database	string-db
BSU_38760	CydA	BSU_38150	QoxC	database	string-db
BSU_38810	MsmX	BSU_03370	YckA	database	string-db
BSU_38810	MsmX	BSU_08330	YfiN	database	string-db
BSU_38810	MsmX	BSU_40150	YydI	database	string-db
BSU_38810	MsmX	BSU_32590	FrlN	database	string-db
BSU_38810	MsmX	BSU_03600	TcyB	database	string-db
BSU_38810	MsmX	BSU_29360	TcyL	database	string-db
BSU_38810	MsmX	BSU_12960	DppE	database	string-db
BSU_38810	MsmX	BSU_34610	MdxE	database	string-db
BSU_38810	MsmX	BSU_34140	GanQ	database	string-db
BSU_38810	MsmX	BSU_03000	OpuAC	database	string-db
BSU_38810	MsmX	BSU_01460	EcfAB	database	string-db
BSU_38810	MsmX	BSU_11430	OppA	database	string-db
BSU_38810	MsmX	BSU_30270	MsmE	database	string-db
BSU_38810	MsmX	BSU_34160	CycB	database	string-db
BSU_38810	MsmX	BSU_28740	AraP	database	string-db
BSU_38810	MsmX	BSU_32580	FrlM	database	string-db
BSU_38810	MsmX	BSU_33810	OpuCC	database	string-db
BSU_38810	MsmX	BSU_39490	YxeN	database	string-db
BSU_38810	MsmX	BSU_30280	AmyD	database	string-db
BSU_38810	MsmX	BSU_30760	MntB	database	string-db
BSU_38810	MsmX	BSU_01450	EcfA	database	string-db
BSU_38810	MsmX	BSU_34150	GanP	database	string-db
BSU_38810	MsmX	BSU_08320	YfiM	database	string-db
BSU_38810	MsmX	BSU_32550	YurJ	database	string-db
BSU_38810	MsmX	BSU_27450	GlnM	database	string-db
BSU_38810	MsmX	BSU_02990	OpuAB	database	string-db
BSU_38810	MsmX	BSU_32600	FrlO	database	string-db
BSU_38810	MsmX	BSU_30740	MntD	database	string-db
BSU_38810	MsmX	BSU_34590	MdxG	database	string-db
BSU_38810	MsmX	BSU_02870	ZnuB	database	string-db
BSU_38810	MsmX	BSU_13220	ThiW	database	string-db
BSU_38810	MsmX	BSU_27460	GlnP	database	string-db
BSU_38810	MsmX	BSU_30290	AmyC	database	string-db
BSU_38810	MsmX	BSU_29350	TcyM	database	string-db
BSU_38810	MsmX	BSU_30750	MntC	database	string-db
BSU_38810	MsmX	BSU_35710	TagG	database	string-db
BSU_38810	MsmX	BSU_33710	OpuBC	database	string-db
BSU_38810	MsmX	BSU_28750	AraN	database	string-db
BSU_38810	MsmX	BSU_15340	YlmA	database	string-db
BSU_38810	MsmX	BSU_23970	ArtQ	database	string-db
BSU_38810	MsmX	BSU_02860	ZnuC	database	string-db
BSU_38810	MsmX	BSU_34080	YvfS	database	string-db
BSU_38810	MsmX	BSU_34600	MdxF	database	string-db
BSU_38810	MsmX	BSU_28730	AraQ	database	string-db
BSU_38860	GalE	BSU_29740	CcpA	experimental	string-db
BSU_38950	YxjH	BSU_29740	CcpA	experimental	string-db
BSU_38960	YxjG	BSU_29740	CcpA	experimental	string-db
BSU_38980	AtoB	BSU_38990	AtoA	experimental	string-db
BSU_38990	AtoA	BSU_38980	AtoB	experimental	string-db
BSU_39020	NupG	BSU_05650	YdgH	experimental	string-db
BSU_39020	NupG	BSU_09900	YhaP	experimental	string-db
BSU_39050	KatE	BSU_38630	KatX	database	string-db
BSU_39050	KatE	BSU_08820	KatA	database	string-db
BSU_39070	BglS	BSU_18130	EglS	textmined	string-db
BSU_39070	BglS	BSU_07050	RhgW	textmined	string-db
BSU_39070	BglS	BSU_07060	RhgX	textmined	string-db
BSU_39110	DeaD	BSU_04580	CshA	database	string-db
BSU_39220	YxxG	BSU_29740	CcpA	experimental	string-db
BSU_39230	WapA	BSU_00660	YabT	experimental	string-db
BSU_39400	Pdp	BSU_39940	YxaL	experimental	string-db
BSU_39400	Pdp	BSU_19630	DeoD	database	string-db
BSU_39400	Pdp	BSU_23490	PupG	database	string-db
BSU_39480	YxeO	BSU_39490	YxeN	database	string-db
BSU_39480	YxeO	BSU_39500	YxeM	database	string-db
BSU_39490	YxeN	BSU_01450	EcfA	database	string-db
BSU_39490	YxeN	BSU_30760	MntB	database	string-db
BSU_39490	YxeN	BSU_33810	OpuCC	database	string-db
BSU_39490	YxeN	BSU_30740	MntD	database	string-db
BSU_39490	YxeN	BSU_08330	YfiN	database	string-db
BSU_39490	YxeN	BSU_03370	YckA	database	string-db
BSU_39490	YxeN	BSU_02990	OpuAB	database	string-db
BSU_39490	YxeN	BSU_27450	GlnM	database	string-db
BSU_39490	YxeN	BSU_32550	YurJ	database	string-db
BSU_39490	YxeN	BSU_08320	YfiM	database	string-db
BSU_39490	YxeN	BSU_34150	GanP	database	string-db
BSU_39490	YxeN	BSU_02870	ZnuB	database	string-db
BSU_39490	YxeN	BSU_39500	YxeM	database	string-db
BSU_39490	YxeN	BSU_40150	YydI	database	string-db
BSU_39490	YxeN	BSU_27460	GlnP	database	string-db
BSU_39490	YxeN	BSU_13220	ThiW	database	string-db
BSU_39490	YxeN	BSU_35710	TagG	database	string-db
BSU_39490	YxeN	BSU_03600	TcyB	database	string-db
BSU_39490	YxeN	BSU_30750	MntC	database	string-db
BSU_39490	YxeN	BSU_39480	YxeO	database	string-db
BSU_39490	YxeN	BSU_29350	TcyM	database	string-db
BSU_39490	YxeN	BSU_12960	DppE	database	string-db
BSU_39490	YxeN	BSU_34610	MdxE	database	string-db
BSU_39490	YxeN	BSU_15340	YlmA	database	string-db
BSU_39490	YxeN	BSU_23970	ArtQ	database	string-db
BSU_39490	YxeN	BSU_29360	TcyL	database	string-db
BSU_39490	YxeN	BSU_33710	OpuBC	database	string-db
BSU_39490	YxeN	BSU_34160	CycB	database	string-db
BSU_39490	YxeN	BSU_38810	MsmX	database	string-db
BSU_39490	YxeN	BSU_34080	YvfS	database	string-db
BSU_39490	YxeN	BSU_11430	OppA	database	string-db
BSU_39490	YxeN	BSU_02860	ZnuC	database	string-db
BSU_39490	YxeN	BSU_03000	OpuAC	database	string-db
BSU_39490	YxeN	BSU_01460	EcfAB	database	string-db
BSU_39490	YxeN	BSU_34600	MdxF	database	string-db
BSU_39500	YxeM	BSU_39490	YxeN	database	string-db
BSU_39500	YxeM	BSU_39480	YxeO	database	string-db
BSU_39550	YxeH	BSU_39560	YxeG	textmined	string-db
BSU_39560	YxeG	BSU_39550	YxeH	textmined	string-db
BSU_39580	YxeE	BSU_25210	DnaG	experimental	string-db
BSU_39580	YxeE	BSU_15280	FtsA	experimental	string-db
BSU_39580	YxeE	BSU_24300	XseA	experimental	string-db
BSU_39650	YxdK	BSU_39660	YxdJ	textmined	string-db
BSU_39660	YxdJ	BSU_39650	YxdK	textmined	string-db
BSU_39660	YxdJ	BSU_36930	YwlE	textmined	string-db
BSU_39660	YxdJ	BSU_37240	YwiE	experimental	string-db
BSU_39700	IolG	BSU_27770	YrbE	database	string-db
BSU_39730	IolD	BSU_28310	IlvB	database	string-db
BSU_39730	IolD	BSU_36010	AlsS	database	string-db
BSU_39790	YxcE	BSU_07580	CitS	experimental	string-db
BSU_39810	CsbC	BSU_14400	FruA	experimental	string-db
BSU_39810	CsbC	BSU_13390	YkoT	experimental	string-db
BSU_39810	CsbC	BSU_03740	YclI	experimental	string-db
BSU_39810	CsbC	BSU_12890	YkcC	experimental	string-db
BSU_39810	CsbC	BSU_05650	YdgH	experimental	string-db
BSU_39810	CsbC	BSU_09900	YhaP	experimental	string-db
BSU_39810	CsbC	BSU_06710	SwrC	experimental	string-db
BSU_39810	CsbC	BSU_10160	YhgE	experimental	string-db
BSU_39820	HtpG	BSU_37240	YwiE	experimental	string-db
BSU_39870	YxbD	BSU_10770	WprA	experimental	string-db
BSU_39920	AsnH	BSU_23580	AnsA	database	string-db
BSU_39920	AsnH	BSU_10790	AsnO	database	string-db
BSU_39920	AsnH	BSU_02690	AnsZ	database	string-db
BSU_39920	AsnH	BSU_30540	AsnB	database	string-db
BSU_39940	YxaL	BSU_00330	DnaH	experimental	string-db
BSU_39940	YxaL	BSU_09180	YhcQ	experimental	string-db
BSU_39940	YxaL	BSU_06610	PcrA	experimental	string-db
BSU_39940	YxaL	BSU_03790	YclM	experimental	string-db
BSU_39940	YxaL	BSU_39400	Pdp	experimental	string-db
BSU_39940	YxaL	BSU_00890	YacL	experimental	string-db
BSU_39940	YxaL	BSU_06710	SwrC	experimental	string-db
BSU_39940	YxaL	BSU_13740	QueE	experimental	string-db
BSU_39940	YxaL	BSU_29090	PolA	experimental	string-db
BSU_39940	YxaL	BSU_21350	CwlP	experimental	string-db
BSU_40010	YxaD	BSU_36260	YwqC	experimental	string-db
BSU_40010	YxaD	BSU_25560	HolA	experimental	string-db
BSU_40010	YxaD	BSU_23220	ScpA	experimental	string-db
BSU_40080	GntZ	BSU_25730	YqeC	database	string-db
BSU_40080	GntZ	BSU_23860	GndA	database	string-db
BSU_40090	AhpC	BSU_40100	AhpF	database	string-db
BSU_40090	AhpC	BSU_29740	CcpA	experimental	string-db
BSU_40100	AhpF	BSU_29740	CcpA	experimental	string-db
BSU_40100	AhpF	BSU_40090	AhpC	database	string-db
BSU_40120	YyzE	BSU_24850	GlcK	database	string-db
BSU_40120	YyzE	BSU_22230	YpqE	database	string-db
BSU_40120	YyzE	BSU_07800	TreP	database	string-db
BSU_40120	YyzE	BSU_08200	MalP	database	string-db
BSU_40120	YyzE	BSU_13890	PtsG	database	string-db
BSU_40140	YydJ	BSU_40150	YydI	database	string-db
BSU_40150	YydI	BSU_34600	MdxF	database	string-db
BSU_40150	YydI	BSU_03000	OpuAC	database	string-db
BSU_40150	YydI	BSU_01460	EcfAB	database	string-db
BSU_40150	YydI	BSU_02860	ZnuC	database	string-db
BSU_40150	YydI	BSU_11430	OppA	database	string-db
BSU_40150	YydI	BSU_34080	YvfS	database	string-db
BSU_40150	YydI	BSU_38810	MsmX	database	string-db
BSU_40150	YydI	BSU_34160	CycB	database	string-db
BSU_40150	YydI	BSU_33710	OpuBC	database	string-db
BSU_40150	YydI	BSU_29360	TcyL	database	string-db
BSU_40150	YydI	BSU_15340	YlmA	database	string-db
BSU_40150	YydI	BSU_23970	ArtQ	database	string-db
BSU_40150	YydI	BSU_34610	MdxE	database	string-db
BSU_40150	YydI	BSU_12960	DppE	database	string-db
BSU_40150	YydI	BSU_29350	TcyM	database	string-db
BSU_40150	YydI	BSU_30750	MntC	database	string-db
BSU_40150	YydI	BSU_03600	TcyB	database	string-db
BSU_40150	YydI	BSU_35710	TagG	database	string-db
BSU_40150	YydI	BSU_13220	ThiW	database	string-db
BSU_40150	YydI	BSU_27460	GlnP	database	string-db
BSU_40150	YydI	BSU_02870	ZnuB	database	string-db
BSU_40150	YydI	BSU_34150	GanP	database	string-db
BSU_40150	YydI	BSU_08320	YfiM	database	string-db
BSU_40150	YydI	BSU_27450	GlnM	database	string-db
BSU_40150	YydI	BSU_32550	YurJ	database	string-db
BSU_40150	YydI	BSU_02990	OpuAB	database	string-db
BSU_40150	YydI	BSU_03370	YckA	database	string-db
BSU_40150	YydI	BSU_08330	YfiN	database	string-db
BSU_40150	YydI	BSU_30740	MntD	database	string-db
BSU_40150	YydI	BSU_33810	OpuCC	database	string-db
BSU_40150	YydI	BSU_39490	YxeN	database	string-db
BSU_40150	YydI	BSU_30760	MntB	database	string-db
BSU_40150	YydI	BSU_40140	YydJ	database	string-db
BSU_40150	YydI	BSU_01450	EcfA	database	string-db
BSU_40190	Fbp	BSU_33950	CggR	textmined	string-db
BSU_40190	Fbp	BSU_35000	HprK	textmined	string-db
BSU_40190	Fbp	BSU_29190	PfkA	database	string-db
BSU_40190	Fbp	BSU_37090	YwjI	database	string-db
BSU_40250	YycR	BSU_26970	AdhB	database	string-db
BSU_40360	HtrC	BSU_26150	YqbD	experimental	string-db
BSU_40360	HtrC	BSU_34770	YvcJ	experimental	string-db
BSU_40360	HtrC	BSU_31860	YueB	experimental	string-db
BSU_40360	HtrC	BSU_12790	XhlA	experimental	string-db
BSU_40360	HtrC	BSU_10160	YhgE	experimental	string-db
BSU_40360	HtrC	BSU_05650	YdgH	experimental	string-db
BSU_40360	HtrC	BSU_26030	YqbO	experimental	string-db
BSU_40360	HtrC	BSU_14400	FruA	experimental	string-db
BSU_40360	HtrC	BSU_03740	YclI	experimental	string-db
BSU_40360	HtrC	BSU_12890	YkcC	experimental	string-db
BSU_40360	HtrC	BSU_09900	YhaP	experimental	string-db
BSU_40360	HtrC	BSU_06710	SwrC	experimental	string-db
BSU_40360	HtrC	BSU_13390	YkoT	experimental	string-db
BSU_40360	HtrC	BSU_34840	YvcB	experimental	string-db
BSU_40360	HtrC	BSU_25330	YqfF	experimental	string-db
BSU_40360	HtrC	BSU_19510	YojB	experimental	string-db
BSU_40360	HtrC	BSU_36190	RttN	experimental	string-db
BSU_40360	HtrC	BSU_37030	RacA	experimental	string-db
BSU_40370	WalJ	BSU_33030	YuxN	experimental	string-db
BSU_40380	YycI	BSU_40400	WalK	textmined	string-db
BSU_40390	WalH	BSU_40400	WalK	textmined	string-db
BSU_40400	WalK	BSU_15240	DivIB	textmined	string-db
BSU_40400	WalK	BSU_40390	WalH	textmined	string-db
BSU_40400	WalK	BSU_15150	FtsL	textmined	string-db
BSU_40400	WalK	BSU_06380	YebC	experimental	string-db
BSU_40400	WalK	BSU_40380	YycI	textmined	string-db
BSU_40400	WalK	BSU_13910	PtsI	experimental	string-db
BSU_40400	WalK	BSU_15290	FtsZ	textmined	string-db
BSU_40400	WalK	BSU_15160	PbpB	textmined	string-db
BSU_40400	WalK	BSU_40410	WalR	textmined	string-db
BSU_40410	WalR	BSU_40400	WalK	textmined	string-db
BSU_40420	PurA	BSU_29740	CcpA	experimental	string-db
BSU_40440	DnaC	BSU_24300	XseA	experimental	string-db
BSU_40440	DnaC	BSU_15710	PriA	database	string-db
BSU_40440	DnaC	BSU_22350	DnaD	database	string-db
BSU_40440	DnaC	BSU_01220	RpsC	experimental	string-db
BSU_40440	DnaC	BSU_09930	YhaM	experimental	string-db
BSU_40440	DnaC	BSU_25210	DnaG	experimental	string-db
BSU_40440	DnaC	BSU_09950	PrsA	experimental	string-db
BSU_40440	DnaC	BSU_19220	RtbI	database	string-db
BSU_40440	DnaC	BSU_00010	DnaA	textmined	string-db
BSU_40440	DnaC	BSU_01130	TufA	experimental	string-db
BSU_40440	DnaC	BSU_28980	DnaI	experimental	string-db
BSU_40440	DnaC	BSU_26310	YqaH	textmined	string-db
BSU_40440	DnaC	BSU_24040	BkdAB	experimental	string-db
BSU_40440	DnaC	BSU_23020	RecQ	database	string-db
BSU_40440	DnaC	BSU_01120	FusA	experimental	string-db
BSU_40440	DnaC	BSU_30540	AsnB	experimental	string-db
BSU_40440	DnaC	BSU_02030	YbdM	experimental	string-db
BSU_40440	DnaC	BSU_00190	DnaX	experimental	string-db
BSU_40440	DnaC	BSU_16580	PolC	textmined	string-db
BSU_40440	DnaC	BSU_12530	XkdC	experimental	string-db
BSU_40440	DnaC	BSU_00020	DnaN	textmined	string-db
BSU_40440	DnaC	BSU_04730	SigB	experimental	string-db
BSU_40440	DnaC	BSU_17890	Tkt	experimental	string-db
BSU_40440	DnaC	BSU_28990	DnaB	database	string-db
BSU_40440	DnaC	BSU_26260	YqaM	experimental	string-db
BSU_40500	RplI	BSU_28860	RpmI	experimental	string-db
BSU_40500	RplI	BSU_01230	RplP	experimental	string-db
BSU_40500	RplI	BSU_01240	RpmC	experimental	string-db
BSU_40500	RplI	BSU_01220	RpsC	experimental	string-db
BSU_40500	RplI	BSU_01290	RpsNA	experimental	string-db
BSU_40500	RplI	BSU_01310	RplF	experimental	string-db
BSU_40500	RplI	BSU_01100	RpsL	experimental	string-db
BSU_40500	RplI	BSU_01160	RplC	experimental	string-db
BSU_40500	RplI	BSU_01350	RplO	experimental	string-db
BSU_40500	RplI	BSU_29660	RpsD	experimental	string-db
BSU_40500	RplI	BSU_01400	RpmJ	experimental	string-db
BSU_40500	RplI	BSU_01150	RpsJ	experimental	string-db
BSU_40500	RplI	BSU_01410	RpsM	experimental	string-db
BSU_40500	RplI	BSU_01440	RplQ	experimental	string-db
BSU_40500	RplI	BSU_28850	RplT	experimental	string-db
BSU_40500	RplI	BSU_37070	RpmEA	experimental	string-db
BSU_40500	RplI	BSU_25410	RpsU	experimental	string-db
BSU_40500	RplI	BSU_16040	RplS	experimental	string-db
BSU_40500	RplI	BSU_01280	RplE	experimental	string-db
BSU_40500	RplI	BSU_27940	RpmA	experimental	string-db
BSU_40500	RplI	BSU_01270	RplX	experimental	string-db
BSU_40500	RplI	BSU_15990	RpsP	experimental	string-db
BSU_40500	RplI	BSU_40890	RpsR	experimental	string-db
BSU_40500	RplI	BSU_16680	RpsO	experimental	string-db
BSU_40500	RplI	BSU_01180	RplW	experimental	string-db
BSU_40500	RplI	BSU_01040	RplJ	experimental	string-db
BSU_40500	RplI	BSU_01320	RplR	experimental	string-db
BSU_40500	RplI	BSU_24900	RpmGA	experimental	string-db
BSU_40500	RplI	BSU_23880	MifM	experimental	string-db
BSU_40500	RplI	BSU_01170	RplD	experimental	string-db
BSU_40500	RplI	BSU_40910	RpsF	experimental	string-db
BSU_40500	RplI	BSU_01500	RpsI	experimental	string-db
BSU_40500	RplI	BSU_41060	RpmH	experimental	string-db
BSU_40500	RplI	BSU_01300	RpsH	experimental	string-db
BSU_40500	RplI	BSU_15080	RpmF	experimental	string-db
BSU_40500	RplI	BSU_15820	RpmB	experimental	string-db
BSU_40500	RplI	BSU_01260	RplNA	experimental	string-db
BSU_40500	RplI	BSU_27960	RplU	experimental	string-db
BSU_40500	RplI	BSU_01490	RplM	experimental	string-db
BSU_40500	RplI	BSU_01330	RpsE	experimental	string-db
BSU_40500	RplI	BSU_01250	RpsQ	experimental	string-db
BSU_40500	RplI	BSU_01110	RpsG	experimental	string-db
BSU_40500	RplI	BSU_01200	RpsS	experimental	string-db
BSU_40500	RplI	BSU_01420	RpsK	experimental	string-db
BSU_40500	RplI	BSU_01190	RplB	experimental	string-db
BSU_40500	RplI	BSU_01340	RpmD	experimental	string-db
BSU_40500	RplI	BSU_16490	RpsB	experimental	string-db
BSU_40500	RplI	BSU_25550	RpsT	experimental	string-db
BSU_40500	RplI	BSU_28580	MutSB	experimental	string-db
BSU_40500	RplI	BSU_01020	RplK	experimental	string-db
BSU_40500	RplI	BSU_01210	RplV	experimental	string-db
BSU_40550	PpaC	BSU_29740	CcpA	experimental	string-db
BSU_40550	PpaC	BSU_34970	PpaX	database	string-db
BSU_40800	YyaN	BSU_23220	ScpA	experimental	string-db
BSU_40840	YyaJ	BSU_05650	YdgH	experimental	string-db
BSU_40840	YyaJ	BSU_12890	YkcC	experimental	string-db
BSU_40840	YyaJ	BSU_10160	YhgE	experimental	string-db
BSU_40840	YyaJ	BSU_06710	SwrC	experimental	string-db
BSU_40860	YyaH	BSU_38370	YwbC	database	string-db
BSU_40860	YyaH	BSU_28700	YsfE	database	string-db
BSU_40890	RpsR	BSU_01440	RplQ	experimental	string-db
BSU_40890	RpsR	BSU_28850	RplT	experimental	string-db
BSU_40890	RpsR	BSU_37070	RpmEA	experimental	string-db
BSU_40890	RpsR	BSU_01030	RplA	experimental	string-db
BSU_40890	RpsR	BSU_01410	RpsM	experimental	string-db
BSU_40890	RpsR	BSU_29660	RpsD	experimental	string-db
BSU_40890	RpsR	BSU_01400	RpmJ	experimental	string-db
BSU_40890	RpsR	BSU_01150	RpsJ	experimental	string-db
BSU_40890	RpsR	BSU_01100	RpsL	experimental	string-db
BSU_40890	RpsR	BSU_01160	RplC	experimental	string-db
BSU_40890	RpsR	BSU_01350	RplO	experimental	string-db
BSU_40890	RpsR	BSU_01310	RplF	experimental	string-db
BSU_40890	RpsR	BSU_01240	RpmC	experimental	string-db
BSU_40890	RpsR	BSU_28860	RpmI	experimental	string-db
BSU_40890	RpsR	BSU_01230	RplP	experimental	string-db
BSU_40890	RpsR	BSU_01290	RpsNA	experimental	string-db
BSU_40890	RpsR	BSU_01220	RpsC	experimental	string-db
BSU_40890	RpsR	BSU_01300	RpsH	experimental	string-db
BSU_40890	RpsR	BSU_41060	RpmH	experimental	string-db
