"regulator_locus","regulator_name","mode","gene_locus","gene_name"
"BSU_02370","gamR","repression","BSU_02380","ybgB"
"BSU_25200","sigA","sigma factor","BSU_02380","ybgB"
"BSU_38700","sigY","sigma factor","BSU_02380","ybgB"
"BSU_08730","perR","repression","BSU_08820","katA"
"","stringent response","negative regulation","BSU_00500","gcaD"
"","stringent response","negative regulation","BSU_00510","prs"
"","stringent response","negative regulation","BSU_00520","ctc"
"BSU_11500","spx","activation","BSU_19470","yojF"
"BSU_11500","spx","activation","BSU_19479","yoyC"
"BSU_11500","spx","activation","BSU_19460","bshB2"
"BSU_25200","sigA","sigma factor","BSU_19470","yojF"
"BSU_25200","sigA","sigma factor","BSU_19479","yoyC"
"BSU_25200","sigA","sigma factor","BSU_19460","bshB2"
"BSU_23450","sigF","sigma factor","BSU_00560","spoVT"
"BSU_15330","sigG","sigma factor","BSU_00560","spoVT"
"BSU_25100","zur","repression","BSU_26830","zinT"
"BSU_25200","sigA","sigma factor","BSU_26830","zinT"
"BSU_36420","spoIIID","repression","BSU_22520","ypjB"
"BSU_15320","sigE","sigma factor","BSU_22520","ypjB"
"BSU_29740","ccpA","repression","BSU_35050","yvnA"
"BSU_00370","abrB","repression","BSU_35050","yvnA"
"BSU_15320","sigE","sigma factor","BSU_04630","ssdC"
"BSU_15320","sigE","sigma factor","BSU_08930","cspR"
"BSU_15320","sigE","sigma factor","BSU_08920","yhbB"
"BSU_03750","yclJ","activation","BSU_18190","uptA"
"BSU_03750","yclJ","activation","BSU_18180","yngB"
"BSU_03750","yclJ","activation","BSU_18170","yngA"
"BSU_29110","phoP","repression","BSU_35750","tagA"
"BSU_29110","phoP","repression","BSU_35760","tagB"
"BSU_40410","walR","activation","BSU_35750","tagA"
"BSU_40410","walR","activation","BSU_35760","tagB"
"BSU_25200","sigA","sigma factor","BSU_35750","tagA"
"BSU_25200","sigA","sigma factor","BSU_35760","tagB"
"","stringent response","negative regulation","BSU_15990","rpsP"
"","stringent response","negative regulation","BSU_16000","khpA"
"BSU_16170","codY","repression","BSU_39890","yxbB"
"BSU_16170","codY","repression","BSU_39900","yxbA"
"BSU_16170","codY","repression","BSU_39920","asnH"
"BSU_16170","codY","repression","BSU_39910","yxnB"
"BSU_16170","codY","repression","BSU_39930","yxaM"
"BSU_00370","abrB","repression","BSU_39890","yxbB"
"BSU_00370","abrB","repression","BSU_39900","yxbA"
"BSU_00370","abrB","repression","BSU_39920","asnH"
"BSU_00370","abrB","repression","BSU_39910","yxnB"
"BSU_00370","abrB","repression","BSU_39930","yxaM"
"BSU_25200","sigA","sigma factor","BSU_39890","yxbB"
"BSU_25200","sigA","sigma factor","BSU_39900","yxbA"
"BSU_25200","sigA","sigma factor","BSU_39920","asnH"
"BSU_25200","sigA","sigma factor","BSU_39910","yxnB"
"BSU_25200","sigA","sigma factor","BSU_39930","yxaM"
"BSU_15330","sigG","sigma factor","BSU_19950","sspC"
"BSU_24610","sinR","repression","BSU_10300","aprE"
"BSU_09990","scoC","repression","BSU_10300","aprE"
"BSU_00370","abrB","repression","BSU_10300","aprE"
"BSU_35490","degU","activation","BSU_10300","aprE"
"BSU_16170","codY","repression","BSU_10300","aprE"
"BSU_25200","sigA","sigma factor","BSU_10300","aprE"
"BSU_16470","sigD","sigma factor","BSU_14010","cheV"
"BSU_16470","sigD","sigma factor","BSU_33870","yvbI"
"BSU_33970","araR","repression","BSU_33970","araR"
"BSU_25200","sigA","sigma factor","BSU_33970","araR"
"BSU_24220","spo0A","activation","BSU_37130","spo0F"
"BSU_25200","sigA","sigma factor","BSU_37130","spo0F"
"BSU_00980","sigH","sigma factor","BSU_37130","spo0F"
"BSU_04730","sigB","sigma factor","BSU_39840","yxbG"
"BSU_15320","sigE","sigma factor","BSU_11790","yjcA"
"BSU_33080","liaR","activation","BSU_09340","yhdA"
"BSU_33080","liaR","activation","BSU_09320","yhcY"
"BSU_33080","liaR","activation","BSU_09330","yhcZ"
"BSU_25200","sigA","sigma factor","BSU_09340","yhdA"
"BSU_25200","sigA","sigma factor","BSU_09320","yhcY"
"BSU_25200","sigA","sigma factor","BSU_09330","yhcZ"
"BSU_04730","sigB","sigma factor","BSU_04370","ydaS"
"BSU_24220","spo0A","activation","BSU_25880","yqxJ"
"BSU_24220","spo0A","activation","BSU_25890","yqxI"
"BSU_29740","ccpA","repression","BSU_25880","yqxJ"
"BSU_29740","ccpA","repression","BSU_25890","yqxI"
"BSU_00370","abrB","repression","BSU_25880","yqxJ"
"BSU_00370","abrB","repression","BSU_25890","yqxI"
"BSU_19120","czrA","repression","BSU_33490","cadA"
"BSU_25200","sigA","sigma factor","BSU_33490","cadA"
"BSU_26580","bltR","activation","BSU_26600","bltD"
"BSU_26580","bltR","activation","BSU_26590","blt"
"BSU_36600","mta","activation","BSU_26600","bltD"
"BSU_36600","mta","activation","BSU_26590","blt"
"BSU_25200","sigA","sigma factor","BSU_26600","bltD"
"BSU_25200","sigA","sigma factor","BSU_26590","blt"
"BSU_29740","ccpA","repression","BSU_18960","yozM"
"BSU_17850","lexA","repression","BSU_18960","yozM"
"BSU_29740","ccpA","repression","BSU_39330","abn2"
"BSU_00980","sigH","sigma factor","BSU_39330","abn2"
"BSU_25200","sigA","sigma factor","BSU_39330","abn2"
"BSU_36420","spoIIID","repression","BSU_25060","yqfZ"
"BSU_36420","spoIIID","repression","BSU_25070","ispG"
"BSU_15320","sigE","sigma factor","BSU_25060","yqfZ"
"BSU_15320","sigE","sigma factor","BSU_25070","ispG"
"BSU_25200","sigA","sigma factor","BSU_34700","psdA"
"BSU_25200","sigA","sigma factor","BSU_34720","psdR"
"BSU_25200","sigA","sigma factor","BSU_34710","psdS"
"BSU_25200","sigA","sigma factor","BSU_34690","psdB"
"BSU_34720","psdR","activation","BSU_34700","psdA"
"BSU_34720","psdR","activation","BSU_34720","psdR"
"BSU_34720","psdR","activation","BSU_34710","psdS"
"BSU_34720","psdR","activation","BSU_34690","psdB"
"BSU_15320","sigE","sigma factor","BSU_17740","ynzB"
"BSU_15320","sigE","sigma factor","BSU_17720","yndA"
"BSU_36420","spoIIID","repression","BSU_09830","yhaX"
"BSU_15320","sigE","sigma factor","BSU_09830","yhaX"
"BSU_15320","sigE","sigma factor","BSU_40940","yyaD"
"BSU_25200","sigA","sigma factor","BSU_14629","sr1"
"BSU_25250","ccpN","repression","BSU_14629","sr1"
"BSU_25200","sigA","sigma factor","BSU_22030","dynA"
"BSU_25200","sigA","sigma factor","BSU_22020","ypbS"
"BSU_25200","sigA","sigma factor","BSU_22019","ypzF"
"BSU_04730","sigB","sigma factor","BSU_29780","facZ"
"BSU_04730","sigB","sigma factor","BSU_29770","ytxH"
"BSU_04730","sigB","sigma factor","BSU_29760","brxC"
"BSU_00980","sigH","sigma factor","BSU_29780","facZ"
"BSU_00980","sigH","sigma factor","BSU_29770","ytxH"
"BSU_00980","sigH","sigma factor","BSU_29760","brxC"
"BSU_00370","abrB","repression","BSU_14340","yknW"
"BSU_00370","abrB","repression","BSU_14370","yknZ"
"BSU_00370","abrB","repression","BSU_14350","yknX"
"BSU_00370","abrB","repression","BSU_14360","yknY"
"BSU_01730","sigW","sigma factor","BSU_14340","yknW"
"BSU_01730","sigW","sigma factor","BSU_14370","yknZ"
"BSU_01730","sigW","sigma factor","BSU_14350","yknX"
"BSU_01730","sigW","sigma factor","BSU_14360","yknY"
"BSU_23520","fur","repression","BSU_18630","yoaJ"
"BSU_28550","fadR","repression","BSU_14071","fadG"
"BSU_28550","fadR","repression","BSU_14072","ykzU"
"BSU_28550","fadR","repression","BSU_14060","fadH"
"BSU_36420","spoIIID","repression","BSU_22200","cotD"
"BSU_28410","gerE","activation","BSU_22200","cotD"
"BSU_25760","sigK","sigma factor","BSU_22200","cotD"
"BSU_28410","gerE","repression","BSU_10610","yhjR"
"BSU_28410","gerE","repression","BSU_10600","yhjQ"
"BSU_15320","sigE","sigma factor","BSU_10610","yhjR"
"BSU_15320","sigE","sigma factor","BSU_10600","yhjQ"
"BSU_25760","sigK","sigma factor","BSU_10610","yhjR"
"BSU_25760","sigK","sigma factor","BSU_10600","yhjQ"
"BSU_25200","sigA","sigma factor","BSU_29730","motP"
"BSU_25200","sigA","sigma factor","BSU_29720","motS"
"BSU_25200","sigA","sigma factor","BSU_29740","ccpA"
"BSU_33660","rghR","repression","BSU_36380","rapD"
"BSU_25200","sigA","sigma factor","BSU_36380","rapD"
"BSU_09520","sigM","sigma factor","BSU_36380","rapD"
"BSU_23100","sigX","sigma factor","BSU_36380","rapD"
"BSU_24220","spo0A","repression","BSU_27370","mltG"
"","S-box","RNA switch","BSU_13610","mtnB"
"","S-box","RNA switch","BSU_13590","mtnW"
"","S-box","RNA switch","BSU_13600","mtnX"
"","S-box","RNA switch","BSU_13620","mtnD"
"BSU_25200","sigA","sigma factor","BSU_13610","mtnB"
"BSU_25200","sigA","sigma factor","BSU_13590","mtnW"
"BSU_25200","sigA","sigma factor","BSU_13600","mtnX"
"BSU_25200","sigA","sigma factor","BSU_13620","mtnD"
"BSU_16470","sigD","sigma factor","BSU_18610","yoaH"
"BSU_33660","rghR","repression","BSU_33640","yvaM"
"BSU_31530","malR","activation","BSU_31580","maeN"
"BSU_37310","fnr","activation","BSU_37250","narI"
"BSU_37310","fnr","activation","BSU_37260","narJ"
"BSU_37310","fnr","activation","BSU_37270","narH"
"BSU_37310","fnr","activation","BSU_37280","narG"
"BSU_25200","sigA","sigma factor","BSU_37250","narI"
"BSU_25200","sigA","sigma factor","BSU_37260","narJ"
"BSU_25200","sigA","sigma factor","BSU_37270","narH"
"BSU_25200","sigA","sigma factor","BSU_37280","narG"
"BSU_15320","sigE","sigma factor","BSU_11730","cotO"
"BSU_28550","fadR","repression","BSU_10270","lcfB"
"BSU_29740","ccpA","repression","BSU_10270","lcfB"
"BSU_25200","sigA","sigma factor","BSU_10270","lcfB"
"BSU_15320","sigE","sigma factor","BSU_28960","ytxC"
"BSU_29110","phoP","activation","BSU_18920","phrK"
"BSU_29110","phoP","activation","BSU_18910","rapK"
"BSU_00370","abrB","repression","BSU_18920","phrK"
"BSU_00370","abrB","repression","BSU_18910","rapK"
"BSU_00980","sigH","sigma factor","BSU_18920","phrK"
"BSU_00980","sigH","sigma factor","BSU_18910","rapK"
"BSU_00830","ctsR","repression","BSU_34540","clpP"
"BSU_25200","sigA","sigma factor","BSU_34540","clpP"
"BSU_04730","sigB","sigma factor","BSU_34540","clpP"
"BSU_00560","spoVT","repression","BSU_16790","tepA"
"BSU_00560","spoVT","repression","BSU_16799","ylzJ"
"BSU_15330","sigG","sigma factor","BSU_16790","tepA"
"BSU_15330","sigG","sigma factor","BSU_16799","ylzJ"
"BSU_29740","ccpA","activation","BSU_37660","pta"
"BSU_25200","sigA","sigma factor","BSU_37660","pta"
"BSU_15330","sigG","sigma factor","BSU_07760","yfkT"
"BSU_15330","sigG","sigma factor","BSU_07790","yfkQ"
"BSU_15330","sigG","sigma factor","BSU_07770","yfkS"
"BSU_15330","sigG","sigma factor","BSU_07780","yfkR"
"BSU_04730","sigB","sigma factor","BSU_07760","yfkT"
"BSU_04730","sigB","sigma factor","BSU_07790","yfkQ"
"BSU_04730","sigB","sigma factor","BSU_07770","yfkS"
"BSU_04730","sigB","sigma factor","BSU_07780","yfkR"
"BSU_23450","sigF","sigma factor","BSU_36970","spoIIR"
"BSU_01730","sigW","sigma factor","BSU_31000","yuaI"
"BSU_01730","sigW","sigma factor","BSU_31010","floT"
"BSU_01730","sigW","sigma factor","BSU_31020","yuaF"
"BSU_07390","yfmP","repression","BSU_07390","yfmP"
"BSU_07390","yfmP","repression","BSU_07400","yfmO"
"BSU_25200","sigA","sigma factor","BSU_07390","yfmP"
"BSU_25200","sigA","sigma factor","BSU_07400","yfmO"
"BSU_25200","sigA","sigma factor","BSU_01380","map"
"BSU_25200","sigA","sigma factor","BSU_01360","secY"
"BSU_25200","sigA","sigma factor","BSU_01350","rplO"
"BSU_25200","sigA","sigma factor","BSU_01370","adk"
"","stringent response","negative regulation","BSU_01380","map"
"","stringent response","negative regulation","BSU_01360","secY"
"","stringent response","negative regulation","BSU_01350","rplO"
"","stringent response","negative regulation","BSU_01370","adk"
"BSU_23520","fur","repression","BSU_03820","fpbP"
"BSU_23520","fur","repression","BSU_03800","fpbN"
"BSU_23520","fur","repression","BSU_03830","fpbQ"
"BSU_23520","fur","repression","BSU_03810","fpbO"
"BSU_00560","spoVT","repression","BSU_03920","glcU"
"BSU_00560","spoVT","repression","BSU_03930","gdh"
"BSU_15330","sigG","sigma factor","BSU_03920","glcU"
"BSU_15330","sigG","sigma factor","BSU_03930","gdh"
"BSU_25200","sigA","sigma factor","BSU_19470","yojF"
"BSU_25200","sigA","sigma factor","BSU_19479","yoyC"
"BSU_25200","sigA","sigma factor","BSU_19460","bshB2"
"BSU_25200","sigA","sigma factor","BSU_19480","yojE"
"BSU_09520","sigM","sigma factor","BSU_38120","rodA"
"BSU_23450","sigF","sigma factor","BSU_36540","ywnJ"
"BSU_09520","sigM","sigma factor","BSU_36540","ywnJ"
"BSU_01730","sigW","sigma factor","BSU_36540","ywnJ"
"BSU_23100","sigX","sigma factor","BSU_36540","ywnJ"
"BSU_24610","sinR","repression","BSU_00490","spoVG"
"BSU_00370","abrB","repression","BSU_00490","spoVG"
"BSU_00980","sigH","sigma factor","BSU_00490","spoVG"
"BSU_25200","sigA","sigma factor","BSU_31500","yuxK"
"BSU_25200","sigA","sigma factor","BSU_31490","pbpD"
"BSU_28410","gerE","activation","BSU_39580","yxeE"
"BSU_25760","sigK","sigma factor","BSU_39580","yxeE"
"BSU_25200","sigA","sigma factor","BSU_36690","rapB"
"BSU_28410","gerE","activation","BSU_11320","yjzB"
"BSU_25760","sigK","sigma factor","BSU_11320","yjzB"
"BSU_25200","sigA","sigma factor","BSU_00440","veg"
"BSU_09690","nhaX","activation","BSU_09680","nhaC"
"BSU_00370","abrB","repression","BSU_40040","yxaA"
"BSU_00370","abrB","repression","BSU_40030","yxaB"
"BSU_25200","sigA","sigma factor","BSU_40040","yxaA"
"BSU_25200","sigA","sigma factor","BSU_40030","yxaB"
"BSU_04730","sigB","sigma factor","BSU_40040","yxaA"
"BSU_04730","sigB","sigma factor","BSU_40030","yxaB"
"BSU_09520","sigM","sigma factor","BSU_30500","ytpB"
"BSU_09520","sigM","sigma factor","BSU_30510","ytpA"
"BSU_00560","spoVT","activation","BSU_30840","yteA"
"BSU_15330","sigG","sigma factor","BSU_30840","yteA"
"BSU_27520","cymR","repression","BSU_27240","yrhC"
"BSU_27520","cymR","repression","BSU_27250","mccB"
"BSU_27520","cymR","repression","BSU_27270","mtnN"
"BSU_27520","cymR","repression","BSU_27280","yrrT"
"BSU_27520","cymR","repression","BSU_27260","mccA"
"BSU_11500","spx","activation","BSU_27240","yrhC"
"BSU_11500","spx","activation","BSU_27250","mccB"
"BSU_11500","spx","activation","BSU_27270","mtnN"
"BSU_11500","spx","activation","BSU_27280","yrrT"
"BSU_11500","spx","activation","BSU_27260","mccA"
"BSU_25200","sigA","sigma factor","BSU_27240","yrhC"
"BSU_25200","sigA","sigma factor","BSU_27250","mccB"
"BSU_25200","sigA","sigma factor","BSU_27270","mtnN"
"BSU_25200","sigA","sigma factor","BSU_27280","yrrT"
"BSU_25200","sigA","sigma factor","BSU_27260","mccA"
"BSU_04730","sigB","sigma factor","BSU_30930","ytaB"
"BSU_25200","sigA","sigma factor","BSU_21546","bsrG"
"BSU_25250","ccpN","repression","BSU_30560","pckA"
"BSU_25200","sigA","sigma factor","BSU_30560","pckA"
"BSU_23120","resD","activation","BSU_23120","resD"
"BSU_23120","resD","activation","BSU_23140","resB"
"BSU_23120","resD","activation","BSU_23130","resC"
"BSU_23120","resD","activation","BSU_23110","resE"
"BSU_23120","resD","activation","BSU_23150","resA"
"BSU_29110","phoP","activation","BSU_23120","resD"
"BSU_29110","phoP","activation","BSU_23140","resB"
"BSU_29110","phoP","activation","BSU_23130","resC"
"BSU_29110","phoP","activation","BSU_23110","resE"
"BSU_29110","phoP","activation","BSU_23150","resA"
"BSU_29740","ccpA","repression","BSU_23120","resD"
"BSU_29740","ccpA","repression","BSU_23140","resB"
"BSU_29740","ccpA","repression","BSU_23130","resC"
"BSU_29740","ccpA","repression","BSU_23110","resE"
"BSU_29740","ccpA","repression","BSU_23150","resA"
"BSU_25200","sigA","sigma factor","BSU_23120","resD"
"BSU_25200","sigA","sigma factor","BSU_23140","resB"
"BSU_25200","sigA","sigma factor","BSU_23130","resC"
"BSU_25200","sigA","sigma factor","BSU_23110","resE"
"BSU_25200","sigA","sigma factor","BSU_23150","resA"
"BSU_17850","lexA","repression","BSU_10480","yhjE"
"BSU_17850","lexA","repression","BSU_10490","sipV"
"BSU_25760","sigK","sigma factor","BSU_30920","cotI"
"BSU_01730","sigW","sigma factor","BSU_29520","sppI"
"BSU_01730","sigW","sigma factor","BSU_29530","sppA"
"BSU_25200","sigA","sigma factor","BSU_38290","thiE"
"BSU_25200","sigA","sigma factor","BSU_38300","thiM"
"BSU_25200","sigA","sigma factor","BSU_38310","ywbI"
"BSU_09520","sigM","sigma factor","BSU_38260","efeB"
"BSU_09520","sigM","sigma factor","BSU_38250","ywbO"
"BSU_01730","sigW","sigma factor","BSU_38260","efeB"
"BSU_01730","sigW","sigma factor","BSU_38250","ywbO"
"BSU_23100","sigX","sigma factor","BSU_38260","efeB"
"BSU_23100","sigX","sigma factor","BSU_38250","ywbO"
"","stringent response","negative regulation","BSU_31390","yugI"
"BSU_00370","abrB","repression","BSU_17250","ymaE"
"BSU_00370","abrB","repression","BSU_17240","ymzB"
"BSU_04730","sigB","sigma factor","BSU_17250","ymaE"
"BSU_04730","sigB","sigma factor","BSU_17240","ymzB"
"BSU_03230","putR","activation","BSU_03200","putB"
"BSU_03230","putR","activation","BSU_03210","putC"
"BSU_03230","putR","activation","BSU_03220","putP"
"BSU_24220","spo0A","activation","BSU_03200","putB"
"BSU_24220","spo0A","activation","BSU_03210","putC"
"BSU_24220","spo0A","activation","BSU_03220","putP"
"BSU_16170","codY","repression","BSU_03200","putB"
"BSU_16170","codY","repression","BSU_03210","putC"
"BSU_16170","codY","repression","BSU_03220","putP"
"BSU_25200","sigA","sigma factor","BSU_03200","putB"
"BSU_25200","sigA","sigma factor","BSU_03210","putC"
"BSU_25200","sigA","sigma factor","BSU_03220","putP"
"BSU_11500","spx","activation","BSU_22460","bshA"
"BSU_11500","spx","activation","BSU_22480","mgsA"
"BSU_11500","spx","activation","BSU_22450","cca"
"BSU_11500","spx","activation","BSU_22490","dapB"
"BSU_11500","spx","activation","BSU_22470","bshB1"
"BSU_11500","spx","activation","BSU_22500","ypjD"
"BSU_11500","spx","activation","BSU_22440","birA"
"BSU_25200","sigA","sigma factor","BSU_22460","bshA"
"BSU_25200","sigA","sigma factor","BSU_22480","mgsA"
"BSU_25200","sigA","sigma factor","BSU_22450","cca"
"BSU_25200","sigA","sigma factor","BSU_22490","dapB"
"BSU_25200","sigA","sigma factor","BSU_22470","bshB1"
"BSU_25200","sigA","sigma factor","BSU_22500","ypjD"
"BSU_25200","sigA","sigma factor","BSU_22440","birA"
"BSU_36420","spoIIID","activation","BSU_40530","cotF"
"BSU_25760","sigK","sigma factor","BSU_40530","cotF"
"BSU_28410","gerE","activation","BSU_06850","yeeK"
"BSU_25760","sigK","sigma factor","BSU_06850","yeeK"
"BSU_16170","codY","repression","BSU_21870","ilvD"
"BSU_24220","spo0A","repression","BSU_11300","med"
"BSU_24220","spo0A","repression","BSU_11310","comZ"
"BSU_25200","sigA","sigma factor","BSU_11300","med"
"BSU_25200","sigA","sigma factor","BSU_11310","comZ"
"BSU_04730","sigB","sigma factor","BSU_09450","yhdF"
"BSU_25760","sigK","sigma factor","BSU_00430","yabG"
"","T-box","RNA switch","BSU_13130","proA"
"","T-box","RNA switch","BSU_13120","proB"
"BSU_25200","sigA","sigma factor","BSU_13130","proA"
"BSU_25200","sigA","sigma factor","BSU_13120","proB"
"BSU_15330","sigG","sigma factor","BSU_09230","yhcV"
"BSU_32420","pucR","auto-repression","BSU_32450","pucL"
"BSU_32420","pucR","auto-repression","BSU_32440","pucK"
"BSU_32420","pucR","auto-repression","BSU_32420","pucR"
"BSU_32420","pucR","auto-repression","BSU_32430","pucJ"
"BSU_32420","pucR","auto-repression","BSU_32460","pucM"
"BSU_13310","tnrA","activation","BSU_32450","pucL"
"BSU_13310","tnrA","activation","BSU_32440","pucK"
"BSU_13310","tnrA","activation","BSU_32420","pucR"
"BSU_13310","tnrA","activation","BSU_32430","pucJ"
"BSU_13310","tnrA","activation","BSU_32460","pucM"
"BSU_25200","sigA","sigma factor","BSU_39820","htpG"
"BSU_26720","azlB","repression","BSU_26680","yrdK"
"BSU_26720","azlB","repression","BSU_26700","azlD"
"BSU_26720","azlB","repression","BSU_26690","brnQ"
"BSU_26720","azlB","repression","BSU_26710","azlC"
"BSU_26720","azlB","repression","BSU_26720","azlB"
"BSU_24220","spo0A","activation","BSU_23470","spoIIAA"
"BSU_24220","spo0A","activation","BSU_23460","spoIIAB"
"BSU_24220","spo0A","activation","BSU_23450","sigF"
"BSU_00370","abrB","repression","BSU_23470","spoIIAA"
"BSU_00370","abrB","repression","BSU_23460","spoIIAB"
"BSU_00370","abrB","repression","BSU_23450","sigF"
"BSU_23450","sigF","sigma factor","BSU_23470","spoIIAA"
"BSU_23450","sigF","sigma factor","BSU_23460","spoIIAB"
"BSU_23450","sigF","sigma factor","BSU_23450","sigF"
"BSU_15330","sigG","sigma factor","BSU_23470","spoIIAA"
"BSU_15330","sigG","sigma factor","BSU_23460","spoIIAB"
"BSU_15330","sigG","sigma factor","BSU_23450","sigF"
"BSU_00980","sigH","sigma factor","BSU_23470","spoIIAA"
"BSU_00980","sigH","sigma factor","BSU_23460","spoIIAB"
"BSU_00980","sigH","sigma factor","BSU_23450","sigF"
"BSU_24610","sinR","repression","BSU_23470","spoIIAA"
"BSU_24610","sinR","repression","BSU_23460","spoIIAB"
"BSU_24610","sinR","repression","BSU_23450","sigF"
"BSU_23450","sigF","sigma factor","BSU_14960","ylbC"
"BSU_23450","sigF","sigma factor","BSU_14950","ylbB"
"BSU_15320","sigE","sigma factor","BSU_22240","ypqA"
"BSU_25760","sigK","sigma factor","BSU_22240","ypqA"
"BSU_26350","sknR","repression","BSU_26330","yqdA"
"BSU_26350","sknR","repression","BSU_26320","yqaG"
"BSU_26350","sknR","repression","BSU_26340","yqaF"
"BSU_26350","sknR","repression","BSU_26250","yqaN"
"BSU_26350","sknR","repression","BSU_26300","yqaI"
"BSU_26350","sknR","repression","BSU_26280","yqaK"
"BSU_26350","sknR","repression","BSU_26259","yqzO"
"BSU_26350","sknR","repression","BSU_26270","yqaL"
"BSU_26350","sknR","repression","BSU_26290","yqaJ"
"BSU_26350","sknR","repression","BSU_26260","yqaM"
"BSU_26350","sknR","repression","BSU_26310","yqaH"
"BSU_25200","sigA","sigma factor","BSU_26330","yqdA"
"BSU_25200","sigA","sigma factor","BSU_26320","yqaG"
"BSU_25200","sigA","sigma factor","BSU_26340","yqaF"
"BSU_25200","sigA","sigma factor","BSU_26250","yqaN"
"BSU_25200","sigA","sigma factor","BSU_26300","yqaI"
"BSU_25200","sigA","sigma factor","BSU_26280","yqaK"
"BSU_25200","sigA","sigma factor","BSU_26259","yqzO"
"BSU_25200","sigA","sigma factor","BSU_26270","yqaL"
"BSU_25200","sigA","sigma factor","BSU_26290","yqaJ"
"BSU_25200","sigA","sigma factor","BSU_26260","yqaM"
"BSU_25200","sigA","sigma factor","BSU_26310","yqaH"
"BSU_29740","ccpA","repression","BSU_04160","mtlR"
"BSU_25200","sigA","sigma factor","BSU_04160","mtlR"
"BSU_09520","sigM","sigma factor","BSU_07260","yfnI"
"BSU_04730","sigB","sigma factor","BSU_38940","yxjI"
"BSU_04730","sigB","sigma factor","BSU_38930","yxjJ"
"BSU_35490","degU","repression","BSU_38940","yxjI"
"BSU_35490","degU","repression","BSU_38930","yxjJ"
"BSU_25200","sigA","sigma factor","BSU_00820","lysS"
"BSU_25200","sigA","sigma factor","BSU_00760","pabC"
"BSU_25200","sigA","sigma factor","BSU_00750","pabA"
"BSU_25200","sigA","sigma factor","BSU_00780","folB"
"BSU_25200","sigA","sigma factor","BSU_00740","pabB"
"BSU_25200","sigA","sigma factor","BSU_00810","dusB1"
"BSU_25200","sigA","sigma factor","BSU_00790","folK"
"BSU_25200","sigA","sigma factor","BSU_00800","yazB"
"BSU_25200","sigA","sigma factor","BSU_00770","sul"
"BSU_04730","sigB","sigma factor","BSU_40000","yxnA"
"BSU_11500","spx","activation","BSU_31290","yugT"
"BSU_29740","ccpA","repression","BSU_28800","araA"
"BSU_29740","ccpA","repression","BSU_28760","araM"
"BSU_29740","ccpA","repression","BSU_28720","abfA"
"BSU_29740","ccpA","repression","BSU_28780","araD"
"BSU_29740","ccpA","repression","BSU_28740","araP"
"BSU_29740","ccpA","repression","BSU_28730","araQ"
"BSU_29740","ccpA","repression","BSU_28770","araL"
"BSU_29740","ccpA","repression","BSU_28750","araN"
"BSU_29740","ccpA","repression","BSU_28790","araB"
"BSU_33970","araR","repression","BSU_28800","araA"
"BSU_33970","araR","repression","BSU_28760","araM"
"BSU_33970","araR","repression","BSU_28720","abfA"
"BSU_33970","araR","repression","BSU_28780","araD"
"BSU_33970","araR","repression","BSU_28740","araP"
"BSU_33970","araR","repression","BSU_28730","araQ"
"BSU_33970","araR","repression","BSU_28770","araL"
"BSU_33970","araR","repression","BSU_28750","araN"
"BSU_33970","araR","repression","BSU_28790","araB"
"BSU_25200","sigA","sigma factor","BSU_28800","araA"
"BSU_25200","sigA","sigma factor","BSU_28760","araM"
"BSU_25200","sigA","sigma factor","BSU_28720","abfA"
"BSU_25200","sigA","sigma factor","BSU_28780","araD"
"BSU_25200","sigA","sigma factor","BSU_28740","araP"
"BSU_25200","sigA","sigma factor","BSU_28730","araQ"
"BSU_25200","sigA","sigma factor","BSU_28770","araL"
"BSU_25200","sigA","sigma factor","BSU_28750","araN"
"BSU_25200","sigA","sigma factor","BSU_28790","araB"
"BSU_00980","sigH","sigma factor","BSU_08760","spo0M"
"BSU_01730","sigW","sigma factor","BSU_08760","spo0M"
"BSU_35490","degU","activation","BSU_02780","ycdA"
"BSU_35239","swrAA/2","activation","BSU_02780","ycdA"
"BSU_14480","abh","repression","BSU_02780","ycdA"
"BSU_00370","abrB","repression","BSU_02780","ycdA"
"BSU_23120","resD","activation","BSU_13040","hmp"
"BSU_09380","nsrR","repression","BSU_13040","hmp"
"BSU_25200","sigA","sigma factor","BSU_13040","hmp"
"BSU_00560","spoVT","activation","BSU_09750","sspB"
"BSU_15330","sigG","sigma factor","BSU_09750","sspB"
"BSU_15330","sigG","sigma factor","BSU_34510","yvdQ"
"BSU_25200","sigA","sigma factor","BSU_16800","spoIIIE"
"BSU_25200","sigA","sigma factor","BSU_16810","ymfC"
"","RNA switch","RNA switch","BSU_37150","pyrG"
"BSU_25200","sigA","sigma factor","BSU_37150","pyrG"
"BSU_15330","sigG","sigma factor","BSU_21950","ypzA"
"BSU_37310","fnr","activation","BSU_37290","arfM"
"BSU_25200","sigA","sigma factor","BSU_37290","arfM"
"BSU_23450","sigF","sigma factor","BSU_09150","yhcN"
"BSU_15330","sigG","sigma factor","BSU_09150","yhcN"
"BSU_29740","ccpA","repression","BSU_38200","galK"
"BSU_29740","ccpA","repression","BSU_38190","galT"
"BSU_00830","ctsR","repression","BSU_28190","ysxC"
"BSU_00830","ctsR","repression","BSU_28200","lonA"
"BSU_25200","sigA","sigma factor","BSU_28190","ysxC"
"BSU_25200","sigA","sigma factor","BSU_28200","lonA"
"BSU_25200","sigA","sigma factor","BSU_28440","sdhA"
