"regulator_locus","regulator_name","mode","gene_locus","gene_name"
"BSU_25200","sigA","sigma factor","BSU_36110","chrS"
"BSU_25200","sigA","sigma factor","BSU_36120","ywrB"
"BSU_00370","abrB","repression","BSU_02700","lip"
"BSU_04730","sigB","sigma factor","BSU_30650","dps"
"BSU_25200","sigA","sigma factor","BSU_29660","rpsD"
"","stringent response","negative regulation","BSU_29660","rpsD"
"BSU_27890","nadR","repression","BSU_27860","nadC"
"BSU_27890","nadR","repression","BSU_27870","nadB"
"BSU_27890","nadR","repression","BSU_27850","nadA"
"BSU_25200","sigA","sigma factor","BSU_27860","nadC"
"BSU_25200","sigA","sigma factor","BSU_27870","nadB"
"BSU_25200","sigA","sigma factor","BSU_27850","nadA"
"BSU_29740","ccpA","repression","BSU_27030","sacC"
"BSU_29740","ccpA","repression","BSU_27070","levD"
"BSU_29740","ccpA","repression","BSU_27050","levF"
"BSU_29740","ccpA","repression","BSU_27060","levE"
"BSU_29740","ccpA","repression","BSU_27040","levG"
"BSU_27080","levR","activation","BSU_27030","sacC"
"BSU_27080","levR","activation","BSU_27070","levD"
"BSU_27080","levR","activation","BSU_27050","levF"
"BSU_27080","levR","activation","BSU_27060","levE"
"BSU_27080","levR","activation","BSU_27040","levG"
"BSU_34200","sigL","sigma factor","BSU_27030","sacC"
"BSU_34200","sigL","sigma factor","BSU_27070","levD"
"BSU_34200","sigL","sigma factor","BSU_27050","levF"
"BSU_34200","sigL","sigma factor","BSU_27060","levE"
"BSU_34200","sigL","sigma factor","BSU_27040","levG"
"BSU_16470","sigD","sigma factor","BSU_10380","hemAT"
"BSU_30460","ytrA","repression","BSU_36500","ywoB"
"BSU_30460","ytrA","repression","BSU_36480","ywoD"
"BSU_30460","ytrA","repression","BSU_36490","ywoC"
"BSU_25200","sigA","sigma factor","BSU_36500","ywoB"
"BSU_25200","sigA","sigma factor","BSU_36480","ywoD"
"BSU_25200","sigA","sigma factor","BSU_36490","ywoC"
"BSU_29740","ccpA","repression","BSU_08090","acoL"
"BSU_29740","ccpA","repression","BSU_08070","acoB"
"BSU_29740","ccpA","repression","BSU_08060","acoA"
"BSU_29740","ccpA","repression","BSU_08080","acoC"
"BSU_08100","acoR","activation","BSU_08090","acoL"
"BSU_08100","acoR","activation","BSU_08070","acoB"
"BSU_08100","acoR","activation","BSU_08060","acoA"
"BSU_08100","acoR","activation","BSU_08080","acoC"
"BSU_37310","fnr","indirect positive regulation","BSU_08090","acoL"
"BSU_37310","fnr","indirect positive regulation","BSU_08070","acoB"
"BSU_37310","fnr","indirect positive regulation","BSU_08060","acoA"
"BSU_37310","fnr","indirect positive regulation","BSU_08080","acoC"
"BSU_34200","sigL","sigma factor","BSU_08090","acoL"
"BSU_34200","sigL","sigma factor","BSU_08070","acoB"
"BSU_34200","sigL","sigma factor","BSU_08060","acoA"
"BSU_34200","sigL","sigma factor","BSU_08080","acoC"
"BSU_00370","abrB","repression","BSU_25220","antE"
"BSU_25200","sigA","sigma factor","BSU_25220","antE"
"BSU_15880","fapR","repression","BSU_15920","acpA"
"BSU_25200","sigA","sigma factor","BSU_15920","acpA"
"BSU_01730","sigW","sigma factor","BSU_34430","racX"
"BSU_01730","sigW","sigma factor","BSU_34440","pbpE"
"BSU_23450","sigF","sigma factor","BSU_09140","yhcM"
"BSU_15330","sigG","sigma factor","BSU_09140","yhcM"
"BSU_04730","sigB","sigma factor","BSU_09140","yhcM"
"BSU_17850","lexA","repression","BSU_16940","recA"
"BSU_10420","comK","activation","BSU_16940","recA"
"BSU_25200","sigA","sigma factor","BSU_16940","recA"
"BSU_25760","sigK","sigma factor","BSU_30850","ytdA"
"BSU_01730","sigW","sigma factor","BSU_12420","yjoB"
"BSU_29740","ccpA","repression","BSU_07560","pel"
"BSU_13310","tnrA","repression","BSU_07560","pel"
"BSU_31680","comA","activation","BSU_07560","pel"
"BSU_04730","sigB","sigma factor","BSU_40570","yybO"
"BSU_16170","codY","repression","BSU_03790","thrD"
"BSU_27910","thrR","repression","BSU_03790","thrD"
"BSU_25100","zur","repression","BSU_03360","zagA"
"BSU_25100","zur","repression","BSU_03359","yczL"
"BSU_25200","sigA","sigma factor","BSU_03360","zagA"
"BSU_25200","sigA","sigma factor","BSU_03359","yczL"
"BSU_24220","spo0A","activation","BSU_22270","yppE"
"BSU_24220","spo0A","activation","BSU_22280","yppD"
"BSU_27520","cymR","repression","BSU_39520","yxeK"
"BSU_27520","cymR","repression","BSU_39460","yxeQ"
"BSU_27520","cymR","repression","BSU_39470","sndB"
"BSU_27520","cymR","repression","BSU_39500","yxeM"
"BSU_27520","cymR","repression","BSU_39510","snaB"
"BSU_27520","cymR","repression","BSU_39480","yxeO"
"BSU_27520","cymR","repression","BSU_39490","yxeN"
"BSU_25200","sigA","sigma factor","BSU_39520","yxeK"
"BSU_25200","sigA","sigma factor","BSU_39460","yxeQ"
"BSU_25200","sigA","sigma factor","BSU_39470","sndB"
"BSU_25200","sigA","sigma factor","BSU_39500","yxeM"
"BSU_25200","sigA","sigma factor","BSU_39510","snaB"
"BSU_25200","sigA","sigma factor","BSU_39480","yxeO"
"BSU_25200","sigA","sigma factor","BSU_39490","yxeN"
"BSU_24220","spo0A","repression","BSU_15400","ylmG"
"BSU_24220","spo0A","repression","BSU_15380","ylmE"
"BSU_24220","spo0A","repression","BSU_15410","ylmH"
"BSU_24220","spo0A","repression","BSU_15390","sepF"
"BSU_24220","spo0A","repression","BSU_15370","ylmD"
"BSU_15330","sigG","sigma factor","BSU_26990","yraD"
"BSU_15330","sigG","sigma factor","BSU_26980","yraE"
"BSU_15330","sigG","sigma factor","BSU_26960","yraF"
"BSU_15330","sigG","sigma factor","BSU_26950","yraG"
"BSU_15330","sigG","sigma factor","BSU_26970","adhB"
"BSU_23590","ansR","repression","BSU_23550","mleA"
"BSU_23590","ansR","repression","BSU_23560","mleN"
"BSU_29740","ccpA","repression","BSU_23550","mleA"
"BSU_29740","ccpA","repression","BSU_23560","mleN"
"BSU_25200","sigA","sigma factor","BSU_23550","mleA"
"BSU_25200","sigA","sigma factor","BSU_23560","mleN"
"BSU_40410","walR","activation","BSU_14470","mreBH"
"BSU_40410","walR","activation","BSU_14460","ykpC"
"BSU_13450","sigI","sigma factor","BSU_14470","mreBH"
"BSU_13450","sigI","sigma factor","BSU_14460","ykpC"
"BSU_02370","gamR","repression","BSU_02350","gamP"
"BSU_02370","gamR","repression","BSU_02360","gamA"
"BSU_25200","sigA","sigma factor","BSU_02350","gamP"
"BSU_25200","sigA","sigma factor","BSU_02360","gamA"
"BSU_29740","ccpA","repression","BSU_14040","ldt"
"BSU_25760","sigK","sigma factor","BSU_14040","ldt"
"BSU_04730","sigB","sigma factor","BSU_38620","aag"
"BSU_04730","sigB","sigma factor","BSU_38610","yxzF"
"BSU_15330","sigG","sigma factor","BSU_38620","aag"
"BSU_15330","sigG","sigma factor","BSU_38610","yxzF"
"BSU_15320","sigE","sigma factor","BSU_05710","ydhD"
"BSU_25200","sigA","sigma factor","BSU_misc_RNA_72","surA"
"BSU_24220","spo0A","unknown","BSU_misc_RNA_72","surA"
"","T-box","RNA switch","BSU_00130","serS"
"BSU_17850","lexA","repression","BSU_18950","yozL"
"BSU_17850","lexA","repression","BSU_18940","yozK"
"BSU_17850","lexA","repression","BSU_18930","yobH"
"BSU_00370","abrB","repression","BSU_17180","pksJ"
"BSU_00370","abrB","repression","BSU_17200","pksM"
"BSU_00370","abrB","repression","BSU_17100","pksC"
"BSU_00370","abrB","repression","BSU_17210","pksN"
"BSU_00370","abrB","repression","BSU_17130","acpK"
"BSU_00370","abrB","repression","BSU_17220","pksR"
"BSU_00370","abrB","repression","BSU_17140","pksF"
"BSU_00370","abrB","repression","BSU_17160","pksH"
"BSU_00370","abrB","repression","BSU_17190","pksL"
"BSU_00370","abrB","repression","BSU_17120","pksE"
"BSU_00370","abrB","repression","BSU_17110","pksD"
"BSU_00370","abrB","repression","BSU_17170","pksI"
"BSU_00370","abrB","repression","BSU_17150","pksG"
"BSU_16170","codY","activation","BSU_17180","pksJ"
"BSU_16170","codY","activation","BSU_17200","pksM"
"BSU_16170","codY","activation","BSU_17100","pksC"
"BSU_16170","codY","activation","BSU_17210","pksN"
"BSU_16170","codY","activation","BSU_17130","acpK"
"BSU_16170","codY","activation","BSU_17220","pksR"
"BSU_16170","codY","activation","BSU_17140","pksF"
"BSU_16170","codY","activation","BSU_17160","pksH"
"BSU_16170","codY","activation","BSU_17190","pksL"
"BSU_16170","codY","activation","BSU_17120","pksE"
"BSU_16170","codY","activation","BSU_17110","pksD"
"BSU_16170","codY","activation","BSU_17170","pksI"
"BSU_16170","codY","activation","BSU_17150","pksG"
"BSU_27520","cymR","repression","BSU_09130","tcyP"
"BSU_25200","sigA","sigma factor","BSU_13580","mtnE"
"BSU_01730","sigW","sigma factor","BSU_35120","yvlB"
"BSU_01730","sigW","sigma factor","BSU_35100","yvlD"
"BSU_01730","sigW","sigma factor","BSU_35130","yvlA"
"BSU_01730","sigW","sigma factor","BSU_35110","yvlC"
"BSU_00470","purR","repression","BSU_40420","purA"
"BSU_25200","sigA","sigma factor","BSU_40420","purA"
"BSU_25100","zur","repression","BSU_03350","yciB"
"BSU_25100","zur","repression","BSU_03360","zagA"
"BSU_25100","zur","repression","BSU_03340","folEB"
"BSU_25100","zur","repression","BSU_03359","yczL"
"BSU_25200","sigA","sigma factor","BSU_03350","yciB"
"BSU_25200","sigA","sigma factor","BSU_03360","zagA"
"BSU_25200","sigA","sigma factor","BSU_03340","folEB"
"BSU_25200","sigA","sigma factor","BSU_03359","yczL"
"BSU_40350","rocR","activation","BSU_37790","rocG"
"BSU_24250","ahrC","activation","BSU_37790","rocG"
"BSU_29740","ccpA","repression","BSU_37790","rocG"
"BSU_00370","abrB","repression","BSU_37790","rocG"
"BSU_34200","sigL","sigma factor","BSU_37790","rocG"
"BSU_28410","gerE","activation","BSU_17700","cotC"
"BSU_36420","spoIIID","repression","BSU_17700","cotC"
"BSU_25760","sigK","sigma factor","BSU_17700","cotC"
"BSU_08730","perR","repression","BSU_28140","hemD"
"BSU_08730","perR","repression","BSU_28130","hemB"
"BSU_08730","perR","repression","BSU_28160","hemX"
"BSU_08730","perR","repression","BSU_28120","hemL"
"BSU_08730","perR","repression","BSU_28170","hemA"
"BSU_08730","perR","repression","BSU_28150","hemC"
"BSU_25200","sigA","sigma factor","BSU_28140","hemD"
"BSU_25200","sigA","sigma factor","BSU_28130","hemB"
"BSU_25200","sigA","sigma factor","BSU_28160","hemX"
"BSU_25200","sigA","sigma factor","BSU_28120","hemL"
"BSU_25200","sigA","sigma factor","BSU_28170","hemA"
"BSU_25200","sigA","sigma factor","BSU_28150","hemC"
"BSU_13310","tnrA","repression","BSU_17450","glnR"
"BSU_13310","tnrA","repression","BSU_17460","glnA"
"BSU_25200","sigA","sigma factor","BSU_17450","glnR"
"BSU_25200","sigA","sigma factor","BSU_17460","glnA"
"BSU_17450","glnR","repression","BSU_17450","glnR"
"BSU_17450","glnR","repression","BSU_17460","glnA"
"BSU_00560","spoVT","activation","BSU_24230","spoIVB"
"BSU_23450","sigF","sigma factor","BSU_24230","spoIVB"
"BSU_15330","sigG","sigma factor","BSU_24230","spoIVB"
"BSU_28410","gerE","activation","BSU_36070","cotG"
"BSU_15090","gerR","activation","BSU_36070","cotG"
"BSU_15320","sigE","sigma factor","BSU_36070","cotG"
"BSU_25760","sigK","sigma factor","BSU_36070","cotG"
"BSU_15320","sigE","sigma factor","BSU_19680","yozE"
"BSU_15320","sigE","sigma factor","BSU_19720","yodR"
"BSU_15320","sigE","sigma factor","BSU_19740","yodT"
"BSU_15320","sigE","sigma factor","BSU_19710","yodQ"
"BSU_15320","sigE","sigma factor","BSU_19690","kamA"
"BSU_15320","sigE","sigma factor","BSU_19700","yodP"
"BSU_15320","sigE","sigma factor","BSU_19689","yokU"
"BSU_15320","sigE","sigma factor","BSU_19730","yodS"
"BSU_09520","sigM","sigma factor","BSU_06380","yebC"
"BSU_27120","sigV","sigma factor","BSU_06380","yebC"
"BSU_15320","sigE","sigma factor","BSU_30940","glgP"
"BSU_15320","sigE","sigma factor","BSU_30980","glgB"
"BSU_15320","sigE","sigma factor","BSU_30960","glgD"
"BSU_15320","sigE","sigma factor","BSU_30970","glgC"
"BSU_15320","sigE","sigma factor","BSU_30950","glgA"
"BSU_29110","phoP","activation","BSU_09410","phoA"
"BSU_25200","sigA","sigma factor","BSU_09410","phoA"
"BSU_15330","sigG","sigma factor","BSU_09410","phoA"
"BSU_10420","comK","activation","BSU_24710","comGC"
"BSU_10420","comK","activation","BSU_24730","comGA"
"BSU_10420","comK","activation","BSU_24670","comGG"
"BSU_10420","comK","activation","BSU_24660","spoIIIL"
"BSU_10420","comK","activation","BSU_24700","comGD"
"BSU_10420","comK","activation","BSU_24680","comGF"
"BSU_10420","comK","activation","BSU_24720","comGB"
"BSU_10420","comK","activation","BSU_24690","comGE"
"BSU_25200","sigA","sigma factor","BSU_24710","comGC"
"BSU_25200","sigA","sigma factor","BSU_24730","comGA"
"BSU_25200","sigA","sigma factor","BSU_24670","comGG"
"BSU_25200","sigA","sigma factor","BSU_24660","spoIIIL"
"BSU_25200","sigA","sigma factor","BSU_24700","comGD"
"BSU_25200","sigA","sigma factor","BSU_24680","comGF"
"BSU_25200","sigA","sigma factor","BSU_24720","comGB"
"BSU_25200","sigA","sigma factor","BSU_24690","comGE"
"BSU_23450","sigF","sigma factor","BSU_24710","comGC"
"BSU_23450","sigF","sigma factor","BSU_24730","comGA"
"BSU_23450","sigF","sigma factor","BSU_24670","comGG"
"BSU_23450","sigF","sigma factor","BSU_24660","spoIIIL"
"BSU_23450","sigF","sigma factor","BSU_24700","comGD"
"BSU_23450","sigF","sigma factor","BSU_24680","comGF"
"BSU_23450","sigF","sigma factor","BSU_24720","comGB"
"BSU_23450","sigF","sigma factor","BSU_24690","comGE"
"BSU_25200","sigA","sigma factor","BSU_35500","degS"
"BSU_25200","sigA","sigma factor","BSU_35490","degU"
"BSU_35490","degU","activation","BSU_35500","degS"
"BSU_35490","degU","activation","BSU_35490","degU"
"BSU_13310","tnrA","repression","BSU_35500","degS"
"BSU_13310","tnrA","repression","BSU_35490","degU"
"BSU_29740","ccpA","activation","BSU_35500","degS"
"BSU_29740","ccpA","activation","BSU_35490","degU"
"BSU_24610","sinR","repression","BSU_35500","degS"
"BSU_24610","sinR","repression","BSU_35490","degU"
"","Gly-box","RNA switch","BSU_24550","gcvPB"
"","Gly-box","RNA switch","BSU_24560","gcvPA"
"","Gly-box","RNA switch","BSU_24570","gcvT"
"BSU_25200","sigA","sigma factor","BSU_35670","gtaB"
"BSU_04730","sigB","sigma factor","BSU_35670","gtaB"
"BSU_15330","sigG","sigma factor","BSU_03690","gerKD"
"BSU_23520","fur","repression","BSU_07530","yfmB"
"BSU_23520","fur","repression","BSU_07520","fecC"
"BSU_16170","codY","repression","BSU_31560","nupP"
"BSU_16170","codY","repression","BSU_31540","nupN"
"BSU_16170","codY","repression","BSU_31550","nupO"
"BSU_16170","codY","repression","BSU_31570","nupQ"
"BSU_25200","sigA","sigma factor","BSU_31560","nupP"
"BSU_25200","sigA","sigma factor","BSU_31540","nupN"
"BSU_25200","sigA","sigma factor","BSU_31550","nupO"
"BSU_25200","sigA","sigma factor","BSU_31570","nupQ"
"BSU_04730","sigB","sigma factor","BSU_09690","nhaX"
"BSU_24220","spo0A","activation","BSU_19640","yodL"
"BSU_23520","fur","repression","BSU_32010","besA"
"BSU_00370","abrB","repression","BSU_32010","besA"
"BSU_17850","lexA","repression","BSU_22790","hbs"
"BSU_25200","sigA","sigma factor","BSU_22790","hbs"
"BSU_00980","sigH","sigma factor","BSU_22790","hbs"
"BSU_10420","comK","repression","BSU_14020","kre"
"BSU_05970","rex","repression","BSU_12290","ndh"
"BSU_05970","rex","repression","BSU_12280","yjlC"
"","stringent response","negative regulation","BSU_12290","ndh"
"","stringent response","negative regulation","BSU_12280","yjlC"
"","stringent response","negative regulation","BSU_36810","atpD"
"","stringent response","negative regulation","BSU_36820","atpG"
"","stringent response","negative regulation","BSU_36860","atpE"
"","stringent response","negative regulation","BSU_36880","atpI"
"","stringent response","negative regulation","BSU_36850","atpF"
"","stringent response","negative regulation","BSU_36800","atpC"
"","stringent response","negative regulation","BSU_36870","atpB"
"","stringent response","negative regulation","BSU_36830","atpA"
"","stringent response","negative regulation","BSU_36840","atpH"
"BSU_15320","sigE","sigma factor","BSU_04610","ydcA"
"BSU_16470","sigD","sigma factor","BSU_16070","ylqG"
"BSU_16470","sigD","sigma factor","BSU_16080","ylqH"
"BSU_16470","sigD","sigma factor","BSU_16060","rnhB"
"BSU_28410","gerE","activation","BSU_07310","yfnD"
"BSU_28410","gerE","activation","BSU_07290","yfnF"
"BSU_28410","gerE","activation","BSU_07280","yfnG"
"BSU_28410","gerE","activation","BSU_07270","yfnH"
"BSU_28410","gerE","activation","BSU_07300","yfnE"
"BSU_25760","sigK","sigma factor","BSU_07310","yfnD"
"BSU_25760","sigK","sigma factor","BSU_07290","yfnF"
"BSU_25760","sigK","sigma factor","BSU_07280","yfnG"
"BSU_25760","sigK","sigma factor","BSU_07270","yfnH"
"BSU_25760","sigK","sigma factor","BSU_07300","yfnE"
"BSU_15320","sigE","sigma factor","BSU_07310","yfnD"
"BSU_15320","sigE","sigma factor","BSU_07290","yfnF"
"BSU_15320","sigE","sigma factor","BSU_07280","yfnG"
"BSU_15320","sigE","sigma factor","BSU_07270","yfnH"
"BSU_15320","sigE","sigma factor","BSU_07300","yfnE"
"BSU_24220","spo0A","activation","BSU_07460","yfmI"
"BSU_24220","spo0A","activation","BSU_07450","yfmJ"
"BSU_00370","abrB","repression","BSU_07460","yfmI"
"BSU_00370","abrB","repression","BSU_07450","yfmJ"
"BSU_03890","gabR","activation","BSU_03910","gabD"
"BSU_25200","sigA","sigma factor","BSU_03910","gabD"
"BSU_04730","sigB","sigma factor","BSU_03910","gabD"
"BSU_09520","sigM","sigma factor","BSU_23370","ypuA"
"BSU_12000","manR","activation","BSU_12030","yjdF"
"BSU_12000","manR","activation","BSU_12010","manP"
"BSU_12000","manR","activation","BSU_12020","manA"
"BSU_25200","sigA","sigma factor","BSU_12030","yjdF"
"BSU_25200","sigA","sigma factor","BSU_12010","manP"
"BSU_25200","sigA","sigma factor","BSU_12020","manA"
"BSU_29740","ccpA","repression","BSU_09880","yhaR"
"BSU_01730","sigW","sigma factor","BSU_27180","yrhH"
"BSU_09520","sigM","sigma factor","BSU_27180","yrhH"
"BSU_23100","sigX","sigma factor","BSU_27180","yrhH"
"BSU_15320","sigE","sigma factor","BSU_09165","yhcO"
"BSU_25760","sigK","sigma factor","BSU_09165","yhcO"
"BSU_31070","gbsR","repression","BSU_33700","opuBD"
"BSU_31070","gbsR","repression","BSU_33730","opuBA"
"BSU_31070","gbsR","repression","BSU_33720","opuBB"
"BSU_31070","gbsR","repression","BSU_33710","opuBC"
"BSU_33840","opcR","repression","BSU_33700","opuBD"
"BSU_33840","opcR","repression","BSU_33730","opuBA"
"BSU_33840","opcR","repression","BSU_33720","opuBB"
"BSU_33840","opcR","repression","BSU_33710","opuBC"
"BSU_15670","remA","activation","BSU_33700","opuBD"
"BSU_15670","remA","activation","BSU_33730","opuBA"
"BSU_15670","remA","activation","BSU_33720","opuBB"
"BSU_15670","remA","activation","BSU_33710","opuBC"
"BSU_25200","sigA","sigma factor","BSU_33700","opuBD"
"BSU_25200","sigA","sigma factor","BSU_33730","opuBA"
"BSU_25200","sigA","sigma factor","BSU_33720","opuBB"
"BSU_25200","sigA","sigma factor","BSU_33710","opuBC"
"BSU_25490","hrcA","repression","BSU_25490","hrcA"
"BSU_25490","hrcA","repression","BSU_25470","dnaK"
"BSU_25490","hrcA","repression","BSU_25430","yqeV"
"BSU_25490","hrcA","repression","BSU_25450","yqeT"
"BSU_25490","hrcA","repression","BSU_25460","dnaJ"
"BSU_25490","hrcA","repression","BSU_25480","grpE"
"BSU_25490","hrcA","repression","BSU_25440","yqeU"
"BSU_25200","sigA","sigma factor","BSU_25490","hrcA"
"BSU_25200","sigA","sigma factor","BSU_25470","dnaK"
"BSU_25200","sigA","sigma factor","BSU_25430","yqeV"
"BSU_25200","sigA","sigma factor","BSU_25450","yqeT"
"BSU_25200","sigA","sigma factor","BSU_25460","dnaJ"
"BSU_25200","sigA","sigma factor","BSU_25480","grpE"
"BSU_25200","sigA","sigma factor","BSU_25440","yqeU"
"BSU_15320","sigE","sigma factor","BSU_25750","nucB"
"BSU_15670","remA","activation","BSU_03000","opuAC"
"BSU_15670","remA","activation","BSU_02990","opuAB"
"BSU_15670","remA","activation","BSU_02980","opuAA"
"BSU_25200","sigA","sigma factor","BSU_03000","opuAC"
"BSU_25200","sigA","sigma factor","BSU_02990","opuAB"
"BSU_25200","sigA","sigma factor","BSU_02980","opuAA"
"BSU_31210","rhaR","repression","BSU_31190","rhaM"
"BSU_31210","rhaR","repression","BSU_31200","rhaB"
